指標名,コワーキング施設,,,,,,,,
出典,コワーキングスペース検索,,,,,,,,
年次,2025/2/19取得,,,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,,,
備考,2020：346件、2021：369件、2022：406件、2023：403件、2024：387件),,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,座席数,法人登記,URL
港区,六本木７丁目,六本木,東京都港区六本木7-15-7新六本木ビル5〜9f（受付9f）,35.6630251,139.7311553,SENQ 六本木,可能,全70席,https://coworking-search.jp/space/2026/
港区,赤坂３丁目,赤坂,東京都港区赤坂3-19-1東京農村4f.rootoffice,35.6760303,139.7364453,Root Office 赤坂,可能,-,https://coworking-search.jp/space/1517/
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-5-2,35.6678253,139.7561904,goodoffice 新橋,可能,オープン席：28席　ブース席（契約者のみ）：3席,https://coworking-search.jp/space/2757/
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-16-8レックスビル,35.6620512,139.7524045,KIZASU@Office 新橋,可能,-,https://coworking-search.jp/space/1494/
港区,芝浦１丁目,-,東京都港区芝浦1-9-7おもだかビル4f,35.6481283,139.7534886,田町ビジネスセンター,可能,-,https://coworking-search.jp/space/190/
港区,東麻布１丁目,-,東京都港区東麻布1-7-3第二渡邊ビル7f,35.657713,139.7435489,01 Garage,可能,-,https://coworking-search.jp/space/1776/
港区,芝５丁目,-,東京都港区芝5-20-11朝倉ビル4階,35.647451,139.7475505,いいオフィス田町,可能,1名半個室：7部屋、1名個室：3部屋、2名個室：1部屋,https://coworking-search.jp/space/2887/
港区,赤坂３丁目,赤坂,東京都港区赤坂3-21-3牧野ビル2f,35.6770493,139.7358429,匠ソホラ赤坂,不可,-,https://coworking-search.jp/space/1572/
港区,南青山２丁目,-,東京都港区南青山2-11-17第一法規本社ビル3f,35.6715461,139.7215543,SENQ 青山並木通り,可能,54席,https://coworking-search.jp/space/2687/
港区,港南１丁目,-,東京都港区港南1-8-15wビル2階,35.6301076,139.7441599,リブポート 品川,可能,112席,https://coworking-search.jp/space/2055/
港区,六本木３丁目,六本木,東京都港区六本木3-4-33マルマン六本木ビル3f,35.6648534,139.7361198,六本木ビジネスセンター,可能,-,https://coworking-search.jp/space/191/
港区,浜松町２丁目,-,東京都港区浜松町2-5-3,35.6543573,139.7564693,リブポート 浜松町,可能,15席,https://coworking-search.jp/space/1945/
港区,六本木６丁目,六本木,東京都港区六本木6-2-31六本木ヒルズノースタワー17階,35.6616938,139.729851,エグゼクティブセンター 六本木ヒルズノースタワー,可能,-,https://coworking-search.jp/space/160/
港区,西新橋１丁目,虎ノ門広域,東京都港区西新橋1-7-5,35.6690963,139.7519764,BIRTH 虎ノ門,可能,10席,https://coworking-search.jp/space/2102/
港区,六本木４丁目,六本木,東京都港区六本木4−8−5和幸ビル2f,35.6641134,139.7333978,Kant. WORK LOUNGE,可能,約60席,https://coworking-search.jp/space/2482/
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-15-7新橋nfビル7f,35.6680675,139.757289,NewWork 新橋,不可,38席,https://coworking-search.jp/space/2192/
港区,南青山１丁目,-,東京都港区南青山1-2-6ラティス青山スクエア2f,35.6721316,139.7254075,SENQ 青山,可能,ラウンジ：12席　ワークプレイス：20席　オープンエアオフィス：24席,https://coworking-search.jp/space/956/
港区,南青山３丁目,-,東京都港区南青山3-1-30エイベックスビル2f,35.6675778,139.7156315,CREATIVE BASE avex EYE,可能,約100席,https://coworking-search.jp/space/1861/
港区,六本木７丁目,六本木,東京都港区六本木7-7-7tri-sevenroppongi8f,35.6632707,139.7320854,サーブコープ トライセブン ロッポンギ,可能,-,https://coworking-search.jp/space/2639/
港区,港南２丁目,-,東京都港区港南2-16-1品川イーストワンタワー3f,35.6280299,139.7407407,NewWork 品川,不可,34席,https://coworking-search.jp/space/1367/
港区,南青山５丁目,-,東京都港区南青山5-4-41グラッセリア青山内,35.6622132,139.713794,Connect291,不可,20席,https://coworking-search.jp/space/2705/
港区,南青山５丁目,-,東京都港区南青山5-12-5第一和田ビル8階,35.6614321,139.7134703,Dols dessin 表参道,可能,10席,https://coworking-search.jp/space/1565/
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-3-1城山トラストタワー27f,35.6646397,139.7430889,サーブコープ 城山トラストタワー,可能,-,https://coworking-search.jp/space/2638/
千代田区,四番町,-,東京都千代田区四番町2-1クレール東郷坂,35.6901403,139.7395906,"MID POINT市ヶ谷
",可能,-,https://coworking-search.jp/space/2852/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-1-12,35.6947323,139.6989951,"クロスオフィス新宿
",可能,約30席,https://coworking-search.jp/space/2279/
新宿区,西新宿１丁目,-,"東京都新宿区西新宿1-20-3西新宿髙木ビル7f,8f",35.6880732,139.6963009,"リージャス 新宿西口ビジネスセンター
",可能,-,https://coworking-search.jp/space/379/
新宿区,新宿４丁目,-,東京都新宿区新宿4-3-15レイフラット新宿b棟3f,35.6886342,139.7036224,"THE HUB 新宿
",可能,39,https://coworking-search.jp/space/2858/
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-7-1新宿パークタワーn棟30f,35.6854711,139.6908068,"リージャス 新宿パークタワービジネスセンター
",可能,-,https://coworking-search.jp/space/54/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-4-11全研プラザビル,35.693112,139.6976388,"SPACES 新宿
",可能,-,https://coworking-search.jp/space/2802/
渋谷区,千駄ケ谷５丁目,-,"東京都渋谷区千駄ケ谷5-27-3やまとビル1f,8f",35.6867799,139.7028897,"リージャス 新宿南口ビジネスセンター
",可能,-,https://coworking-search.jp/space/53/
新宿区,新宿４丁目,-,東京都新宿区新宿4-1-6jr新宿ミライナタワー18f,35.6887374,139.7018272,"JustCo新宿ミライナタワー
",可能,ホットデスク約40席（変動する場合がございます。）,https://coworking-search.jp/space/2532/
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-17-3東京三協信用金庫本店ビル6f,35.7134107,139.7056467,"THE HUB 高田馬場
",可能,8,https://coworking-search.jp/space/2871/
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-2-9新宿ワシントンホテルビル本館2f,35.6870854,139.6928747,"THE HUB 新宿ワシントン
",可能,33,https://coworking-search.jp/space/2604/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-5-12ニューセントラルビル9f,35.6927643,139.6979779,"THE HUB 新宿西口
",可能,16,https://coworking-search.jp/space/2859/
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-3-3kddiアネックスビル1f,35.6875635,139.694937,"BIZcomfort西新宿
",可能,43席（固定席8席）,https://coworking-search.jp/space/2956/
新宿区,新宿３丁目,-,東京都新宿区新宿3-26-14新宿ミニムビルⅰ4階,35.6940638,139.7104076,TSUTAYA BOOK APARTMENT,不可,-,https://coworking-search.jp/space/1608/
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-10-1日土地西新宿ビル8f,35.6944364,139.6908221,サーブコープ 新宿オークシティ,可能,-,https://coworking-search.jp/space/2644/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-4-4武蔵ビル5f,35.6959635,139.6985587,HAPON新宿,可能,31席,https://coworking-search.jp/space/638/
新宿区,天神町,-,東京都新宿区天神町7-11,35.7048663,139.7314646,BIZcomfort 神楽坂天神,可能,24席,https://coworking-search.jp/space/1907/
新宿区,新宿３丁目,-,東京都新宿区新宿3-1-24京王新宿3-ビル1f,35.6902349,139.7053217,HAKADORU 新宿三丁目店,不可,コワーキングスペース：35席　半個室：4席　個室：2席,https://coworking-search.jp/space/2237/
新宿区,四谷１丁目,-,東京都新宿区四谷1-9天龍ビル6階,35.6859991,139.7282609,フレンドリンクメンバーズオフィス,不可,-,https://coworking-search.jp/space/1611/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-18-18新宿税理士ビル1f,35.6958939,139.6969019,勉強カフェ　新宿ベースポイントスタジオ,不可,-,https://coworking-search.jp/space/1958/
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-29-1,35.710247,139.7040911,Colony#15 高田馬場,可能,1Fフリーデスク：16席　B1F個室：1名部屋×11部屋、2名部屋×2部屋,https://coworking-search.jp/space/2529/
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-14-1新宿松本ビル6f,35.6868596,139.6967167,勉強カフェ　新宿スタジオ,不可,20席,https://coworking-search.jp/space/1584/
新宿区,市谷八幡町,-,東京都新宿区市谷八幡町2-1大手町建物市ヶ谷ビル3階,35.6923245,139.7348972,海外ビジネス特化型コワーキングスペース「Digima 〜出島〜BASE」市ヶ谷,可能,108席,https://coworking-search.jp/space/1605/
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町518早稲田玉井ビル3階,35.708184,139.722417,GARAGE WASEDA,可能,30席,https://coworking-search.jp/space/1496/
千代田区,麹町４丁目,-,東京都千代田区麹町4-8高善ビル5f,35.6845658,139.736189,未来ファクトリー,可能,-,https://coworking-search.jp/space/494/
新宿区,新宿５丁目,-,東京都新宿区新宿5-15-14,35.6936995,139.7073524,INBOUND LEAGUE,可能,ビジネスラウンジ：25席、専用デスク：16席,https://coworking-search.jp/space/995/
新宿区,早稲田町,-,東京都新宿区早稲田町12-5ニュー早稲田ビル5f,35.7055012,139.722634,BIZcomfort 早稲田,可能,21席,https://coworking-search.jp/space/2123/
新宿区,新宿１丁目,-,東京都新宿区新宿1-36-12サンカテリーナビル6f,35.6908494,139.710564,新宿ビジネスセンター,可能,-,https://coworking-search.jp/space/195/
新宿区,新宿２丁目,-,東京都新宿区新宿2-11-7-5f,35.6904407,139.7072716,CO-Work&...新宿,可能,30～35席,https://coworking-search.jp/space/2059/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-18-15岡本ビル3f,35.688846,139.6982172,いいオフィス新宿西口,可能,1名個室：17部屋、2名個室：2部屋,https://coworking-search.jp/space/2879/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-4-7第一太田ビル2f,35.6961956,139.6983471,喫煙コワーキングスペース「オールドルーキーカフェ」新宿小滝橋通り店,不可,60席,https://coworking-search.jp/space/2754/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-12-11山銀ビル4f,35.6899731,139.697151,新宿VIPラウンジ,不可,-,https://coworking-search.jp/space/1817/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-25-1新宿センタービル49階,35.6917057,139.6954577,#NAME?,可能,-,https://coworking-search.jp/space/1534/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-18-2晴花ビル６f,35.6888178,139.6986089,ビジョンオフィス新宿,可能,-,https://coworking-search.jp/space/1551/
新宿区,四谷１丁目,-,東京都新宿区四谷1-13-15urbanebuildingsakas8c棟,35.6848814,139.728201,lifework space KANPAI Hütte,可能,65席,https://coworking-search.jp/space/2040/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-1-15東信同和ビル9階,35.6930685,139.7045491,東信ビジネスセンター,可能,-,https://coworking-search.jp/space/1744/
千代田区,六番町,-,東京都千代田区六番町5-5飯田ビル,35.6866144,139.7336837,シェアオフィス六番町,可能,-,https://coworking-search.jp/space/1239/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-4-7イマス浜田ビル5階,35.6961546,139.6985182,知恵の場オフィス 別館,可能,10席,https://coworking-search.jp/space/1857/
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-3-3kddiビルアネックス1f,35.6877947,139.6952844,BIZcomfort 西新宿,可能,フリー席：51席,https://coworking-search.jp/space/2922/
新宿区,矢来町,-,東京都新宿区矢来町16,35.7019843,139.7307156,神楽坂クロススタジオ,可能,-,https://coworking-search.jp/space/1607/
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-32-10新宿消費生活センター分館併設,35.7108583,139.7037415,新宿区立高田馬場創業支援センター,可能,シェアオフィス（フリーアドレス）：10席　個室オフィス：2室,https://coworking-search.jp/space/1172/
千代田区,二番町,-,東京都千代田区二番町2-平田ビル1階,35.686922,139.7374763,社会起業家コワーキングスペース,可能,-,https://coworking-search.jp/space/1610/
千代田区,六番町,-,東京都千代田区六番町6-4lh番町スクエア4～6階（受付5階）,35.6885722,139.7338245,四ツ谷ビジネスラウンジ,可能,フリーアドレス席：20席,https://coworking-search.jp/space/1303/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-1-6,35.6885659,139.6997091,12 SHINJUKU,可能,16席,https://coworking-search.jp/space/1981/
新宿区,新宿３丁目,-,東京都新宿区新宿3-4-1東新宿ビル5階,35.690797,139.7055905,Suup 新宿三丁目 by 京王不動産,不可,7席,https://coworking-search.jp/space/2678/
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-26-12高田馬場ビル802号室,35.7129024,139.7054375,おとな自習室 高田馬場,不可,-,https://coworking-search.jp/space/1965/
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-13新宿アントレサロンビル2f,35.6906222,139.7079907,新宿アントレサロン,可能,フリーデスク：45席／個室：5部屋,https://coworking-search.jp/space/326/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-12-2,35.660247,139.7034628,"クロスオフィス渋谷
",可能,約70席,https://coworking-search.jp/space/2280/
渋谷区,南平台町,-,東京都渋谷区南平台町16-28daiwa渋谷スクエア渋谷6f,35.6548225,139.6950484,"リージャス 渋谷スクエアビジネスセンター
",可能,-,https://coworking-search.jp/space/46/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1渋谷ヒカリエ33f,35.6591239,139.7037298,"JustCo渋谷ヒカリエ
",可能,ホットデスク約40席（変動する場合がございます。）,https://coworking-search.jp/space/2530/
渋谷区,宇田川町,-,東京都渋谷区宇田川町3‐7ヒューリック渋谷公園通りビル,35.6625331,139.6989865,"la billage SHIBUYA ヒューリック渋谷公園通りビル
",可能,66席,https://coworking-search.jp/space/2268/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-1-3アミーホール3-4f,35.6614487,139.7073923,"THE HUB 青山WEST
",可能,39,https://coworking-search.jp/space/2860/
渋谷区,恵比寿南１丁目,-,"東京都渋谷区恵比寿南1-1-1ヒューマックス恵比寿ビル6f,7f,8f",35.6467505,139.7089682,"リージャス 恵比寿ビジネスセンター
",可能,-,https://coworking-search.jp/space/43/
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南3-1-1恵比寿グリーングラス6-9f,35.6458931,139.7066542,"コンパスオフィス 恵比寿グリーングラス
",可能,要相談,https://coworking-search.jp/space/2234/
渋谷区,神宮前６丁目,-,"東京都渋谷区神宮前6-28-9東武ビル3f,5f,6f",35.666904,139.7039593,"リージャス 原宿ビジネスセンター
",可能,-,https://coworking-search.jp/space/48/
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-20-6第21荒井ビル4f,35.6438916,139.7102448,"リージャス 恵比寿南ビジネスセンター
",可能,-,https://coworking-search.jp/space/44/
渋谷区,恵比寿西２丁目,-,"東京都渋谷区恵比寿西2-19-9フランセスビル1f,2f",35.649231,139.7049189,"リージャス 代官山ビジネスセンター
",可能,-,https://coworking-search.jp/space/47/
渋谷区,神南１丁目,-,東京都渋谷区神南1-23-14リージャス渋谷公園通りビル1f～6f,35.6602835,139.7010095,"リージャス 渋谷公園通りビジネスセンター
",可能,-,https://coworking-search.jp/space/2821/
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-8-18k-1ビル3f,35.6478781,139.7099456,"THE HUB SOLO 恵比寿
",可能,16,https://coworking-search.jp/space/2870/
渋谷区,道玄坂１丁目,-,"東京都渋谷区道玄坂1-12-1渋谷マークシティ16f,22f",35.6581085,139.6986263,"リージャス 渋谷マークシティビジネスセンター
",可能,-,https://coworking-search.jp/space/45/
渋谷区,代官山町,-,東京都渋谷区代官山町8-7daiwa代官山ビル1f～6f,35.6519479,139.7046549,"リージャス スクエア代官山ビジネスセンター
",可能,-,https://coworking-search.jp/space/2784/
渋谷区,幡ヶ谷１丁目,-,東京都渋谷区幡ヶ谷1-2-2京王幡ヶ谷ビル4階,35.6770185,139.6769712,"MID POINT幡ヶ谷
",可能,33,https://coworking-search.jp/space/2620/
渋谷区,広尾５丁目,-,"東京都渋谷区広尾5-4-12大成鋼機ビル4f,5f",35.6510714,139.7220554,"リージャス 広尾ビジネスセンター
",可能,-,https://coworking-search.jp/space/52/
渋谷区,桜丘町,-,東京都渋谷区桜丘町30-4渋谷アジアマンション202号室,35.6556044,139.6983768,「StartUp４４田寮」渋谷,可能,-,https://coworking-search.jp/space/1615/
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-1-11パシフィックスクエア代々木2f,35.6822604,139.6957442,Creators Mall 代々木,可能,-,https://coworking-search.jp/space/198/
渋谷区,松涛１丁目,-,東京都渋谷区松涛1-4-8east1f,35.662215,139.6952082,A.Y.L.Iお気に召すまま　シェアオフィス,可能,25席,https://coworking-search.jp/space/2896/
渋谷区,桜丘町,-,東京都渋谷区桜丘町12-10,35.6544257,139.7014682,ブロックチェーンに特化したコワーキングスペース『Neutrino』,不可,-,https://coworking-search.jp/space/1383/
渋谷区,神南１丁目,-,東京都渋谷区神南1-21-3渋谷モディ4f,35.6614887,139.7005798,Coin Space 渋谷モディ店,不可,41席,https://coworking-search.jp/space/1546/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-5-16渋谷3-スクエアビル2f,35.6580069,139.7068138,katanaオフィス渋谷,可能,［クラウドオフィス］13席,https://coworking-search.jp/space/1554/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-22-6幸和ビル10f,35.6584666,139.7038527,POINT EDGE ShibuyaBASE,不可,-,https://coworking-search.jp/space/1543/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-10-9原宿董友ビル4階,35.6673596,139.704879,サクラサク（女性専用）,可能,-,https://coworking-search.jp/space/1570/
渋谷区,代官山町,-,東京都渋谷区代官山町14-9ヴァイシャーリーb1f/1f/3f,35.6502039,139.7043801,いいオフィス 代官山 by N'sLounge,不可,約20席,https://coworking-search.jp/space/2073/
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-8-8リアルミホビル3f,35.6460099,139.7087986,SHARE BA UNION 恵比寿,可能,20席,https://coworking-search.jp/space/1619/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-22−7道玄坂ピア2f,35.656064,139.6954917,FabCafe MTRL 渋谷,不可,約50席,https://coworking-search.jp/space/1253/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-17-10原宿アールビル2f,35.6652691,139.7033118,モバフ原宿,可能,50席,https://coworking-search.jp/space/1573/
渋谷区,代官山町,-,東京都渋谷区代官山町9-10sodacco4-6f,35.6516532,139.7047059,クリエイター専用シェアオフィス『co-lab 代官山』,可能,デスク：9席,https://coworking-search.jp/space/1937/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-33-14神宮ハイツ1f-201,35.6680851,139.704141,TURN harajuku,不可,-,https://coworking-search.jp/space/902/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-17-1toc第2ビル3f,35.6614474,139.7030663,PORTAL 渋谷,可能,-,https://coworking-search.jp/space/1394/
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷3-28-8鳩森ビル303,35.67767,139.7083956,ジーエルベース・コワーキングスペース 千駄ヶ谷,可能,-,https://coworking-search.jp/space/1156/
渋谷区,渋谷３丁目,-,"東京都渋谷区渋谷3-2-4帝都青山第2ビル4f,5f",35.6572107,139.7074859,KEISEI×BIZcomfort 渋谷南,可能,19席,https://coworking-search.jp/space/2570/
渋谷区,神南１丁目,-,東京都渋谷区神南1-13-4idoビル,35.6631787,139.700451,Creative House,可能,-,https://coworking-search.jp/space/837/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-22-8名取ビル3～5階,35.658485,139.7035235,アットビジネスセンター渋谷東口駅前,不可,3席～　当日の会議室運営状況に応じて変更あり,https://coworking-search.jp/space/2222/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-6-1イースト渋谷ビル3f,35.6579032,139.7048238,NewWork 渋谷イースト3F,不可,39席,https://coworking-search.jp/space/2151/
渋谷区,宇田川町,-,東京都渋谷区宇田川町36-6ワールド宇田川ビル6f,35.6617877,139.6974793,Agora Tokyo コワーキング スペース,不可,-,https://coworking-search.jp/space/831/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-27-15坂上ビル7階,35.6559701,139.7045845,Lightning spot 渋谷,可能,-,https://coworking-search.jp/space/1395/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-26-28,35.6692078,139.7078878,ドロップイン原宿,可能,15席,https://coworking-search.jp/space/977/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-25-18,35.6718794,139.7083081,THE SHARE 神宮前,可能,［フリーデスク］8席　［固定デスク］14席,https://coworking-search.jp/space/1093/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-2-3帝都青山ビル5f,35.6572107,139.7074859,goodoffice 渋谷,不可,オープン席：26席,https://coworking-search.jp/space/2761/
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-20-2foundharajuku3階,35.6717279,139.7048515,W CAFE,不可,-,https://coworking-search.jp/space/1577/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-26-16第五叶ビル5f,35.6541654,139.7055971,co-ba 渋谷,可能,-,https://coworking-search.jp/space/2094/
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-5-1羽田ビル905号室,35.6872394,139.6974948,おとな自習室 新宿,不可,-,https://coworking-search.jp/space/1964/
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-28-7,35.6450778,139.7211975,ベンチャーシティ恵比寿,可能,24席,https://coworking-search.jp/space/401/
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷3-15-3,35.6764552,139.706973,マフィス北参道,可能,フリーデスク：20席　スモールオフィス：6室,https://coworking-search.jp/space/1344/
渋谷区,神南１丁目,-,東京都渋谷区神南1-20-13ザ・ミレニアルズ渋谷内,35.6621944,139.6997456,.andwork 渋谷,可能,-,https://coworking-search.jp/space/1342/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-24-7渋谷宮下パークビルb102,35.6605247,139.7019669,konochikara 渋谷店,不可,28席,https://coworking-search.jp/space/1617/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-5渋谷マークシティ4階クリエーションスクエアしぶや内,35.6578209,139.6974966,Coin Space 渋谷マークシティ店 by 渋谷区観光協会,不可,44席,https://coworking-search.jp/space/1333/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-2-17tranceworks青山ビル,35.6606935,139.7083854,トランスワークス青山,可能,-,https://coworking-search.jp/space/1542/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1渋谷ヒカリエ8階8⁄（ハチ）,35.6588387,139.7029809,Creative Lounge MOV,可能,-,https://coworking-search.jp/space/1850/
渋谷区,代官山町,-,東京都渋谷区代官山町20-23tenoha代官山,35.6481804,139.7027191,TENOHA 代官山,不可,12席,https://coworking-search.jp/space/1614/
渋谷区,東１丁目,-,東京都渋谷区東1-3-1,35.6575476,139.7081702,タマリバ,不可,-,https://coworking-search.jp/space/1777/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-6-1イースト渋谷ビル9f,35.6579032,139.7048238,NewWork 渋谷イースト9F,不可,39席,https://coworking-search.jp/space/564/
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-5-5,35.6586394,139.7087708,COHSA SHIBUYA,可能,フリーアドレス：12席　固定席：9席,https://coworking-search.jp/space/2017/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-17-2トップ美奄2f,35.6587521,139.6966616,KOBUSHI BEER LOUNGE & BAR,可能,16席,https://coworking-search.jp/space/2201/
港区,南麻布４丁目,-,東京都港区南麻布4-12-25南麻布セントレ2f,35.6471557,139.7242303,PLAZA M's 南麻布,可能,6席,https://coworking-search.jp/space/1159/
渋谷区,宇田川町,-,東京都渋谷区宇田川町3-1渋谷東武ホテル内地下1階,35.663161,139.6987557,勉強カフェ　渋谷スタジオ,不可,-,https://coworking-search.jp/space/1583/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-23-21渋谷キャスト1-2f,35.6624091,139.7028644,クリエイター専用シェアオフィス『co-lab 渋谷キャスト』,可能,デスク会員：5席,https://coworking-search.jp/space/1936/
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ケ谷4-23-5jpr千駄ケ谷ビル2f,35.6809892,139.7066269,AURORA GARDEN,不可,120席,https://coworking-search.jp/space/2141/
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-1-11パシフィックスクエア代々木4f,35.6822604,139.6957442,Business Mall 代々木,可能,-,https://coworking-search.jp/space/196/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3プリメーラ道玄坂1f,35.6572942,139.6977186,Printworks Studio Shibuya,不可,26席,https://coworking-search.jp/space/1783/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-5渋谷マークシティ,35.6581085,139.6986263,Coin Space 渋谷マークシティ2号店,不可,-,https://coworking-search.jp/space/1334/
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-43-11,35.6825344,139.6991247,BIZcomfort 代々木,可能,28席,https://coworking-search.jp/space/2203/
渋谷区,神南１丁目,-,"東京都渋谷区神南1-20-2第一清水ビル2階,3階",35.6619355,139.700161,co-ba 神南,可能,-,https://coworking-search.jp/space/2095/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-18-16,35.6700312,139.7089255,MARIA HOUSE,可能,12席,https://coworking-search.jp/space/1603/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-24-12渋谷スクランブルスクエア11f,35.6584638,139.7022621,SHARE LOUNGE,不可,カウンター席：44席　テーブル席：40席　ソファ席：33席,https://coworking-search.jp/space/2195/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-3-111-ビル5f,35.6582722,139.6996396,BasisPoint 渋谷店,不可,-,https://coworking-search.jp/space/2670/
渋谷区,神南１丁目,-,東京都渋谷区神南1-12-16和光ビル5f,35.6625835,139.7005883,RESONANCE POINT 渋谷,可能,-,https://coworking-search.jp/space/640/
渋谷区,神宮前１丁目,-,"東京都渋谷区神宮前1-5-8神宮前タワービルディング13階,14階",35.6706619,139.706727,エグゼクティブセンター 神宮前タワービル,可能,-,https://coworking-search.jp/space/1860/
中央区,銀座８丁目,-,東京都中央区銀座8-17-5thehub銀座oct(オクト),35.6665016,139.7642867,"THE HUB 銀座OCT
",可能,16,https://coworking-search.jp/space/2972/
中央区,京橋３丁目,日八京,東京都中央区京橋3-3-13平和ビル3号館3f,35.6756199,139.7681032,"THE HUB 有楽町 EAST
",可能,19,https://coworking-search.jp/space/2613/
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町2-8-1brickgate茅場町b1f,35.6793258,139.7790686,"BIZcomfort日本橋茅場町
",可能,33,https://coworking-search.jp/space/2544/
中央区,銀座３丁目,-,東京都中央区銀座3-4-1大倉別館5f,35.673235,139.7660466,"リージャス 銀座三丁目ビジネスセンター
",可能,-,https://coworking-search.jp/space/10/
中央区,銀座３丁目,-,東京都中央区銀座3-14-13第一厚生館ビル5f,35.669967,139.7692104,"THE HUB 東銀座
",可能,3,https://coworking-search.jp/space/2969/
中央区,新川１丁目,-,東京都中央区新川1-6-12aiビル茅場町2f,35.6771986,139.7811406,"THE HUB 茅場町
",可能,1,https://coworking-search.jp/space/2970/
中央区,日本橋兜町,-,東京都中央区日本橋兜町5-1兜町第1平和ビル3f,35.6822205,139.7783896,"リージャス 日本橋兜町ビジネスセンター
",可能,-,https://coworking-search.jp/space/13/
