指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2025/3/6取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：6,158件、2021年度：6,304件、2022年度：6,543件、2023年度：6,702件、2024年度：6,840件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
中央区,八重洲１丁目,日八京,東京都中央区八重洲1丁目4-20,35.68245,139.77071,医療法人社団昌晃会 千代田歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町一丁目6-5 ツカモトビル地下2F,35.68694,139.77712,友仁クリニック,"内科, 外科, 整形外科, 皮膚科, リハビリテーション科",-
中央区,月島１丁目,-,東京都中央区月島1丁目8-1 アイマークタワー201,35.66429,139.78334,アイマーク歯科,"歯科, 矯正歯科, 小児歯科",-
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4丁目2-10 坂田ビル3F,35.68983,139.77220,医療法人社団博英会 三宅歯科医院,歯科,-
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4丁目3-14 日本橋北村ビル4階,35.68941,139.77223,KNB DENTAL OFFICE(小延歯科),歯科,-
中央区,築地６丁目,-,東京都中央区築地6丁目4-9 大長ビル2F,35.66503,139.77251,三井歯科クリニック,"歯科, 小児歯科, 歯科口腔外科",-
中央区,銀座５丁目,-,東京都中央区銀座5丁目15-1 南海東京ビル8階,35.66827,139.76779,片山歯科医院,歯科,-
中央区,新川１丁目,-,東京都中央区新川1丁目8-8 アクロス新川ビル1階,35.67755,139.78318,医療法人正純会 ティーズデンタルオフィス茅場町,"歯科, 小児歯科, 歯科口腔外科",-
中央区,銀座５丁目,-,東京都中央区銀座5丁目14-16 銀座アビタシオン101,35.66874,139.76722,銀座ユーエス歯科,歯科,-
中央区,銀座５丁目,-,東京都中央区銀座五丁目8-20 銀座コアビル8F,35.67057,139.76489,医療法人メディア 銀座コア歯科・矯正クリニック,矯正歯科,-
中央区,銀座７丁目,-,東京都中央区銀座7丁目10-12 第二柳屋ビル6F,35.66829,139.76276,医療法人社団銀櫻会 銀座ドルチェ歯科,歯科,-
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3丁目7-3,35.68658,139.78153,小幡純歯科医院,歯科,-
中央区,晴海１丁目,-,東京都中央区晴海1丁目6-5 ビュープラザ晴海6号棟204,35.65894,139.78367,山田歯科診療所,"歯科, 歯科口腔外科",-
中央区,銀座１丁目,-,東京都中央区銀座一丁目20-11 1F,35.67244,139.77010,デンタルオフィスプリティスマイル,"歯科, 矯正歯科",-
中央区,日本橋久松町,-,東京都中央区日本橋久松町1-2 久松町区民会館3F,35.68881,139.78389,公益社団法人お江戸日本橋歯科医師会 東京都中央区日本橋休日応急歯科診療所,歯科,-
中央区,銀座７丁目,-,東京都中央区銀座7丁目4-13 銀座メディカルビルANNEX 1F,35.66980,139.76070,ブランパ銀座メディカルデンタルクリニック,"歯科, 歯科口腔外科",-
中央区,銀座３丁目,-,東京都中央区銀座3丁目7-12 王子不動産銀座ビル6階F,35.67148,139.76695,医療法人福涛会 銀座バイオレゾナンスデンタルクリニック,歯科,-
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町3丁目3-3 CMビル2階,35.68790,139.77356,桑幡歯科医院,歯科,-
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1丁目6-2 桂昇茅場町ビル2階,35.68127,139.77904,くどう歯科医院,"歯科, 歯科口腔外科",-
中央区,銀座４丁目,-,東京都中央区銀座4丁目3-9 クイーンズハウス6F,35.67206,139.76434,医療法人社団裕久会 銀座デンタルホワイト銀座院,歯科,-
中央区,銀座１丁目,-,東京都中央区銀座1丁目20-11 キヌヤ銀座ビル2F,35.67244,139.77010,岩永歯科医院,歯科,-
中央区,京橋１丁目,日八京,東京都中央区京橋1丁目6-14 YKビル3F,35.67757,139.77165,乕田弥和歯科,歯科,-
中央区,銀座１丁目,-,東京都中央区銀座1丁目13-8 ウエルビル5階,35.67330,139.76931,白岩歯科医院,歯科,-
中央区,銀座３丁目,-,東京都中央区銀座三丁目3-14 啓徳ビル5F,35.67294,139.76509,松山歯科,歯科,-
中央区,銀座１丁目,-,東京都中央区銀座1丁目6-14,35.67457,139.76740,河西歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1丁目34-13,35.68139,139.78511,塙歯科医院,歯科,-
中央区,東日本橋１丁目,-,東京都中央区東日本橋1丁目6-10 K・Kビル2F,35.69145,139.78651,脇田歯科,"歯科, 小児歯科",-
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1丁目6-12 周方社ビル1F,35.68513,139.77501,たべ歯科クリニック,歯科,-
中央区,築地２丁目,-,東京都中央区築地2丁目1-17 ミヤカワビル2階,35.67022,139.77297,ミヤカワビル歯科,歯科,-
中央区,銀座５丁目,-,東京都中央区銀座5丁目9-17 銀座あづまビル3F,35.67025,139.76517,Ginza 78 Clinic,美容外科,https://ginza78clinic.com/
中央区,銀座４丁目,-,東京都中央区銀座4丁目6-1 銀座三和ビル4階,35.67167,139.76612,銀座マイアミ美容外科 本院,美容外科,https://myami-clinic.jp/
中央区,銀座６丁目,-,東京都中央区銀座6-8-3 銀座尾張町TOWER6F・7F,35.67058,139.76341,医療法人社団美幸会 銀座みゆき通り美容外科,"形成外科, 美容外科, 皮膚科, 泌尿器科, 婦人科",http://www.biyou-clinic.jp/
中央区,銀座２丁目,-,東京都中央区銀座2-5-14 銀座マロニエビル7F,35.67358,139.76637,ノエル銀座クリニック,"美容外科, 皮膚科",http://www.noel-clinic.com/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-2-15 ザ・レジデンス東京駅前 2F,35.68049,139.77122,スマイルAGAクリニック 八重洲,"頭部皮膚科, 美容皮膚科",https://ams-smile.co.jp/
中央区,銀座１丁目,-,東京都中央区銀座1-4-6 紅雀(べにすずめ)ビル 3F,35.67482,139.76664,デンタルサロン・プレジール,歯科,https://ds-plaisir.com/
中央区,銀座３丁目,-,東京都中央区銀座3-3-13,35.67285,139.76498,銀座エルディアクリニック,"形成外科, 皮膚科, 歯科",https://eldear.ikueikai.or.jp/
中央区,銀座５丁目,-,東京都中央区銀座5-9-11 銀座ファゼンダ4階,35.66983,139.76503,ディオクリニック 銀座院,美容皮膚科,https://dioclinic.jp/
中央区,銀座３丁目,-,東京都中央区銀座3-9-19 吉澤ビル6F,35.67195,139.76799,医療法人社団聡実会 メディエス銀座クリニック,皮膚科,http://www.medieth.com/
中央区,銀座５丁目,-,東京都中央区銀座5丁目6-2 銀座七宝ビル7F,35.67137,139.76430,医療法人社団先仁会 あやめ眼科 銀座クリニック,眼科,https://www.ayame-ginza.jp/
中央区,銀座１丁目,-,東京都中央区銀座1丁目3-9 マルイト銀座ビル2F,35.67515,139.76620,湘南美容クリニック銀座院,"美容外科, 美容皮膚科",https://www.s-b-c.net/clinic/branch/ginza/
中央区,銀座１丁目,-,東京都中央区銀座1-7-6 タニザワビル8階,35.67440,139.76815,銀座メンタルクリニック,"精神科, 神経科, 心療内科",http://www.med-i.co.jp/ginza/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-5-6 KBYビル3F,35.67798,139.76876,東京MITクリニック,内科,http://www.mitgroup.tokyo/
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町4丁目15-10 古川ビル2・3F,35.69009,139.77684,古川内科クリニック,"内科, 胃腸科, 循環器科",http://www.navita.co.jp/s/11013179/
中央区,京橋１丁目,日八京,東京都中央区京橋1丁目7-1 戸田ビル地下2階,35.67831,139.77166,医療法人社団松寿会 新八重洲クリニック,"内科, 皮膚科, アレルギー科",http://shinyaesu-clinic.jimdo.com/
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1丁目6-1 真洋ビル9階,35.68510,139.77476,室町眼科クリニック,眼科,http://www.e-doctors-net.com/chuo/muromachiganka/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目2-5 毎日日本橋ビル1F,35.68046,139.77172,北村クリニック,美容外科,http://www.kitamura-clinic.com/
中央区,銀座３丁目,-,東京都中央区銀座三丁目7-2 オーク銀座ビル6F,35.67234,139.76746,Theoryクリニック,"形成外科, 美容外科, 美容皮膚科",http://www.theory-clinic.com/
中央区,銀座１丁目,-,東京都中央区銀座1丁目8-19 キラリトギンザ11F,35.67433,139.76857,銀座高須クリニック,"美容外科, 美容皮膚科",http://takasu-tokyo.com/
中央区,銀座６丁目,-,東京都中央区銀座6丁目7-7 第3岩月ビル2階201,35.67042,139.76242,レイクリニック,美容皮膚科,http://ray-c.jp/
中央区,銀座５丁目,-,東京都中央区銀座五丁目4-9 ニューギンザ5ビル10F,35.67135,139.76282,医療法人社団優成会 クロスクリニック銀座,"形成外科, 美容外科",https://www.cross-clinic.com/
中央区,銀座１丁目,-,東京都中央区銀座1丁目16-1 東貨ビル1階,35.67426,139.77051,医療法人社団 銀座CUVOクリニック,美容外科,http://www.cuvo.jp/
中央区,京橋２丁目,日八京,東京都中央区京橋二丁目6-15 MCA京橋ビル1F,35.67648,139.77096,関歯科医院,歯科,http://www.e-doctors-net.com/chuo-dental/seki/index.html
中央区,銀座２丁目,-,東京都中央区銀座2丁目4-18 ALBORE GINZA 3階(アルボーレ銀座),35.67427,139.76664,医療法人社団輝誠会 美・Passage銀座クリニック,"形成外科, 美容外科, 皮膚科, 泌尿器科",http://www.bi-wakaku.com/
中央区,銀座５丁目,-,東京都中央区銀座5丁目5-13 坂口ビル5F,35.67121,139.76348,医療法人社団祥葵会 あおいクリニック銀座,美容皮膚科,http://www.aoi-clinic.com/
中央区,銀座１丁目,-,東京都中央区銀座1丁目6-1 銀座クレッセントビル6F,35.67486,139.76782,ファーストビューティクリニック,美容外科,http://tokyo.fbc-web.com/
中央区,銀座７丁目,-,東京都中央区銀座7丁目10-5 THE ORB LUMINOUS 3F,35.66873,139.76322,アテナクリニック東京銀座院,美容外科,http://www.athenaclinic.net/
中央区,銀座５丁目,-,東京都中央区銀座5丁目9-1 KOTYビル5階,35.67056,139.76547,銀座コクリコ,"美容外科, 美容皮膚科",http://www.coquelicot.co.jp/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目15-7 藪伊豆総本店ビル,35.67899,139.77520,百済診療所,内科,http://www.kampochiryou.com/
中央区,銀座５丁目,-,東京都中央区銀座5丁目5-1 マツモトキヨシ銀座5THビル4階,35.67176,139.76390,医療法人社団友輝会 銀座エルクリニック,美容皮膚科,http://www.elcli.com/access/ginza/index.html
中央区,八丁堀１丁目,-,東京都中央区八丁堀1丁目7-7 長井ビル4F,35.67786,139.77657,医療法人社団森愛会 鶴見クリニック,内科,http://www.tsurumiclinic.com/index.html
中央区,銀座１丁目,-,東京都中央区銀座一丁目14-4 プレリー銀座ビル3F,35.67327,139.76994,池野皮膚科形成外科クリニック,皮膚科,http://www.ikeno-derma.com/
中央区,銀座７丁目,-,東京都中央区銀座7丁目13-2 ティアラグレイス銀座タワー6F,35.66814,139.76467,医療法人社団慶桜会 恵比寿ASクリニック,美容外科,http://www.as-clinic.com/
中央区,銀座５丁目,-,東京都中央区銀座5丁目13-19 デュープレックス銀座タワー4F,35.66921,139.76706,医療法人社団シンシア コスメディカルクリニックシンシア銀座院,"形成外科, 美容外科, 美容皮膚科",http://www.cosmedical.jp/index.html
中央区,築地１丁目,-,東京都中央区築地1丁目12-22 コンワビルB1F,35.66874,139.76988,ルーククリニック,内科,http://luke.jp/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町14-8,35.69139,139.78071,岩並歯科医院,歯科,http://yoi8.com/
中央区,銀座３丁目,-,東京都中央区銀座3丁目5-15 石川ビル3・4F,35.67258,139.76593,矯正歯科いしかわ,矯正歯科,http://www.ios-ginza.jp/
中央区,銀座５丁目,-,東京都中央区銀座5丁目5-13 坂口ビル4F,35.67121,139.76348,河野歯科医院,"歯科, 矯正歯科, 歯科口腔外科",http://www.kanja.jp/clinic/010527.html
中央区,八重洲１丁目,日八京,東京都中央区八重洲1丁目9-13 八重洲ヤヨイビル9F,35.68042,139.76971,医療法人社団 A歯科タニグチ会,歯科,http://www.a-shika.com/
中央区,銀座７丁目,-,東京都中央区銀座七丁目6-2 石井ビル2F,35.66991,139.76220,銀座7丁目デンタルオフィス,歯科,http://www.ginza7-dc.com/
中央区,銀座２丁目,-,東京都中央区銀座2丁目2-17 龍保険ビル5F,35.67463,139.76562,はりま歯科,歯科,http://www.harima-shika.com/
中央区,銀座２丁目,-,東京都中央区銀座2-2-2 ヒューリック西銀座ビル4F,35.67475,139.76593,シロノクリニック銀座,皮膚科,-
中央区,銀座５丁目,-,東京都中央区銀座5丁目10-6 御幸ビル3F,35.66963,139.76533,ペレス・銀座クリニック,"神経内科, 脳神経外科, 内科, 心療内科, 整形外科",-
中央区,銀座４丁目,-,東京都中央区銀座4丁目3-9 クイーンズハウス8階,35.67206,139.76434,東京銀座クリニック,皮膚科,-
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町2-8-10 碧山ビル4F,35.67928,139.77897,TLC日本橋クリニック,美容皮膚科,-
中央区,銀座５丁目,-,東京都中央区銀座5丁目5-18 銀座藤小西ビル8階,35.67163,139.76370,人生100年時代クリニック,"内科, 循環器内科",-
中央区,銀座４丁目,-,東京都中央区銀座4丁目2-17 銀座川レジャービル12F,35.67292,139.76408,LETICIA CLINIC,皮膚科,-
中央区,京橋１丁目,日八京,東京都中央区京橋1-1-9 千疋屋ビル8階,35.67906,139.77115,医療法人社団壮葉会 八重洲歯科クリニック,歯科,-
中央区,月島４丁目,-,東京都中央区月島4丁目5-12 ベルハイツ,35.66065,139.78300,医療法人社団志鈴会 鈴木クリニック,"内科, 外科, 消化器科, 胃腸科, 小児科, 整形外科, 皮膚科",-
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目5-3 小森ビル3階,35.67643,139.77054,鈴木医院,"皮膚科, 泌尿器科",-
中央区,京橋２丁目,日八京,東京都中央区京橋2-11-11 宝永ビル2F,35.67633,139.77171,原眼科,眼科,-
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-2-1 ダイヤ八重洲口ビル4F,35.67941,139.76893,医療法人社団 山島歯科診療所,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
中央区,銀座３丁目,-,東京都中央区銀座3-10-15 東銀2ビル 6階,35.67116,139.76790,隅田幸男クリニック,"外科, 肛門科, 皮膚科, 循環器科",-
中央区,銀座１丁目,-,東京都中央区銀座一丁目9-13 プライム銀座柳通りビル8階,35.67366,139.76841,銀座あゆみクリニック,"形成外科, 美容外科, 婦人科",-
中央区,銀座１丁目,-,東京都中央区銀座1丁目5-13 ZXGINZAビル 4F,35.67481,139.76699,PRO CLINIC,"形成外科, 美容外科, 美容皮膚科",-
中央区,銀座２丁目,-,東京都中央区銀座2丁目4-19 浅野第3ビル 5F,35.67436,139.76656,リラ・クラニオフェイシャル・クリニック,美容外科,-
中央区,銀座８丁目,-,東京都中央区銀座8丁目8-8 銀座888ビル 12F,35.66816,139.76125,銀座リシェスクリニック,美容皮膚科,-
中央区,銀座２丁目,-,東京都中央区銀座2丁目6-9 GINZA269ビル 6階,35.67336,139.76680,クリニックビューティー銀座院,美容外科,-
中央区,銀座４丁目,-,東京都中央区銀座4丁目1 NISHIGINZA B1階,35.67302,139.76345,CLINIC EMMA the ginza,"美容外科, 美容皮膚科",-
中央区,銀座２丁目,-,東京都中央区銀座二丁目4-18 アルボーレ銀座3階,35.67427,139.76664,N Beauty Clinic GINZA,"美容外科, 美容皮膚科",-
中央区,銀座５丁目,-,東京都中央区銀座五丁目9-15 銀座清月堂ビル5F,35.67008,139.76496,幹細胞クリニック東京,皮膚科,-
中央区,銀座３丁目,-,東京都中央区銀座3丁目7-2 オーク銀座4F,35.67234,139.76746,アートメイクギャラリー銀座院,美容皮膚科,-
中央区,銀座１丁目,-,東京都中央区銀座一丁目9-13 プライム銀座柳通りビル9F,35.67366,139.76841,Bioregen Clinic,美容皮膚科,-
中央区,銀座５丁目,-,東京都中央区銀座5丁目1-15 第一御幸ビル4階,35.67217,139.76081,医療法人社団S&T医会 銀座すみれの花クリニック,"形成外科, 美容外科, 美容皮膚科",-
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目2-5 日本橋アルガビル 2階,35.68207,139.77266,リアルクリニック,美容皮膚科,-
中央区,銀座７丁目,-,東京都中央区銀座7丁目8-8 ISGビル5階,35.66889,139.76226,GINZA GLOBAL CLINIC,"内科, 皮膚科, 美容皮膚科",-
中央区,銀座１丁目,-,東京都中央区銀座一丁目9-13 プライム銀座柳通りビル8階,35.67366,139.76841,SUEクリニック銀座,"形成外科, 美容外科, 皮膚科, 美容皮膚科",-
中央区,銀座６丁目,-,東京都中央区銀座6丁目5-13 7F,35.67084,139.76180,銀座YRクリニック,美容皮膚科,-
中央区,銀座５丁目,-,東京都中央区銀座5丁目5-12 HULIC&NEW GINZA MIYUKI5 4階,35.67109,139.76318,さやかスローヴァクリニック,"美容外科, 美容皮膚科",-
中央区,銀座４丁目,-,東京都中央区銀座4丁目9-5 銀昭ビル1階,35.67063,139.76706,銀座歯周病デンタルクリニック,"歯科, 歯科口腔外科",-
中央区,銀座１丁目,-,東京都中央区銀座1丁目19-12 八木ビル5階B,35.67320,139.77072,GI病理診断科クリニック,病理診断科,-
中央区,銀座７丁目,-,東京都中央区銀座7丁目9-11 モンブラン銀座ビル7階,35.66848,139.76247,共立美容外科 銀座院,"美容外科, 美容皮膚科",-
中央区,銀座７丁目,-,東京都中央区銀座7丁目3-7 ブランエスパ銀座ビル5F,35.67023,139.76062,マックスファクス銀座,"形成外科, 美容外科, 歯科口腔外科, 美容皮膚科",-
中央区,東日本橋３丁目,-,東京都中央区東日本橋3丁目6-12 東日パークビル2階,35.69077,139.78399,さざんか美容クリニック,美容皮膚科,-
中央区,銀座７丁目,-,東京都中央区銀座7丁目6-2 銀座石井ビル 5階,35.66991,139.76220,医療法人さくら会 銀座NANAクリニック,"内科, 美容皮膚科",-
中央区,銀座８丁目,-,東京都中央区銀座八丁目6-25 河北新報ビル7F,35.66920,139.76111,DR.YOKO BEAUTY TERRACE CLINIC,美容皮膚科,-
中央区,銀座１丁目,-,東京都中央区銀座1丁目8-17 伊勢伊ビル6階,35.67408,139.76833,医療法人美彩会 ラ・グラン銀座医院,"形成外科, 美容外科, 美容皮膚科",-
中央区,銀座８丁目,-,東京都中央区銀座8丁目9-1 銀座中央通りMMビル3F,35.66826,139.76222,TOKYOひまわりクリニック,内科,-
中央区,新川１丁目,-,東京都中央区新川1丁目22-13 新川 I&Lビル2階,35.67750,139.78493,下町訪問クリニック,内科,-
中央区,銀座７丁目,-,東京都中央区銀座7丁目8-13 ブラウンプレイス6階,35.66892,139.76195,MINIMUM SKIN CLINIC GINZA,美容皮膚科,-
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1丁目10-4 4F,35.68357,139.78147,瀬田脳神経内科,脳神経内科,-
中央区,銀座８丁目,-,東京都中央区銀座8丁目9-15 JEWEL BOX GINZA4F,35.66794,139.76193,ルシアクリニック銀座院,"美容外科, 美容皮膚科",-
中央区,銀座５丁目,-,東京都中央区銀座5丁目13-19 デュープレックス銀座タワー6F,35.66921,139.76706,医療法人社団優聖会 東京素肌クリニック 銀座本院,"皮膚科, 歯科, 美容皮膚科",-
中央区,銀座４丁目,-,東京都中央区銀座4丁目8-4 三原BLDG.3F,35.67100,139.76696,クリスティーナクリニック銀座,美容皮膚科,-
中央区,銀座３丁目,-,東京都中央区銀座3丁目9-19 吉澤ビル4階,35.67195,139.76799,医療法人社団美咲会 JUN CLINIC 銀座,"形成外科, 美容外科, 美容皮膚科",-
中央区,銀座１丁目,-,東京都中央区銀座1丁目4-5 GINZA URBAN21 BLDG 7F,35.67499,139.76681,Ludiraクリニック,"内科, アレルギー科, 皮膚科, 泌尿器科, 漢方内科, 女性内科, 美容皮膚科",-
中央区,銀座２丁目,-,東京都中央区銀座2丁目11-8 ラウンドクロス銀座2丁目ビル8階,35.67213,139.76898,一般社団法人輝禮舎 URARAクリニック銀座院,内科,-
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目3-5 日本橋NSビル5F,35.68013,139.77154,AGAメディカルケアクリニック 東京八重洲院,皮膚科,-
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2丁目22-2 幸進ビル2F,35.68622,139.78423,人形町内科クリニック,内科,-
中央区,八丁堀３丁目,-,東京都中央区八丁堀3丁目1-5 アルカディア八丁堀ビル3階,35.67604,139.77409,医療法人社団明皓会 高橋矯正歯科診療所,矯正歯科,-
中央区,築地１丁目,-,東京都中央区築地1丁目9-9 細川築地ビル5F,35.66899,139.77126,医療法人社団高恵会 築地クリニックコスモス,放射線治療科,-
中央区,日本橋１丁目,日八京,東京都中央区日本橋1丁目2-8 ニホンバシビル2F,35.68211,139.77258,とまる歯科クリニック,"歯科, 矯正歯科, 小児歯科",-
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1丁目30-6 ELMビル1F,35.68295,139.78417,エルム歯科医院,"歯科, 小児歯科",-
中央区,銀座５丁目,-,東京都中央区銀座5丁目1-16 西銀座ビル6F,35.67214,139.76068,西銀座ビル歯科,歯科,-
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目11-4 カクトビル宝町1F,35.67624,139.77205,丸山歯科,歯科,-
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2丁目19-6,35.68538,139.78499,医療法人社団聖隆会 永江歯科医院,歯科,-
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1丁目4-7,35.68644,139.77624,関塚歯科医院,"歯科, 歯科口腔外科",-
中央区,月島４丁目,-,東京都中央区月島4丁目11-11,35.66108,139.78153,鶴岡歯科医院,歯科,-
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目15-3 和孝江戸橋ビル3F,35.68137,139.77602,佐藤歯科医院,"歯科, 歯科口腔外科",-
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1丁目7-2 八木長ビル3階,35.68490,139.77482,新室町歯科医院,歯科,-
中央区,勝どき２丁目,-,東京都中央区勝どき2丁目1-13 浜中クリニックビル2F,35.65971,139.77909,浜中歯科医院,歯科,-
中央区,銀座８丁目,-,東京都中央区銀座8丁目10-2 ルアンビル9階,35.66804,139.76271,医療法人誠仁会 Henri Clinic 銀座院,美容皮膚科,-
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目6-2 日本橋フロントB1,35.67963,139.77252,DMTC美容皮膚科 日本橋院,美容皮膚科,-
中央区,新川１丁目,-,東京都中央区新川1丁目22-13 新川I&Lビル2階,35.67750,139.78493,いくま歯科医院,歯科,-
中央区,銀座４丁目,-,東京都中央区銀座4丁目11-7 第二上原ビル5階,35.66982,139.76875,然・クリニック,"内科, 心療内科, 精神科",-
中央区,銀座６丁目,-,東京都中央区銀座6丁目13-9 GIRAC GINZA 3F,35.66864,139.76463,銀座ゼロクリニック,"美容外科, 美容皮膚科",-
中央区,銀座１丁目,-,東京都中央区銀座1丁目9-12 西山興業東銀座ビル6F,35.67174,139.76785,銀座一丁目クリニック,内科,-
中央区,銀座６丁目,-,東京都中央区銀座6丁目9-8 銀座UKビル4階,35.66986,139.76328,スワンクリニック銀座,"美容外科, 婦人科, 美容皮膚科",-
中央区,銀座２丁目,-,東京都中央区銀座2丁目6-12 大倉本館5F,35.67328,139.76669,ヴェリテクリニック銀座院,美容外科,-
中央区,築地７丁目,-,東京都中央区築地7丁目12-12,35.66550,139.77470,小澤歯科医院,"歯科, 小児歯科",-
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町二丁目54-1 ブリリアンス日本橋浜町4番館102号,35.68662,139.78977,日本橋清洲クリニック,内科,-
中央区,銀座４丁目,-,東京都中央区銀座4丁目2-12 銀座クリスタルビル5F,35.67253,139.76370,医療法人社団輝咲会 スキンリファインクリニック銀座,"美容外科, 美容皮膚科",-
中央区,銀座５丁目,-,東京都中央区銀座五丁目5-1 ニュウ銀座千疋屋ビル9F,35.67175,139.76391,なおえビューティークリニック,"美容外科, 婦人科",-
中央区,銀座２丁目,-,東京都中央区銀座2丁目4-18 ALBORE GINZA 9階,35.67427,139.76664,R ビューティークリニック銀座,"形成外科, 美容外科, 美容皮膚科",-
中央区,銀座３丁目,-,東京都中央区銀座3丁目11-16 VORT銀座イースト6階,35.67079,139.76855,顔たるみ銀座美容クリニック,美容外科,-
中央区,銀座３丁目,-,東京都中央区銀座3丁目3-13 阪急阪神銀座ビル7階,35.67286,139.76499,医療法人社団光美会 ルーチェクリニック銀座院,"形成外科, 美容外科, 美容皮膚科",-
中央区,銀座４丁目,-,東京都中央区銀座4丁目3-6 G4 BRICKS BLD. 5F,35.67224,139.76461,医療法人社団光美会 メンズスキンクリニック銀座院,"形成外科, 美容外科, 美容皮膚科",-
中央区,銀座８丁目,-,東京都中央区銀座8丁目8-1 第7セントラルビル8F,35.66865,139.76175,銀座予防医療クリニック,内科,-
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目9-12,35.67705,139.77219,村岡歯科医院,歯科,-
中央区,新川１丁目,-,東京都中央区新川1丁目23-5,35.67664,139.78474,クリニカE.T EAST,血管外科,-
中央区,銀座４丁目,-,東京都中央区銀座4丁目14-19 6階,35.66949,139.76921,エフェメールホームクリニック,"内科, 精神科, リハビリテーション科",-
中央区,勝どき３丁目,-,東京都中央区勝どき3丁目6-6,35.65818,139.77553,星合勝どきクリニック,"内科, 産婦人科",-
中央区,銀座２丁目,-,東京都中央区銀座二丁目2-17 有楽橋ビル5階,35.67456,139.76558,銀座お肌の診療所,"形成外科, 皮膚科, 美容皮膚科",-
中央区,銀座５丁目,-,東京都中央区銀座5丁目5-7 ニューギンザビル6号館6F,35.67131,139.76357,医療法人社団富家会 銀座レーザークリニック,皮膚科,-
中央区,築地７丁目,-,東京都中央区築地7丁目6-1 報道事業健保会館6階,35.66580,139.77393,一般社団法人衛生文化協会 城西病院附属 報道健保築地健診プラザ,内科,-
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2丁目17-4,35.68541,139.78553,森田整形外科医院,整形外科,-
中央区,銀座２丁目,-,東京都中央区銀座二丁目5-4 ファサード銀座4F,35.67394,139.76707,水の森美容外科 東京銀座院,美容外科,-
中央区,銀座６丁目,-,東京都中央区銀座6丁目3-18 LA・LA・GRANDE GINZA 6F&5F,35.67179,139.76124,医療法人一山十会 BON BON CLINIC,"形成外科, 美容外科, 美容皮膚科",-
中央区,日本橋１丁目,日八京,東京都中央区日本橋一丁目2-8 ニホンバシビル4F,35.68211,139.77258,後藤眼科,眼科,-
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3丁目5-2 ルート人形町ビル2F,35.68660,139.78044,千本桜高原クリニック,内科,-
中央区,銀座６丁目,-,東京都中央区銀座六丁目12-12 サクラマークス銀座612 5階・6階,35.66894,139.76429,ルサンククリニック,"皮膚科, 美容皮膚科",-
中央区,月島３丁目,-,東京都中央区月島三丁目13-4 善利ビル3F,35.66210,139.78113,善利眼科医院,眼科,-
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目8-16,35.67719,139.77117,医療法人扶桑会 中田診療所,内科,-
中央区,銀座８丁目,-,東京都中央区銀座八丁目11-3 銀座露木ビル7F、8F,35.66765,139.76280,医療法人聖美会 ジョウクリニック銀座院,美容外科,-
中央区,銀座３丁目,-,東京都中央区銀座3丁目9-6 VORT銀座MAXIM8F,35.67158,139.76791,銀座大塚美容クリニック,"形成外科, 美容外科, 美容皮膚科",-
