指標名,シェアサイクルポート,,,,,,,
出典,東京自転車シェアリング ポートマップ,,,,,,,
年次,2023/2/10取得,,,,,,,
URL,https://www.google.com/maps/d/viewer?mid=1L2l1EnQJhCNlm_Xxkp9RTjIj68Q,,,,,,,
備考,2020年度：645件、2021年度：679件、2022年度：728件,,,,,,,
,,,,,,,,
区,町丁,エリア,住所,ポート名,緯度,経度,休止・再開・閉鎖情報,営業時間・備考
新宿区,上落合三丁目,-,東京都新宿区上落合3-25-6,D7-08.上落合3丁目 / Kamiochiai 3-Chome,35.711215,139.68217,-,営業時間 24時間 / Open for 24 hours
新宿区,上落合二丁目,-,東京都新宿区上落合2-3-6,D7-10.染の里 おちあい / some no sato OCHIAI,35.715257,139.689585,-,営業時間 24時間 / Open for 24 hours
新宿区,下落合二丁目,-,東京都新宿区下落合2-1-1,D7-11.新宿清掃事務所 / Shinjuku waste Collection Office,35.716676,139.704545,-,営業時間 24時間 / Open for 24 hour
新宿区,下落合一丁目,-,東京都新宿区下落合1-5-9,D7-12.プラウド高田馬場 / PROUD TAKADANOBABA,35.715829,139.701154,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲三丁目,-,東京都江東区豊洲3-1,H1-01.豊洲IHIビル前（晴海通り） /?Toyosu IHI Building,35.659454,139.793204,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲五丁目,-,東京都江東区豊洲5-5,H1-02.豊洲駅 /?Toyosu Station,35.653405,139.796398,-,営業時間 24時間 / Open for 24 hours
江東区,東雲二丁目,-,東京都江東区東雲2-8,H1-03.東雲駅 /?Shinonome Station,35.640668,139.804164,-,営業時間 24時間 / Open for 24 hours
江東区,有明三丁目,-,東京都江東区有明3-7,H1-04.石と光の広場（国際展示場駅） / Ishito Hikarino Hiroba (Kokusai-tenjijo Station),35.633044,139.791546,-,営業時間 24時間 / Open for 24 hours
江東区,有明三丁目,-,東京都江東区有明3-6,H1-05.相鉄グランドフレッサ 東京ベイ有明 / SOTETSU GRAND FRESA TOKYO-BAY ARIAKE,35.631438,139.790094,-,営業時間 24時間 / Open for 24 hours
江東区,有明三丁目,-,東京都江東区有明3-3,H1-06.武蔵野大学 /?Musashino University,35.630932,139.786483,-,営業時間 24時間 / Open for 24 hours
江東区,青海一丁目,-,東京都江東区青海1-3,H1-07.青海駅 /?Aomi Station,35.624922,139.781323,-,営業時間 24時間 / Open for 24 hours
江東区,青海一丁目,-,東京都江東区青海1-2,H1-08.東京テレポート駅 /?Tokyo Teleport Station,35.627252,139.778937,-,営業時間 24時間 / Open for 24 hours
江東区,青海一丁目,-,東京都江東区青海1-1,H1-10.出会い橋 /?Deaibashi Bridge,35.623441,139.774954,-,営業時間 24時間 / Open for 24 hours
江東区,青海二丁目,-,東京都江東区青海2-4,H1-11.テレコムセンター駅 /?Telecom Center Station,35.618292,139.778618,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲二丁目,-,東京都江東区豊洲2-4,H1-13.アーバンドックららぽーと豊洲 /?Urban Dock LaLaport TOYOSU,35.656685,139.791909,-,営業時間 24時間 / Open for 24 hours
江東区,潮見二丁目,-,東京都江東区潮見2-8-8,H1-14.ホテルリブマックス東京潮見駅前 / HOTEL LiVEMAX TOKYO-SHIOMI-EKIMAE,35.658361,139.818346,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲三丁目,-,東京都江東区豊洲3-5,H1-16.豊洲三丁目公園 /?Toyosu 3-Chome Park,35.658418,139.796137,-,営業時間 24時間 / Open for 24 hours
江東区,東雲一丁目,-,東京都江東区東雲1-9-14,H1-17.東雲水辺公園 /?Shinonome Mizube Park,35.646695,139.804397,-,営業時間 24時間 / Open for 24 hours
江東区,有明三丁目,-,東京都江東区有明3-11,H1-18.東京ビッグサイト /?Tokyo Bigsight,35.630855,139.794046,-,営業時間 / Open 8:00-20:00
江東区,豊洲四丁目,-,東京都江東区豊洲4-10,H1-19.UR豊洲四丁目団地 /?UR Toyosu 4-Chome Danchi,35.653755,139.802425,-,営業時間 24時間 / Open for 24 hours
江東区,青海二丁目,-,東京都江東区青海2-3-6,H1-20.日本科学未来館 / National Museum of Emerging Science and Innovation,35.619184,139.776551,-,営業時間 24時間 / Open for 24 hours
江東区,東雲一丁目,-,東京都江東区東雲1-9-14,H1-21.東雲キャナルコートCODAN / Shinonome Canal Court CODAN,35.646695,139.804397,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲六丁目,-,東京都江東区豊洲6-6,H1-22.豊洲市場（7街区）/ Toyosu market block 7,35.640462,139.78143,-,営業時間 24時間 / Open for 24 hours
江東区,東雲一丁目,-,東京都江東区東雲1-7-12,H1-23.KDX豊洲グランスクエア /?KDX Toyosu Grand Square,35.647859,139.79847,-,営業時間 24時間 / Open for 24 hours
江東区,青海二丁目,-,東京都江東区青海2-3-1,H1-26.青海客船ターミナル /?Aomi Passenger Ship Terminal,35.619214,139.775271,-,営業時間 24時間 / Open for 24 hours
江東区,青海一丁目,-,東京都江東区青海1-5-4,H1-27.パレットタウン乗船場 /?Palette Town Water Bus Terminal,35.624719,139.781895,-,営業時間 24時間 / Open for 24 hours
江東区,有明三丁目,-,東京都江東区有明3-12-13,H1-28.有明客船ターミナル /?Ariake Passenger Ship Terminal,35.629611,139.792491,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲五丁目,-,東京都江東区豊洲6-10-8,H1-29.スカイズタワー&ガーデン /?SKYZ TOWER&GARDEN,35.649711,139.79852,-,営業時間 24時間 / Open for 24 hours
江東区,東陽四丁目,-,東京都江東区東陽4-11-28,H1-30.江東区役所（北側） /?Koto City Office(North Side),35.672773,139.817271,-,営業時間 24時間 / Open for 24 hours
江東区,東陽四丁目,-,東京都江東区東陽4-11-28,H1-31.江東区役所（南側） /?Koto City Office(South Side),35.672773,139.817271,-,営業時間 24時間 / Open for 24 hours
江東区,塩浜二丁目,-,東京都江東区塩浜2-25-1,H1-32.区営塩浜住宅前 /?Shiohama Juutaku,35.664665,139.814396,-,営業時間 24時間 / Open for 24 hours
江東区,木場一丁目,-,東京都江東区木場1-5,H1-33.深川ギャザリア（ウエストスクエア） /?FUKAGAWA GATHARIA(West Square),35.667407,139.804069,-,営業時間 24時間 / Open for 24 hours
江東区,門前仲町二丁目,-,東京都江東区門前仲町2-10-4先,H1-34.門前仲町駅(首都高高架、駐輪場内２階） /?Monzen-nakacho Station,35.6734,139.796118,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲五丁目,-,東京都江東区豊洲5-6-36,H1-35.ヒューリック豊洲プライムスクエア /?Hulic Toyosu Prime Square,35.652218,139.798084,-,営業時間 24時間 / Open for 24 hours
江東区,木場六丁目,-,東京都江東区木場6-2-6,H1-36.フジゴルフセンター / Fujigolf Center,35.666076,139.80713,-,営業時間 24時間 / Open for 24 hours
江東区,東雲二丁目,-,東京都江東区東雲2-15,H1-37.東雲駅（東京湾岸道路）/ Shinonome Sta.(Wangan Road),35.639226,139.800548,-,営業時間 24時間 / Open for 24 hours
江東区,辰巳一丁目,-,東京都江東区辰巳1-1-40 辰巳駅西口自転車駐車場内3階,H1-38.辰巳駅西口自転車駐車場（駐輪場内３階） / Tatsumi station western exit bicycle garage,35.646848,139.808886,-,営業時間 24時間 / Open for 24 hours
江東区,辰巳一丁目,-,東京都江東区辰巳1-12,H1-39.辰巳駅東口自転車駐車場 / Tatsumi station east entrance bicycle garaje,35.64489,139.810875,-,営業時間 24時間 / Open for 24 hours
江東区,門前仲町一丁目,-,東京都江東区門前仲町1-19-15,H1-40.深川東京モダン館 / Fukagawa Tokyo Modan Kan,35.674095,139.794912,-,営業時間 24時間 / Open for 24 hours
江東区,平野三丁目,-,東京都江東区平野3-2-30,H1-41.深川北スポーツセンター / Fukagawa North Sports Center,35.677125,139.804598,-,営業時間 / Open 8:30-20:00休館日 / Closing day毎月第2･4月曜日(祝･休日の場合は翌日)年末年始(12月29日~1月3日)This port can not be used on the 2nd and 4th Mondays. We will close from December 29 to January 3.
江東区,北砂一丁目,-,東京都江東区北砂1-2-9,H1-42.江東区スポーツ会館 / Koto-ku Sports Hall,35.684474,139.821382,-,営業時間 24時間 / Open for 24 hours
江東区,東陽六丁目,-,東京都江東区東陽6-3-2,H1-43.東京イースト21 / Tokyo East 21,35.674373,139.815557,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲六丁目,-,東京都江東区豊洲6-2-15,H1-44.テプコ豊洲ビル / TEPCO TOYOSU Bldg.,35.648061,139.790426,-,営業時間 24時間 / Open for 24 hours
江東区,夢の島一丁目,-,東京都江東区夢の島1-1-2,H1-45.夢の島競技場 / Yumenoshima Stadium,35.64749,139.822643,-,営業時間 24時間 / Open for 24 hours
江東区,枝川二丁目,-,東京都江東区枝川2-2-8,H1-46.セブン-イレブン 江東枝川2丁目店 / Seven-Eleven Koto Edagawa 2-Chome store,35.659177,139.807264,-,営業時間 24時間 / Open for 24 hours
江東区,南砂六丁目,-,東京都江東区南砂6-7-15,H1-47.トピレックプラザ / TOPYREC PLAZA,35.67179,139.835519,-,営業時間 24時間 / Open for 24 hours
江東区,潮見二丁目,-,東京都江東区潮見2-3-10,H1-48.セブン-イレブン 江東潮見２丁目店 / Seven-Eleven Koto Shiomi 2-Chome store,35.657355,139.816177,-,営業時間 24時間 / Open for 24 hours
江東区,新砂三丁目,-,東京都江東区新砂3-3-53,H1-49.セブン-イレブン 江東新砂3丁目店 / Seven-Eleven Koto Shinsuna 3-Chome store,35.667988,139.831458,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲二丁目,-,東京都江東区豊洲2-2,H1-50.豊洲交通広場北?/ Toyosu Transportation Square  North,35.654196,139.794926,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲二丁目,-,東京都江東区豊洲2-2,H1-51.豊洲交通広場東?/ Toyosu Transportation Square  East,35.654196,139.794926,-,営業時間 24時間 / Open for 24 hours
江東区,辰巳一丁目,-,東京都江東区辰巳1-1-44,H1-52.辰巳駅 / Tatsumi station,35.64589,139.8089,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲二丁目,-,東京都江東区豊洲2-2-18,H1-53.豊洲シビックセンター / Toyosu civic center,35.65423,139.795254,-,営業時間 24時間 / Open for 24 hours
江東区,北砂五丁目,-,東京都江東区北砂5-1-7,H1-54.砂町文化センター? / Sunamachi Culture Center,35.680414,139.832036,-,営業時間 / Open 9:00-22:00※毎月第1･3月曜日(但し､祝日の場合を除く)及び12/29~1/3はご利用できません｡This port can not be used on the first and third Mondays and we will close from December 29 to January 3.
江東区,白河一丁目,-,東京都江東区白河1-3-28,H1-55.深川江戸資料館 /?Fukagawa Edo Museum,35.681091,139.800553,-,営業時間 / Open 8:30~20:00※12/29~1/3はご利用できません｡We will close from December 29 to January 3.
江東区,南砂三丁目,-,東京都江東区南砂3-8,H1-56.南砂三丁目緑地公園西 / Minamisuna 3-Chome Park West,35.671387,139.829881,-,営業時間 24時間 / Open for 24 hours
江東区,新木場一丁目,-,東京都江東区新木場1-5,H1-57.新木場駅 / Shinkiba Station,35.644951,139.826623,-,営業時間 24時間 / Open for 24 hours
江東区,潮見二丁目,-,東京都江東区潮見2-7,H1-58.潮見駅 / Shiomi Station,35.658044,139.817724,-,営業時間 24時間 / Open for 24 hours
江東区,清澄一丁目,-,東京都江東区清澄1-1-7,H1-59.LYURO 東京清澄 / LYURO Tokyo Kiyosumi,35.681171,139.792032,-,営業時間 24時間 / Open for 24 hours
江東区,東砂三丁目,-,東京都江東区東砂3-28先,H1-60.荒川・砂町庭球場西 / Arakawa Sunamachi tennis court West,35.679775,139.844615,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲六丁目,-,東京都江東区豊洲6-4-2,H1-61.Brillia ランニングスタジアム マギーズ東京前 / Brillia Running Stadium Maggie's Tokyo Front,35.648761,139.786927,-,営業時間 24時間 / Open for 24 hours
江東区,扇橋一丁目,-,東京都江東区扇橋1-21-26,H1-62.扇橋一丁目公園南 / Ogibashi 1-Chome Park South,35.683824,139.812314,-,営業時間 24時間 / Open for 24 hours
江東区,潮見一丁目,-,東京都江東区潮見1-3-2,H1-63.東京スイソミル / Tokyo Suisomiru,35.656416,139.811377,休止中（2023年2月時点）,営業時間 24時間 / Open for 24 hours
江東区,東雲二丁目,-,東京都江東区東雲2-10-1,H1-64.ローソン東雲駅前店 / LAWSON Shinonome Station-Mae shop,35.640151,139.804278,-,営業時間 24時間 / Open for 24 hours
江東区,南砂二丁目,-,東京都江東区南砂2-38-3,H1-65.ローソン南砂日曹橋店 / LAWSON Minamisuna Nissobashi shop,35.669535,139.825517,-,営業時間 24時間 / Open for 24 hours
江東区,大島九丁目,-,東京都江東区大島9-1-15,H1-66.中川船番所資料館 / Nakagawa ship Bansho museum,35.687677,139.846284,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸九丁目,-,東京都江東区亀戸9-18-10,H1-67.セブン-イレブン 江東亀戸９丁目店 /?Seven-Eleven Koto Kameido 9chome store,35.697784,139.843076,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲六丁目,-,東京都江東区豊洲6-2-3,H1-68.芝浦工業大学附属中学高等学校 / Shibaura Institute of Technology Junior and Senior High School,35.64572,139.791401,-,営業時間 24時間 / Open for 24 hours
江東区,石島,-,東京都江東区石島5-8-3,H1-69.ファミリーマート江東石島店 / FamilyMart Koto Ishijima shop,35.680269,139.812166,-,営業時間 24時間 / Open for 24 hours
江東区,有明二丁目,-,東京都江東区有明2-3-5,H1-70.有明スポーツセンター / Ariake sports center,35.633179,139.783819,-,営業時間 / Open 8:30~22:30
江東区,東陽四丁目,-,東京都江東区東陽4-6-11,H1-71.セブン-イレブン 江東東陽4丁目店 / Seven-Eleven Koto Toyo 4-Chome store,35.670829,139.819332,-,営業時間 24時間 / Open for 24 hours
江東区,深川二丁目,-,東京都江東区深川2-7-6,H1-72.ネクストサイト深川ビル / NEXTSITE Fukagawa Building,35.674867,139.797423,-,営業時間 24時間 / Open for 24 hours
江東区,冬木,-,東京都江東区冬木11-17,H1-73.イシマビル / Ishima Building,35.67352,139.800037,-,営業時間 24時間 / Open for 24 hours
江東区,新木場二丁目,-,東京都江東区新木場2-7-1,H1-74.タダノ教習センター / TADANO KYOSHU CENTER,35.638277,139.831968,-,営業時間 24時間 / Open for 24 hours
江東区,扇橋二丁目,-,東京都江東区扇橋2-10-3,H1-75.ジオ深川住吉 / GEO FUKAGAWA SUMIYOSHI,35.683982,139.815269,-,営業時間 24時間 / Open for 24 hours
江東区,有明一丁目,-,東京都江東区有明1-3-33,H1-76.有明物流センター / Ariake Logistic Center,35.63794,139.788402,-,営業時間 24時間 / Open for 24 hours
江東区,東砂二丁目,-,東京都江東区東砂2-12-31,H1-77.ライフ東砂店 / LIFE Higashisuna Store,35.684466,139.84399,-,営業時間 24時間 / Open for 24 hours
江東区,新木場一丁目,-,東京都江東区新木場1-8-19,H1-78.ローソン新木場一丁目店 / LAWSON Shinkiba 1-Chome shop,35.645818,139.835003,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲三丁目,-,東京都江東区豊洲3-1-1,H1-81.豊洲IHIビル（北側）/Toyosu IHI Building(north side),35.659354,139.79357,-,営業時間 24時間 / Open for 24 hours
江東区,北砂三丁目,-,東京都江東区北砂3-3-7,H1-82.セブン-イレブン 北砂3丁目明治通り店 / Seven-Eleven Kitasuna 3-Chome Meijidori store,35.683624,139.827131,-,営業時間 24時間 / Open for 24 hours
江東区,東雲二丁目,-,東京都江東区東雲2-3-22,H1-83.ローソン江東東雲店 / LAWSON Koto Shinonome shop,35.642248,139.800229,-,営業時間 24時間 / Open for 24 hours
江東区,辰巳二丁目,-,東京都江東区辰巳2-8-17,H1-84.NTT東日本辰巳ビル / NTT-East Tatsumi Build,35.647287,139.817399,-,営業時間 24時間 / Open for 24 hours
江東区,塩浜二丁目,-,東京都江東区塩浜2-4-35,H1-87.パークアクシス木場キャナルウエスト / Park Axis Kiba Canal West,35.662368,139.803767,-,営業時間 24時間 / Open for 24 hours
江東区,有明一丁目,-,東京都江東区有明1-5-22,H1-89.BUDDY スポーツアリーナ / BUDDY SPORTS ARENA,35.63736,139.781743,-,営業時間 24時間 / Open for 24 hours
江東区,枝川一丁目,-,東京都江東区枝川1-10-24,H1-90.富士倉庫運輸㈱ FACE-1前 / Fujisokounyu.co. FACE-1 Bldg.,35.654483,139.804342,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸一丁目,-,東京都江東区亀戸1-41-2,H1-91.亀戸駅北口第三自転車駐車場 / Kameido sta. North 3rd Bicycle garage,35.697017,139.823745,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸五丁目,-,東京都江東区亀戸5-1,H1-92.亀戸駅東口第二自転車駐車場 / Kameido sta. East 2nd Bicycle garage,35.697686,139.8268,-,営業時間 24時間 / Open for 24 hours
江東区,新木場一丁目,-,東京都江東区新木場1-12,H1-93.新木場一丁目公園 / Shinkiba 1chome Park,35.639894,139.83557,-,営業時間 24時間 / Open for 24 hours
江東区,新木場一丁目,-,東京都江東区新木場1-10,H1-94.新木場一丁目緑地公園 / Shinkiba 1chome Ryokchi Park,35.644063,139.835762,-,営業時間 24時間 / Open for 24 hours
江東区,若洲三丁目,-,東京都江東区若洲3-2,H1-95.若洲公園 /?H1-95.Wakasu Park,35.618197,139.833563,-,営業時間 24時間 / Open for 24 hours
江東区,越中島一丁目,-,東京都江東区越中島1-3,H1-96.越中島公園 / Etchujima Park,35.670484,139.788779,-,営業時間 24時間 / Open for 24 hours
江東区,塩浜一丁目,-,東京都江東区塩浜1-4,H1-97.浜園公園 / Hamazono Park,35.661063,139.800531,-,営業時間 24時間 / Open for 24 hours
江東区,東陽三丁目,-,東京都江東区東陽3-1,H1-98.洲崎川緑道公園 / Suzakigawa Ryokdo Park,35.668526,139.808955,-,営業時間 24時間 / Open for 24 hours
江東区,南砂三丁目,-,東京都江東区南砂3-14,H1-99.南砂三丁目公園 / Minamisuna 3chome Park,35.669926,139.832711,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸二丁目,-,東京都江東区亀戸2-1-21,H1-100. URアーバンライフ亀戸 / UR URBAN LIFE KAMEIDO,35.697617,139.821937,-,営業時間 24時間 / Open for 24 hours
江東区,新木場一丁目,-,東京都江東区新木場1-11-16,H1-101.ファミリーマート新木場一丁目店 / Family Mart Shinkiba 1Chome Store,35.64253,139.836359,-,営業時間 24時間 / Open for 24 hours
江東区,東砂七丁目,-,東京都江東区東砂7-19-5,H1-102.ファミリーマート東砂七丁目店 / Family Mart Higashisuna 7Chome Store,35.672804,139.837855,-,営業時間 24時間 / Open for 24 hours
江東区,清澄二丁目,-,東京都江東区清澄2-2,H1-103.清澄庭園 / Kiyosumi Teien Park,35.680455,139.79563,-,営業時間 24時間 / Open for 24 hours
江東区,平野四丁目,-,東京都江東区平野4-6,H1-104.木場公園 / Kiba Park,35.678153,139.808172,-,営業時間 24時間 / Open for 24 hours
江東区,毛利二丁目,-,東京都江東区毛利2-13,H1-105.猿江恩賜公園 / Sarue Onshi Park,35.691256,139.818115,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸八丁目,-,東京都江東区亀戸8-2,H1-106.亀戸中央公園 / Kameido Chuo Park,35.699415,139.835279,-,営業時間 24時間 / Open for 24 hours
江東区,大島九丁目,-,東京都江東区大島9-8,H1-107.大島小松川公園 / Ojima Komatsugawa Park,35.693351,139.847076,-,営業時間 24時間 / Open for 24 hours
江東区,東雲一丁目,-,東京都江東区東雲1-9,H1-108.Brillia ist 東雲キャナルコート北側 /Brillia ist Shinonome Canal Court North,35.647664,139.805164,-,営業時間 24時間 / Open for 24 hours
江東区,東雲一丁目,-,東京都江東区東雲1-9,H1-109.Brillia ist 東雲キャナルコート東側 / Brillia ist Shinonome Canal Court East,35.647664,139.805164,-,営業時間 24時間 / Open for 24 hours
江東区,木場六丁目,-,東京都江東区木場6-4-20,H1-111.ファミリーマート木場六丁目店 / Family Mart Kiba 6Chome Store,35.666807,139.807708,-,営業時間 24時間 / Open for 24 hours
江東区,塩浜二丁目,-,東京都江東区塩浜2-14-1,H1-112.ファミリーマート江東塩浜二丁目店 / Family Mart Koto Shiohama 2Chome Store,35.662971,139.808669,-,営業時間 24時間 / Open for 24 hours
江東区,東雲一丁目,-,東京都江東区東雲1-6-13,H1-113.123+N東雲店 / 123+N Shinonome Shop,35.646662,139.801195,-,営業時間 24時間 / Open for 24 hours
江東区,夢の島二丁目,-,東京都江東区夢の島2-1,H1-114.東京夢の島マリーナ / Tokyo Yumenoshima Marina,35.649254,139.826495,-,営業時間 24時間 / Open for 24 hours
江東区,夢の島三丁目,-,東京都江東区夢の島3-2,H1-115.東京夢の島マリーナ 第4駐車場 / Tokyo Yumenoshima Marina 4th Parking,35.650326,139.836281,-,営業時間 24時間 / Open for 24 hours
江東区,青海一丁目,-,東京都江東区青海1-3,H1-116.出会い橋高架下 / Deaibashi Bridge (underpass),35.624922,139.781323,-,営業時間 24時間 / Open for 24 hours
江東区,木場五丁目,-,東京都江東区木場5-8-40,H1-117.東京パークサイドビル / Tokyo Parkside Building,35.671103,139.808627,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸二丁目,-,東京都江東区亀戸2-22-12,H1-118.ファミリーマート亀戸駅前店 / Family Mart Kameido Ekimae Store,35.698281,139.825403,-,営業時間 24時間 / Open for 24 hours
江東区,新木場三丁目,-,東京都江東区新木場3-6-6,"H1-119.榎戸材木店 / Enokido Lumber Co., LTD",35.638416,139.834723,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲五丁目,-,東京都江東区豊洲5-6-52,H1-120.豊洲5丁目 / Toyosu 5 Chome,35.650589,139.799276,-,営業時間 24時間 / Open for 24 hours
江東区,南砂五丁目,-,東京都江東区南砂5-8-1,H1-121.南砂5丁目 / Minamisuna 5-Chome,35.675464,139.829445,-,営業時間 24時間 / Open for 24 hours
江東区,東砂四丁目,-,東京都江東区東砂4-24-1,H1-122.東砂スポーツセンター / Higashisuna Sports Center,35.679186,139.839443,-,"営業時間 24時間 / Open for 24 hours休館日は第2・第4月曜日(休日にあたる場合は、その翌日)、年末年始12月29日～1月3日詳細については、以下のURLからご確認をお願いいたします。Closed days : 2nd Monday, 4th Monday (If a national holiday falls on a Monday, it will be closed on the following Tuesday as well.)https://www.koto-hsc.o"
江東区,有明三丁目,-,東京都江東区有明3-7-3,H1-123.ダイワロイネットホテル東京有明 / Daiwa Roynet Hotel Tokyo-Ariake,35.634541,139.792019,-,営業時間 24時間 / Open for 24 hours
江東区,海辺,-,東京都江東区海辺2-7,H1-124.セブン‐イレブン江東海辺店 / Seven-Eleven Koto Umibe store,35.680369,139.817943,-,営業時間 24時間 / Open for 24 hours
江東区,牡丹二丁目,-,東京都江東区牡丹2-1,H1-127.古石場川親水公園 / Furuishiba river water park,35.669612,139.795356,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲六丁目,-,東京都江東区豊洲6-3,H1-128.豊洲市場（5街区）/ Toyosu Market Block5,35.646481,139.787899,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲六丁目,-,東京都江東区豊洲6-5,H1-129.豊洲市場（6街区）/ Toyosu Market Block6,35.64492,139.782405,-,営業時間 24時間 / Open for 24 hours
江東区,千石二丁目,-,東京都江東区千石2-12-24,H1-130.トヨタモビリティ東京 深川南・北店 / TOYOTA Mobility Fukagawaminami Kita,35.677133,139.816485,-,営業時間 24時間 / Open for 24 hours
江東区,佐賀二丁目,-,東京都江東区佐賀2-12-7,H1-131.セブン-イレブン江東佐賀2丁目店 / Seven-Eleven Koto Saga 2chome Store,35.678919,139.79346,-,営業時間 24時間 / Open for 24 hours
江東区,三好四丁目,-,東京都江東区三好4-6-7,H1-132.セブン-イレブン江東三好4丁目店 / Seven-Eleven Koto Miyoshi 4chome Store,35.681344,139.809378,-,営業時間 24時間 / Open for 24 hours
江東区,北砂二丁目,-,東京都江東区北砂2-9,H1-133.北砂2丁目公園 / Kitasuna 2 chome park,35.679467,139.825995,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲六丁目,-,東京都江東区豊洲6-5先,H1-134.豊洲ぐるり公園 / Toyosu Gururi park,35.64492,139.782405,-,営業時間 24時間 / Open for 24 hours
江東区,北砂五丁目,-,東京都江東区北砂5-20,H1-135.北砂5丁目団地 / Kitasuna 5 chome Danchi,35.684016,139.832927,-,営業時間 24時間 / Open for 24 hours
江東区,東砂一丁目,-,東京都江東区東砂1-2-13,H1-136.東砂一丁目公園 / Higashisuna 1 chome Park,35.68378,139.839699,-,営業時間 24時間 / Open for 24 hours
江東区,有明二丁目,-,東京都江東区有明2-1-8,H1-137.住友不動産ショッピングシティ有明ガーデン / ARIAKE GARDEN,35.638568,139.792846,-,営業時間 24時間 / Open for 24 hours
江東区,新大橋三丁目,-,東京都江東区新大橋3-5-4,H1-138.HW.HILLS新大橋 / HW.HILLS Shin-Ohashi,35.68739,139.795575,-,営業時間 24時間 / Open for 24 hours
江東区,清澄三丁目,-,東京都江東区清澄3-4-8,H1-139.ローソン清澄三丁目店 / LAWSON Kiyosumi 3 Chome shop,35.681813,139.797983,-,営業時間 24時間 / Open for 24 hours
江東区,住吉二丁目,-,東京都江東区住吉2-16-11,H1-140.キャナルパレス住吉 / The Canal Palace SUMIYOSHI,35.689998,139.815121,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸二丁目,-,東京都江東区亀戸2‐13-6,H1-141.スーパーホテル東京・亀戸 / Super Hotel Tokyo Kameido,35.699033,139.822759,-,営業時間 24時間 / Open for 24 hours
江東区,潮見二丁目,-,東京都江東区潮見2-8-6,H1-142.東京ベイ潮見プリンスホテル / Tokyo Bay Shiomi Prince Hotel,35.65768,139.818887,-,営業時間 24時間 / Open for 24 hours
江東区,青海一丁目,-,東京都江東区青海1-1-20,H1-143.ダイバーシティ東京 プラザ / DiverCity Tokyo Plaza,35.625101,139.776415,-,営業時間 24時間 / Open for 24 hours
江東区,南砂二丁目,-,東京都江東区南砂2-3-1,H1-144.南砂住宅 / Minamisuna Juutaku,35.670265,139.821987,-,営業時間 24時間 / Open for 24 hours
江東区,東雲二丁目,-,東京都江東区東雲2-4-1,H1-145.東雲都橋住宅 / Shinonome Miyakobashi Juutaku,35.642418,139.79807,-,営業時間 24時間 / Open for 24 hours
江東区,東陽二丁目,-,東京都江東区東陽2-3-12,H1-146.ホテルルートインGrand東京東陽町 / HOTEL ROUTE-INN Grand TOKYO TOYOCHO,35.667837,139.816835,-,営業時間 24時間 / Open for 24 hours
江東区,大島四丁目,-,東京都江東区大島4-1-1,H1-147.大島四丁目団地 / Ojima 4 chome Danchi,35.687754,139.827447,-,営業時間 24時間 / Open for 24 hours
江東区,大島七丁目,-,東京都江東区大島7-13,H1-148.大島七丁目団地 / Ojima 7 chome Danchi,35.694035,139.83896,-,営業時間 24時間 / Open for 24 hours
江東区,有明二丁目,-,東京都江東区有明2-1-8,H1-149.有明ガーデン 公園口 / ARIAKE GARDEN PARK ENTRANCE,35.638568,139.792846,-,営業時間 24時間 / Open for 24 hours
江東区,有明二丁目,-,東京都江東区有明2-1-8,H1-150. ホテルヴィラフォンテーヌ南側 / Hotel Villa Fontaine South side,35.638568,139.792846,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸二丁目,-,東京都江東区亀戸2-7-7,H1-151.レオーネ錦糸町 / Leone Kinshicho,35.701302,139.820215,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸二丁目,-,東京都江東区亀戸2-29-4,H1-152.コンポジット亀戸ウエスト / Composite Kameido West,35.699122,139.824242,-,営業時間 24時間 / Open for 24 hours
江東区,新木場二丁目,-,東京都江東区新木場2-3-13,H1-153.三井リンクラボ新木場1 / MITSUI LINK-Lab SHINKIBA1,35.639227,139.824054,-,営業時間 24時間 / Open for 24 hours
