指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2023/2/12取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：6,158件、2021年度：6,304件、2022年度：6,543件）",,,,,,,
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2丁目41-8 植木ビル2F,35.697934,139.702268,医療法人社団 きむ歯科医院,歯科、矯正歯科,https://byoinnavi.jp/clinic/254975
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ケ谷5丁目24-2 新宿高島屋タイムズスクエアビル10階,35.687534,139.702301,医療法人社団健順会 タイムズスクエア歯科クリニック,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/5494
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ケ谷五丁目24-2 新宿高島屋11F,35.687534,139.702301,新宿高島屋眼科診療所,眼科,https://byoinnavi.jp/clinic/4193
渋谷区,代々木一丁目,-,東京都渋谷区代々木1丁目32-2 宮崎ビル2階,35.68223,139.702316,医療法人社団きょうどう きょうどう歯科,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/176639
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目21-6 龍生堂ビル5F,35.693077,139.702316,新宿東口スキンクリニック,形成外科、美容外科、美容皮膚科,https://byoinnavi.jp/clinic/4202
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目-21-6 龍生堂ビル7F,35.693087,139.702344,ジェニークリニック新宿東口院,皮膚科,https://byoinnavi.jp/clinic/274539
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目19-12 アオヤマビル3F,35.662999,139.702356,医療法人社団慈有会 きくち耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/77935
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目19-12 アオヤマビル8F,35.662965,139.702367,医療法人社団俊英会 斉藤歯科医院,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/4145
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-19-14 神宮前ハッピービル5F,35.663277,139.702401,明治通りクリニック,皮膚科,https://byoinnavi.jp/clinic/183129
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目23-5,35.664897,139.702406,鈴木歯科医院,歯科,https://byoinnavi.jp/clinic/12462
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-23-18 ワールドイーストビル8F,35.662371,139.702437,オーラルプロポーションクリニック,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/112265
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷一丁目23-18 シブヤワールドイーストビル10F,35.662371,139.702437,アマソラクリニック,形成外科、美容外科、美容皮膚科,https://byoinnavi.jp/clinic/276943
渋谷区,代々木一丁目,-,東京都渋谷区代々木1丁目21-12 ヤマノ25ビル3階,35.681183,139.702439,ロイヤル歯科クリニック代々木,歯科、矯正歯科,https://byoinnavi.jp/clinic/72551
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ケ谷5丁目24-2 新宿タカシマヤタイムズスクエア12階,35.68598,139.702458,医療法人社団行智会 ホワイトエッセンス新宿タカシマヤタイムズスクエア,歯科、矯正歯科,https://byoinnavi.jp/clinic/177016
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目32-3 リスボンビル3F,35.701511,139.702479,林ウィメンズクリニック・新大久保,産科、婦人科、内科,https://byoinnavi.jp/clinic/4035
新宿区,大久保一丁目,-,東京都新宿区大久保1丁目16-13 三和ビル3F,35.701156,139.702493,林医院,内科、小児科、皮膚科、婦人科,https://byoinnavi.jp/clinic/4544
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目12-6 歌舞伎町ビル4F,35.695176,139.702502,MYクリニック歌舞伎町,心療内科、美容外科,https://byoinnavi.jp/clinic/177555
品川区,小山台二丁目,-,東京都品川区小山2丁目8-16,35.623381,139.702513,医療法人社団 岡部耳鼻咽喉科医院,耳鼻いんこう科,https://byoinnavi.jp/clinic/3036
品川区,旗の台五丁目,-,東京都品川区旗の台5丁目6-7 ロイヤルパレス旗の台101,35.604478,139.702513,まぶち歯科医院,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/8810
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目23-3 第9SYビル6F,35.665165,139.702546,神宮前デンタルクリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/3675
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1丁目16-14 渋谷地下鉄ビル1F,35.661474,139.702578,医療法人社団白翔会 渋谷メトロプラザ歯科,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/182572
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目19-4 MLJ新宿ビル6F,35.692742,139.702589,Pillクリニック新宿,形成外科、婦人科、美容皮膚科,https://byoinnavi.jp/clinic/284882
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-14-14 TK渋谷東口ビル6F,35.660016,139.702592,医療法人社団建美会 渋谷イースト・クリニック,形成外科、美容外科、皮膚科,https://byoinnavi.jp/clinic/3690
新宿区,下落合三丁目,-,東京都新宿区下落合3丁目16-10 大同ビル3F,35.722248,139.702598,めじろそらクリニック,心療内科、精神科,https://byoinnavi.jp/clinic/255019
渋谷区,代官山町,-,東京都渋谷区代官山町16-1 カスティヨ代官山2階,35.64962,139.702601,代官山パークサイドクリニック,内科、漢方内科,https://byoinnavi.jp/clinic/258496
品川区,旗の台五丁目,-,東京都品川区旗の台5丁目11-4,35.604259,139.702618,アールデンタルクリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/8765
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-23-16 cocotiSHIBUYA5階,35.66203,139.70262,グレイス杉山クリニック SHIBUYA,産婦人科,https://byoinnavi.jp/clinic/283269
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1丁目23-16,35.66203,139.70262,ANGIE CLINIC,美容外科、美容皮膚科,https://byoinnavi.jp/clinic/282635
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4丁目2-29,35.711232,139.702627,さいとう眼科医院,眼科,https://byoinnavi.jp/clinic/5408
新宿区,新宿四丁目,-,東京都新宿区新宿4丁目1-6 高野ビル4F,35.688591,139.702629,医療法人社団緑薔会 高野ビルクリニック,内科、皮膚科、性病科、婦人科,https://byoinnavi.jp/clinic/484
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目23-2 第25SYビル3階,35.66524,139.702639,医療法人社団潤平会 岡本平次クリニック,胃腸科、麻酔科,https://byoinnavi.jp/clinic/3774
新宿区,新宿三丁目,-,東京都新宿区新宿3-29-11 新盛堂ビル 7階～8階,35.691573,139.70266,PICO BEAUTY CLINIC,皮膚科,https://byoinnavi.jp/clinic/262089
新宿区,新宿四丁目,-,東京都新宿区新宿4-1-4,35.688363,139.702666,新宿新南口れいわクリニック,皮膚科、泌尿器科、形成外科、内科,https://byoinnavi.jp/clinic/273107
品川区,小山三丁目,-,東京都品川区小山3-1-2 サンタグリュス武蔵小山2F-A,35.620168,139.702705,すが矯正歯科クリニック,矯正歯科,https://byoinnavi.jp/clinic/264752
渋谷区,猿楽町,-,東京都渋谷区猿楽町9-8 URBAN PARK代官山Ⅰ 101,35.651254,139.702728,真崎医院,美容外科、麻酔科、美容皮膚科,https://byoinnavi.jp/clinic/2318
新宿区,下落合三丁目,-,東京都新宿区下落合3-16-13 グランドール目白1F,35.722434,139.702731,目白マリア歯科,歯科、小児歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/272503
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目6-1 シロービル9F,35.693482,139.702735,医療法人社団上伸会 東京上野クリニック新宿医院,皮膚科、泌尿器科,https://byoinnavi.jp/clinic/4174
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町6-5,35.654109,139.702743,桜丘歯科クリニック,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/257265
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目20番5号 新光第2ビル 7F,35.693029,139.702752,新宿東口ハートクリニック,心療内科、内科、精神科,https://byoinnavi.jp/clinic/268339
品川区,小山四丁目,-,東京都品川区小山4丁目14-23 豊田ビル102,35.618092,139.702773,ヒロ歯科,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/8784
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-14-11 小林ビル6F,35.659816,139.702778,Medical Switch in clinic,精神科、心療内科、児童精神科、リハビリテーション科,https://byoinnavi.jp/clinic/74357
新宿区,下落合一丁目,-,東京都新宿区下落合1丁目3-20 キクチビル101,35.715094,139.702781,飯森歯科医院,歯科,https://byoinnavi.jp/clinic/6039
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町一丁目6-1 シロービル5階,35.693587,139.702785,水の森美容外科 新宿院,美容外科,https://byoinnavi.jp/clinic/279566
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目6-1 シロービル4F,35.693571,139.702806,BELINDA CLINIC,美容外科,https://byoinnavi.jp/clinic/285544
渋谷区,代官山町,-,東京都渋谷区代官山町17-6 代官山アドレスディセ内,35.649289,139.702812,医療法人社団代仁会 イデリア スキンクリニック代官山,皮膚科,https://byoinnavi.jp/clinic/170259
渋谷区,代官山町,-,東京都渋谷区代官山町17-4 代官山アドレスザ・レジデンスサウス1F,35.648937,139.702823,医療法人社団世航会 アールケーデンタルオフィス,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/257804
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4丁目10-12,35.713013,139.702826,牛込外科胃腸科,外科、胃腸科、整形外科、皮膚科,https://byoinnavi.jp/clinic/4569
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目25-14 神宮前メディアスクエアビル5F,35.665738,139.70285,医療法人社団ナチュラルハーモニー ナチュラルハーモニークリニック表参道,美容皮膚科,https://byoinnavi.jp/clinic/279200
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ケ谷5丁目27-3 やまとビル5F,35.686741,139.702855,医療法人社団心紲会 東京イセアクリニック,美容外科、美容皮膚科,https://byoinnavi.jp/clinic/181122
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目11-8 TC第7歌舞伎町花道通りビル,35.695276,139.702855,エレナクリニック,美容外科、美容皮膚科,https://byoinnavi.jp/clinic/273627
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1丁目14-9 藤和宮益坂ビル10F,35.659819,139.702856,医療法人社団 しらゆき ジャスミンレディースクリニック渋谷,婦人科,https://byoinnavi.jp/clinic/257368
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-14-9 藤和宮益坂ビル6階,35.659819,139.702856,渋谷宮益坂歯科,歯科,https://byoinnavi.jp/clinic/3687
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1丁目14-9 藤和宮益坂ビル 8・9F,35.659819,139.702856,渋谷美容外科クリニック 渋谷院,形成外科、美容外科、皮膚科,https://byoinnavi.jp/clinic/3637
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-14-9 藤和宮益坂10F,35.659819,139.702856,ジャスミンレディース 渋谷,婦人科,https://byoinnavi.jp/clinic/257054
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目20-5 新光第2ビル4F,35.692965,139.702857,リブラクリニック新宿院,皮膚科、泌尿器科,https://byoinnavi.jp/clinic/4065
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場三丁目3-1 ユニオン駅前ビル4F,35.713906,139.702866,医療法人社団仁美会 さとう矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/5943
渋谷区,猿楽町,-,東京都渋谷区猿楽町10-11 NRSビル2階,35.650481,139.702891,まき歯科,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/9591
品川区,小山四丁目,-,東京都品川区小山4丁目3-12 TK武蔵小山ビル2 階,35.619221,139.702904,武蔵小山腎泌尿器クリニック,泌尿器科、腎臓内科、内科,https://byoinnavi.jp/clinic/260747
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3丁目3-1 ユニオン駅前ビル3F,35.713846,139.702932,丸尾眼科,眼科,https://byoinnavi.jp/clinic/5386
品川区,旗の台五丁目,-,東京都品川区旗の台5丁目8-22,35.604031,139.702934,旗の台カナリヤ坂歯科クリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/175850
新宿区,下落合三丁目,-,東京都新宿区下落合三丁目19-6 リバーナ目白2F,35.722748,139.702956,石田歯科医院,歯科、歯科口腔外科,https://byoinnavi.jp/clinic/6183
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目17-7 紀伊国屋ビル9階,35.692152,139.702957,医療法人社団和廣会 むさしの歯科,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/5485
新宿区,新宿三丁目,-,東京都新宿区新宿3-29-1 新宿三越アルコット本館(ビックロ)6階,35.691242,139.702979,新宿三丁目駅前眼科,眼科,https://byoinnavi.jp/clinic/4682
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目5-4 第22東ビル6F,35.693518,139.70298,医療法人社団成優会 あーす新宿歯科,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/5504
新宿区,大久保二丁目,-,東京都新宿区大久保2-33-34,35.703406,139.702985,新大久保にじいろおやこクリニック,小児科、小児内分泌内科,https://byoinnavi.jp/clinic/282892
品川区,旗の台五丁目,-,東京都品川区旗の台5-8-23 ファインコート1F,35.604206,139.702986,旗の台小池クリニック,人工透析内科,https://byoinnavi.jp/clinic/8891
品川区,小山三丁目,-,東京都品川区小山3丁目1-2,35.619976,139.702993,サンタハウスこどもクリニック,内科、アレルギー科、小児科,https://byoinnavi.jp/clinic/176812
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5丁目27-5 リンクスクエア新宿 新宿・代々木メディカルモール303.304室,35.686296,139.702999,医療法人社団ソルジェンテ U CLINIC SHINJUKU,内科、皮膚科、形成外科,https://byoinnavi.jp/clinic/276883
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ケ谷五丁目27-5 リンクスクエア新宿 新宿・代々木メディカルモール301室,35.686296,139.702999,医療法人社団慈泰会 新宿女性のクリニック,婦人科,https://byoinnavi.jp/clinic/277573
品川区,小山四丁目,-,東京都品川区小山4-8-19 ボヌールK B1F,35.618362,139.703005,武蔵小山 山内耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/273328
品川区,小山四丁目,-,東京都品川区小山4-8-19 102,35.618362,139.703005,白岩皮膚科医院,皮膚科,https://byoinnavi.jp/clinic/8648
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ケ谷5丁目20-16 タカハシビル,35.683507,139.703006,三田歯科医院,歯科,https://byoinnavi.jp/clinic/6156
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目18-2 グランドマンション原宿201,35.664652,139.703015,石橋歯科おとな&こどもクリニック,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/4155
新宿区,新宿四丁目,-,東京都新宿区新宿4-2-23 新四curumuビル9階,35.688749,139.703016,医療法人社団 ライフスタイル ともながクリニック,内科、循環器科、糖尿病内科、眼科,https://byoinnavi.jp/clinic/4625
新宿区,新宿四丁目,-,東京都新宿区新宿4-2-23 新四クルムビル地下二階,35.688749,139.703016,新宿三丁目えきちかクリニック,内科、皮膚科,https://byoinnavi.jp/clinic/270558
新宿区,新宿四丁目,-,東京都新宿区新宿4丁目2-23 新四curumuビル6階,35.688749,139.703016,湘南美容クリニック新宿南口院,美容外科、美容皮膚科,https://byoinnavi.jp/clinic/265861
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ケ谷5丁目27-5 リンクスクエア新宿3階,35.686616,139.70303,新宿・代々木こころのラボクリニック,心療内科、精神科,https://byoinnavi.jp/clinic/276090
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ケ谷5丁目27-5 リンクスクエア新宿203,35.686616,139.70303,医療法人社団三島 新宿駅南口歯科三島,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/275546
品川区,小山四丁目,-,東京都品川区小山4丁目9-6 ローズ小山1F,35.618712,139.703032,やまだ眼科クリニック,眼科,https://byoinnavi.jp/clinic/3990
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3丁目2-5 ANビル7階,35.713902,139.703037,耳鼻咽喉科ヒロ医院,耳鼻いんこう科,https://byoinnavi.jp/clinic/283085
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1丁目14-25 クロスアベニュー原宿5F,35.669981,139.703039,トイトイトイクリニック原宿院,美容皮膚科,https://byoinnavi.jp/clinic/263892
新宿区,新宿四丁目,-,東京都新宿区新宿四丁目2-1 ライオンズマンション新宿御苑1F,35.688535,139.703041,医療法人社団幸橙会 新宿オランジェ歯科・矯正歯科,歯科、矯正歯科,https://byoinnavi.jp/clinic/6078
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場四丁目3-12 2F,35.711696,139.703043,高田馬場歯科,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/261438
新宿区,新宿四丁目,-,東京都新宿区新宿4丁目2-23 新四CURUMUビル 地下1F,35.688809,139.703052,ディオクリニック 新宿院,美容皮膚科,https://byoinnavi.jp/clinic/285227
新宿区,新宿三丁目,-,東京都新宿区新宿3-28-2 フクモトビルB1,35.690804,139.703066,AGAクリニック東京 新宿院,皮膚科,https://byoinnavi.jp/clinic/274933
渋谷区,代官山町,-,東京都渋谷区代官山町20-9 HBLD代官山2F,35.64837,139.703068,代官山メンタルクリニック,心療内科、精神科,https://byoinnavi.jp/clinic/267486
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4丁目3-11,35.711852,139.703079,医療法人社団慈友会 慈友クリニック,内科、心療内科、精神科,https://byoinnavi.jp/clinic/4535
新宿区,新宿四丁目,-,東京都新宿区新宿4丁目4-1 サテライト新宿ビル2F,35.687946,139.703091,医療法人社団英紀会 東京ロンフェルメ耳鼻いんこう科,耳鼻いんこう科,https://byoinnavi.jp/clinic/252307
新宿区,新宿四丁目,-,東京都新宿区新宿4-4-1 第1スカイビル1階,35.687946,139.703091,新宿駅前ブラート歯科,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/283798
新宿区,新宿四丁目,-,東京都新宿区新宿4丁目4-1 サテライト新宿ビル5F,35.687978,139.703102,有田歯科医院,歯科,https://byoinnavi.jp/clinic/6157
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3丁目2-5 フレンドビル3階,35.713931,139.703123,医療法人社団りんどう会 山手皮フ科クリニック,アレルギー科、形成外科、皮膚科,https://byoinnavi.jp/clinic/163873
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3丁目2-5 ANビル5F,35.713931,139.703123,医療法人社団栄光会 冨岡歯科医院,歯科,https://byoinnavi.jp/clinic/5905
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1丁目22-5 シルクロード代官山1F,35.646742,139.703129,プレミアムデンタルケア恵比寿代官山,歯科,https://byoinnavi.jp/clinic/180590
品川区,小山五丁目,-,東京都品川区小山5-9-1,35.616815,139.703135,医療法人社団 エバラクリニック,内科(人工透析),https://byoinnavi.jp/clinic/8893
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ケ谷5丁目23-6 平沢ビル2F,35.683738,139.703139,藤田歯科医院,歯科,https://byoinnavi.jp/clinic/6155
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-5-3 新宿CENTERCOURT8F,35.693448,139.703144,医療法人順真会 エムビューティークリニック,美容皮膚科,https://byoinnavi.jp/clinic/274839
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目5-3 新宿CENTER COURT5階,35.693448,139.703144,医療法人社団紡潤会 ウィルAGAクリニック 新宿院,皮膚科,https://byoinnavi.jp/clinic/281841
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目18-1 クレインズパーク4F,35.664788,139.70315,渋谷の森クリニック,形成外科、美容外科,https://byoinnavi.jp/clinic/261092
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-22-13 マイアミビル5階,35.658499,139.703184,さくらプラチナム歯科,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/264212
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2丁目22-13 渋谷東口マイアミビル9階,35.658499,139.703184,医療法人社団大樹会 浜松町第一クリニック渋谷駅前院,泌尿器科,https://byoinnavi.jp/clinic/266576
品川区,小山四丁目,-,東京都品川区小山4丁目3-1 青柳ビル2F,35.619394,139.703202,青柳歯科,歯科,https://byoinnavi.jp/clinic/8767
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2丁目20-12 日永ビル1F,35.659452,139.703206,デンタルクリニックTEN渋谷,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/280895
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2丁目20-12 日永ビル2F,35.659452,139.703206,クリニックTEN渋谷,内科、皮膚科、泌尿器科,https://byoinnavi.jp/clinic/281028
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-17-14 ACN渋谷ビル 4F,35.661119,139.703212,スマイルAGAクリニック 渋谷,頭部皮膚科、美容皮膚科,https://byoinnavi.jp/clinic/284138
品川区,小山四丁目,-,東京都品川区小山4丁目8-1,35.61861,139.703216,医療法人社団錦生会 和光医院,内科、循環器科、小児科、糖尿病内科,https://byoinnavi.jp/clinic/8561
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目16番13号 Naias神宮前3F,35.665171,139.703222,神宮前フェイスデンタルサロン,歯科、矯正歯科,https://byoinnavi.jp/clinic/179397
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷一丁目17-14 ACN渋谷ビル 2・3F,35.661113,139.703234,医療法人社団プレゼンス 渋谷ハプラス歯科,歯科,https://byoinnavi.jp/clinic/270633
新宿区,下落合三丁目,-,東京都新宿区下落合3丁目16-17 2F,35.722428,139.70324,医療法人社団盛幸会 目白ケ丘デンタルクリニック・矯正歯科,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/182629
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目25-8 神宮前コーポラス308号,35.666136,139.703252,サンク歯科,歯科,https://byoinnavi.jp/clinic/12465
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目17-5 T&TⅢビル6階,35.691807,139.703258,新宿東口クリニック,内科、アレルギー科、皮膚科,https://byoinnavi.jp/clinic/500
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目17-5 T&TⅢビルディング6F,35.691807,139.703258,医療法人誓栄会 千賀デンタルクリニック新宿駅東口医院,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/282567
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目17-5 T&Tサードビル8階,35.691807,139.703258,あおばクリニック新宿院,美容皮膚科,https://byoinnavi.jp/clinic/282131
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1-19-11 はらじゅくアッシュ7B,35.671809,139.703264,医療法人社団 伶來会 表参道美容皮膚科,美容皮膚科,https://byoinnavi.jp/clinic/262467
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1-19-11 はらじゅくアッシュ7F,35.671809,139.703264,神宮の杜クリニック,内視鏡内科、消化器内科、内科、小児科,https://byoinnavi.jp/clinic/258762
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-22-10 タキザワビル3階,35.658361,139.703273,渋谷歯科タナカ,歯科,https://byoinnavi.jp/clinic/9564
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷二丁目22-10 タキザワビル7F,35.658337,139.703275,渋谷皮フ科医院,美容皮膚科,https://byoinnavi.jp/clinic/173938
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1丁目19-11 はらじゅくアッシュビル7階,35.671812,139.703292,表参道美容皮膚科 原宿本院,皮膚科,https://byoinnavi.jp/clinic/259454
新宿区,新宿四丁目,-,東京都新宿区新宿4丁目2-21 相模ビル7F,35.688979,139.703299,新宿新南口クリニック,内科、皮膚科、泌尿器科、美容皮膚科,https://byoinnavi.jp/clinic/4030
品川区,小山三丁目,-,東京都品川区小山3丁目2-10,35.620225,139.703303,米山歯科,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/8836
渋谷区,猿楽町,-,東京都渋谷区猿楽町9-2 レ・ミストラル代官山ビル2階,35.650971,139.703306,節歯科クリニック,歯科,https://byoinnavi.jp/clinic/9633
品川区,小山三丁目,-,東京都品川区小山3-27-1-202 東急武蔵小山駅前ビル,35.619862,139.703321,武蔵小山駅前ままた内科クリニック,内科、消化器内科,https://byoinnavi.jp/clinic/265518
品川区,小山三丁目,-,東京都品川区小山3丁目27-1 武蔵小山駅前ビル3階,35.619862,139.703321,ムサコ整形外科,整形外科、リハビリテーション科,https://byoinnavi.jp/clinic/263481
新宿区,新宿四丁目,-,東京都新宿区新宿4丁目2-21 相模ビル3F,35.688979,139.703322,新宿美容内科医療クリニック,内科、美容皮膚科,https://byoinnavi.jp/clinic/285225
渋谷区,代官山町,-,東京都渋谷区代官山町14-24 ワイエム代官山2階,35.650641,139.703337,リキ歯科クリニック,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/9561
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ケ谷5丁目23-2 2F,35.683441,139.703338,マリコ歯科クリニック,歯科、矯正歯科、歯科口腔外科、小児歯科,https://byoinnavi.jp/clinic/6158
品川区,旗の台三丁目,-,東京都品川区旗の台3丁目12-6,35.605007,139.70336,旗の台歯科,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/8811
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目35-3 コープオリンピア,35.66912,139.703373,医療法人社団オリンピア会 オリンピア・クリニック井上眼科,眼科,https://byoinnavi.jp/clinic/3841
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目17-4 新宿レミナビル3階,35.691876,139.703382,医療法人社団優恵会 銀座よしえクリニック 新宿院,形成外科、皮膚科、美容皮膚科,https://byoinnavi.jp/clinic/281606
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1丁目19-14 サンキュービル4階,35.672145,139.703392,木林歯科,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/4151
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1丁目21-12,35.663455,139.70347,小野クリニック,内科、外科、脳神経外科、整形外科,https://byoinnavi.jp/clinic/3805
品川区,小山三丁目,-,東京都品川区小山三丁目27-3 PSビル2F,35.619835,139.703477,GRANTEETH武蔵小山歯科,歯科,https://byoinnavi.jp/clinic/258483
品川区,旗の台一丁目,-,東京都品川区旗の台1丁目5-8,35.608494,139.703499,学校法人 昭和大学病院,内科、アレルギー科、血液内科、リウマチ科、外科、漢方内科、脳神経外科、呼吸器外科、消化器外科、腎臓内科、...もっと見る心臓血管外科、小児科、小児外科、整形外科、形成外科、皮膚科、泌尿器科、産婦人科、眼科、耳鼻いんこう科、リハビリテーション科、放射線科、歯科口腔外科、麻酔科、乳腺外科、呼吸器内科、循環器内科、緩和ケア内科、腫瘍内科、感染症内科、消化器内科、糖尿病内科、内分泌内科、代謝内科、脳神経内科、放射線治療科、頭頸部外科、心療内,https://byoinnavi.jp/clinic/157
