指標名,コワーキング施設,,,,,,
出典,コワーキングスペース検索,,,,,,
年次,2023/3/20取得,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,
備考,2020：346件、2021：369件、2022：406件,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
千代田区,丸の内二丁目,大丸有,東京千代田区丸の内2-3-2　郵船ビルディング1F,35.68156,139.76273,サーブコープ 丸の内郵船ビルディング,https://coworking-search.jp/space/2632/
渋谷区,代々木一丁目,-,東京都渋谷区代々木1-25-5,35.68154,139.70042,BIZSMART代々木,https://coworking-search.jp/space/2550/
中央区,日本橋二丁目,日八京,東京都中央区日本橋2-8-6　太陽生命ひまわり日本橋ビル 6F,35.68141,139.77513,NewWork 日本橋,https://coworking-search.jp/space/2152/
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ケ谷4-23-5　JPR千駄ヶ谷ヒ゛ル 2F,35.68094,139.70686,AURORA GARDEN,https://coworking-search.jp/space/2141/
中央区,八重洲一丁目,日八京,東京都中央区八重洲1-8-17 新槇町ビル6F,35.68087,139.76972,ビジネストランスファー 八重洲,https://coworking-search.jp/space/511/
中央区,日本橋茅場町一丁目,-,東京都中央区日本橋茅場町1-5-8 東京証券会館1階,35.68061,139.77935,CAFE SALVADOR BUSINESS SALON,https://coworking-search.jp/space/1743/
中央区,日本橋三丁目,日八京,東京都中央区日本橋3-2-14　日本橋KNビル 4F,35.68042,139.77145,ウィズスクエア日本橋店,https://coworking-search.jp/space/396/
江東区,三好一丁目,-,東京都江東区三好1-8-3　越前屋ビル2F,35.68037,139.79922,NAGAYA 清澄白河駅前,https://coworking-search.jp/space/2444/
中央区,日本橋三丁目,日八京,東京都中央区日本橋3-3-3　八重洲山川ビル 2F,35.68020,139.77130,THE HUB SOLO 八重洲,https://coworking-search.jp/space/2399/
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内2-5-1　丸の内二丁目ビル 4F,35.68000,139.76318,point 0 marunouchi,https://coworking-search.jp/space/2360/
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町1-3　東京ガーデンテラス17F,35.67999,139.73794,オープンコラボレーションスペース「LODGE」永田町,https://coworking-search.jp/space/1332/
千代田区,平河町二丁目,-,東京都千代田区平河町2-5-3 Nagatacho GRID 5F,35.67983,139.73961,みどり荘　永田町,https://coworking-search.jp/space/1169/
中央区,八重洲二丁目,日八京,東京都中央区八重洲2-1-1　ヤンマー東京ビル 12階,35.67982,139.76940,サーブコープ YANMAR TOKYO,https://coworking-search.jp/space/2630/
江東区,三好二丁目,-,東京都江東区三好2-6-10 The Fleming House 2F,35.67949,139.80341,NAGAYA 清澄白河,https://coworking-search.jp/space/2446/
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町1-2　THE SHORE 日本橋茅場町 2F,35.67904,139.78415,箱崎インキュベーションセンター,https://coworking-search.jp/space/1526/
中央区,日本橋兜町,-,東京都中央区日本橋兜町18-5　日本橋兜町ビル 2F,35.67891,139.77569,日本橋ビジネスセンター,https://coworking-search.jp/space/180/
中央区,新川一丁目,-,東京都中央区新川1-3-4　PAビル5F,35.67864,139.78208,コワーキングスペース 茅場町 Co-EdoR,https://coworking-search.jp/space/1852/
中央区,日本橋茅場町二丁目,-,東京都中央区日本橋茅場町2-17-9 日本橋イヅミビル5F,35.67851,139.78060,勉強カフェ　日本橋茅場町スタジオ,https://coworking-search.jp/space/1586/
中央区,新川一丁目,-,東京都中央区新川1-3-7　ストークマンション新川301,35.67848,139.78204,女性専用の会員制コワーキングスペース「Bright One」,https://coworking-search.jp/space/1782/
中央区,八重洲二丁目,日八京,東京都中央区八重洲2-4-1　ユニゾ八重洲ビル5階,35.67841,139.76848,NewWork 東京八重洲,https://coworking-search.jp/space/1368/
中央区,八重洲二丁目,日八京,東京都中央区八重洲2-4-10　第一幸田ビル 5F,35.67825,139.76930,ウィズスクエア八重洲店,https://coworking-search.jp/space/397/
中央区,八重洲二丁目,日八京,東京都中央区八重洲2丁目4-13　ユニゾ八重洲二丁目ビル 7F,35.67814,139.76894,NewWork 東京八重洲2nd,https://coworking-search.jp/space/2042/
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ヶ谷3-28-8  鳩森ビル303,35.67766,139.70839,ジーエルベース・コワーキングスペース 千駄ヶ谷,https://coworking-search.jp/space/1156/
港区,赤坂三丁目,赤坂,東京都港区赤坂3-1-16　BIビル,35.67745,139.73652,THE HUB 赤坂見附,https://coworking-search.jp/space/2057/
中央区,八丁堀一丁目,-,東京都中央区八丁堀1-9-8　八重洲通ハタビル 5・6階,35.67738,139.77707,アットビジネスセンター東京駅八重洲通り,https://coworking-search.jp/space/2223/
中央区,京橋二丁目,日八京,東京都中央区京橋2-2-1　京橋エドグラン3・4F,35.67737,139.76949,SENQ 京橋,https://coworking-search.jp/space/955/
渋谷区,千駄ケ谷一丁目,-,東京都渋谷区千駄ヶ谷1-13-11,35.67720,139.71189,THE FORUM 千駄ヶ谷,https://coworking-search.jp/space/1575/
中央区,新川一丁目,-,東京都中央区新川1-6-12　AIビル茅場町2?5F,35.67717,139.78105,日本橋茅場町ビジネスセンター,https://coworking-search.jp/space/179/
港区,赤坂三丁目,赤坂,東京都港区赤坂3丁目21-3 牧野ビル2F,35.67706,139.73586,匠ソホラ赤坂,https://coworking-search.jp/space/1572/
中央区,新川一丁目,-,東京都中央区新川1-25-2　新川STビル2F,35.67674,139.78416,Future Tech Hub,https://coworking-search.jp/space/1529/
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1　国際ビル B1F,35.67672,139.76122,いいオフィス丸の内 by タニタ食堂,https://coworking-search.jp/space/2616/
中央区,八重洲二丁目,日八京,東京都中央区八重洲2丁目8-7　福岡ビル4F,35.67659,139.76796,DIAGONAL RUN TOKYO,https://coworking-search.jp/space/1214/
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ヶ谷3-15-3,35.67646,139.70697,マフィス北参道,https://coworking-search.jp/space/1344/
港区,赤坂三丁目,赤坂,東京都港区赤坂3-19-1 東京農村4F.Root office,35.67605,139.73636,Root Office 赤坂,https://coworking-search.jp/space/1517/
港区,赤坂四丁目,赤坂,東京都港区赤阪4丁目2番3号　ディライトビル2階～5階,35.67603,139.73569,赤坂コークス,https://coworking-search.jp/space/1564/
港区,赤坂四丁目,赤坂,東京都港区赤坂4-9-25　新東洋赤坂ビル5階,35.67561,139.73293,キッズルーム併設のコワーキングスペース「Hatch Cowork+KIDs」,https://coworking-search.jp/space/1393/
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-12-1　新有楽町ビル11階,35.67556,139.76209,PORTAL POINT YURAKUCHO,https://coworking-search.jp/space/1977/
千代田区,有楽町二丁目,大丸有,東京都千代田区有楽町2-10-1,35.67489,139.76433,goodoffice 東京有楽町,https://coworking-search.jp/space/1845/
千代田区,有楽町二丁目,大丸有,東京都千代田区有楽町2-10-1　東京交通会館ビル6階,35.67489,139.76433,LEAGUE有楽町,https://coworking-search.jp/space/717/
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2-13-1　オカムラ赤坂ビル 9F,35.67480,139.73872,NewWork 赤坂見附,https://coworking-search.jp/space/2157/
渋谷区,西原一丁目,-,"東京都渋谷区西原1-50-8　1F, B1F",35.67450,139.68522,BathHaus,https://coworking-search.jp/space/1778/
中央区,銀座一丁目,-,東京都中央区銀座1-8?19 キラリトギンザ11F,35.67434,139.76868,BINARYSTAR 銀座,https://coworking-search.jp/space/1569/
中央区,八丁堀四丁目,-,東京都中央区八丁堀4?9?4,35.67434,139.77743,FROM ONE SPORTS BASE,https://coworking-search.jp/space/1781/
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-6-3　日比谷頴川エイセンビル 6F?11F,35.67390,139.76068,Vision Works 有楽町,https://coworking-search.jp/space/1328/
中央区,入船一丁目,-,東京都中央区入船一丁目1番24号 ドルフィンkoto入船ビル 6 / 7F,35.67345,139.77709,はぐみっく子連れコワーキングスペース,https://coworking-search.jp/space/1623/
中央区,新川二丁目,-,東京都中央区新川2-21-10　リードシー八丁堀ビル2F/3F,35.67342,139.78220,BIZcomfort 日本橋新川,https://coworking-search.jp/space/1893/
江東区,門前仲町一丁目,-,東京都江東区門前仲町1-13-12　HYPERMIX B1,35.67340,139.79515,HYPERMIX「COFFICE 門前仲町」,https://coworking-search.jp/space/1983/
江東区,門前仲町一丁目,-,東京都江東区門前仲町1-9-13 ウィズビル1階,35.67340,139.79391,room EXPLACE 門前仲町,https://coworking-search.jp/space/1953/
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2-11-1　山王パークタワー 3階,35.67315,139.74069,エグゼクティブセンター 山王パークタワー,https://coworking-search.jp/space/158/
渋谷区,神宮前二丁目,-,東京都渋谷区神宮前2丁目18-21,35.67286,139.70984,kurkku home 神宮前,https://coworking-search.jp/space/1979/
中央区,銀座三丁目,-,東京都中央区銀座3丁目7-6 Circles銀座2F,35.67200,139.76738,Think Lab銀座店,https://coworking-search.jp/space/2313/
渋谷区,神宮前三丁目,-,東京都渋谷区神宮前3-25-18,35.67177,139.70842,THE SHARE 神宮前,https://coworking-search.jp/space/1093/
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1-20-2 FOUND HARAJUKU 3階,35.67173,139.70486,W CAFE,https://coworking-search.jp/space/1577/
中央区,銀座五丁目,-,東京都中央区銀座6-4-8 曽根ビルB1F,35.67161,139.76299,コワーク大内,https://coworking-search.jp/space/1626/
港区,南青山二丁目,-,東京都港区南青山2-2-15,35.67135,139.72388,女性専用シェアオフィス 『ショコラ』,https://coworking-search.jp/space/1545/
港区,北青山二丁目,-,東京都港区北青山2-7-13　プラセオ青山ビル 3階,35.67104,139.71783,青山アラマンダワークコート,https://coworking-search.jp/space/1544/
港区,赤坂二丁目,赤坂,東京都港区赤坂2-16-6　BIZMARKS赤坂,35.67098,139.73828,THE HUB 赤坂,https://coworking-search.jp/space/184/
千代田区,内幸町二丁目,-,東京都千代田区内幸町2-1-1　飯野ビルディング9階,35.67092,139.75267,クロスオフィス日比谷,https://coworking-search.jp/space/2133/
港区,赤坂二丁目,赤坂,東京都港区赤坂2-10-2　吉川ビル2階,35.67083,139.74165,co-ba 赤坂,https://coworking-search.jp/space/1423/
千代田区,霞が関一丁目,虎ノ門広域,東京都千代田区霞が関1-4-1　日土地ビル2階,35.67081,139.75059,SENQ 霞が関,https://coworking-search.jp/space/957/
江東区,東陽三丁目,-,東京都江東区東陽3-27-17　長谷川ビル5階,35.67069,139.81615,room EXPLACE 東陽町,https://coworking-search.jp/space/1954/
渋谷区,神宮前一丁目,-,"東京都渋谷区神宮前1-5-8　神宮前タワービルディング 13階,14階",35.67069,139.70669,エグゼクティブセンター 神宮前タワービル,https://coworking-search.jp/space/1860/
港区,赤坂二丁目,赤坂,東京都港区赤坂2-11-1　DeLCCS溜池山王 8F,35.67043,139.74115,THE HUB SOLO 溜池山王,https://coworking-search.jp/space/2401/
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-1-21　新虎ノ門実業会館 5F,35.67033,139.75046,新虎ノ門実業会館,https://coworking-search.jp/space/192/
渋谷区,神宮前三丁目,-,東京都渋谷区神宮前3-18-16,35.67004,139.70891,MARIA HOUSE,https://coworking-search.jp/space/1603/
中央区,銀座四丁目,-,東京都中央区銀座四丁目10-10 銀座山王ビル 8F,35.67003,139.76701,リロワークス 東銀座,https://coworking-search.jp/space/1625/
江東区,富岡二丁目,-,東京都江東区富岡2-11-18　リードシー門前仲町 4階,35.66997,139.80144,BIZcomfort 門前仲町,https://coworking-search.jp/space/1905/
中央区,銀座三丁目,-,東京都中央区銀座3-14-13　第一厚生館ビル5F,35.66992,139.76918,銀座ビジネスセンター,https://coworking-search.jp/space/178/
千代田区,内幸町一丁目,-,東京都千代田区内幸町1丁目3-1　幸ビルディング,35.66983,139.75602,EXPERT OFFICE GRAND新橋／内幸町,https://coworking-search.jp/space/592/
港区,南青山二丁目,-,東京都港区南青山二丁目15番5号 FARO青山,35.66981,139.72108,FARO青山,https://coworking-search.jp/space/1862/
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-6-13　吉荒ビル 2F,35.66956,139.75268,MY BASIC OFFICE 虎ノ門,https://coworking-search.jp/space/1785/
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-6-13　柏屋ヒ゛ル 1F,35.66955,139.75269,HAKADORU 虎ノ門店,https://coworking-search.jp/space/2176/
中央区,築地一丁目,-,"東京都中央区築地1-7-10　2F, 3F, 4F",35.66955,139.77059,TIMBER's DESK 銀座,https://coworking-search.jp/space/814/
中央区,銀座六丁目,-,東京都中央区銀座6-12-2,35.66929,139.76489,Addroom-Ginza-,https://coworking-search.jp/space/349/
中央区,銀座六丁目,-,"東京都中央区銀座6-13-16　銀座ウォールビル パセラリゾーツ銀座店 B2,B3F",35.66926,139.76512,おしごとパセラ 銀座店,https://coworking-search.jp/space/2204/
渋谷区,神宮前四丁目,-,東京都渋谷区神宮前4-26-28,35.66919,139.70791,ドロップイン原宿,https://coworking-search.jp/space/977/
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-7-5,35.66910,139.75198,BIRTH 虎ノ門,https://coworking-search.jp/space/2102/
中央区,銀座六丁目,-,東京都中央区銀座6丁目13-16 ヒューリック銀座ウォールビル7F,35.66906,139.76493,ベンチャーデスク銀座,https://coworking-search.jp/space/798/
中央区,銀座六丁目,-,東京都中央区銀座6丁目13-5 三愛・星名ビル2階,35.66906,139.76513,いいオフィス 銀座 by MeRISE,https://coworking-search.jp/space/1876/
渋谷区,富ケ谷一丁目,-,東京都渋谷区富ヶ谷1-6-8 モリービル3F,35.66897,139.68955,MAKERS COFFEE,https://coworking-search.jp/space/1620/
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1-18-21　第一日比谷ビル4?7F,35.66869,139.75529,THE HUB 新橋,https://coworking-search.jp/space/185/
中央区,銀座六丁目,-,"東京都中央区銀座六丁目13番9号 GIRAC GINZA 8,9F",35.66864,139.76463,bizcube 銀座,https://coworking-search.jp/space/341/
港区,南青山三丁目,-,東京都港区南青山3-1-5 ラ･クラースビル5F,35.66848,139.71654,スタイル南青山,https://coworking-search.jp/space/1197/
中央区,銀座六丁目,-,東京都中央区銀座6-14-8　銀座石井ビル4～7F,35.66844,139.76527,THE OFFICE 銀座,https://coworking-search.jp/space/175/
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1-16-8　第3西欧ビル 5F,35.66821,139.75665,THE HUB SOLO 新橋,https://coworking-search.jp/space/2402/
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6丁目4-1　原宿八角館ビル 6階,35.66819,139.70554,Biz Platto,https://coworking-search.jp/space/2136/
港区,南青山三丁目,-,東京都港区南青山3-3-3　リビエラ南青山ビル1-4階,35.66812,139.71676,WORKING PARK EN,https://coworking-search.jp/space/2448/
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-33-14　神宮ハイツ1F-201,35.66811,139.70410,TURN harajuku,https://coworking-search.jp/space/902/
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-33-14　神宮ハイツ408号,35.66811,139.70410,ファッション系コワーキングスペース『coromoza』神宮前,https://coworking-search.jp/space/1257/
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1-15-7　新橋NFビル 7F,35.66809,139.75728,NewWork 新橋,https://coworking-search.jp/space/2192/
渋谷区,上原一丁目,-,東京都渋谷区上原1-3-9,35.66805,139.68625,GOOD WORK 代々木八幡,https://coworking-search.jp/space/1618/
港区,赤坂九丁目,六本木,東京都港区赤坂9-2-13,35.66805,139.73212,ninetytwo13,https://coworking-search.jp/space/1530/
中央区,築地三丁目,-,東京都中央区築地3-7-1　TSUKIJI GRANDE 2F,35.66795,139.77364,DMZ WORK 築地,https://coworking-search.jp/space/2100/
港区,南青山三丁目,-,東京都港区南青山三丁目1番30号 エイベックスビル 2F,35.66774,139.71580,CREATIVE BASE avex EYE,https://coworking-search.jp/space/1861/
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-18-6,35.66772,139.75341,クロスオフィス内幸町,https://coworking-search.jp/space/2131/
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-17-6　高嶋ビル4階,35.66756,139.75381,TeaTree Studio 新橋,https://coworking-search.jp/space/1125/
港区,六本木二丁目,六本木,東京都港区六本木2-2-6 福吉町ビル6F,35.66745,139.73896,katanaオフィス六本木,https://coworking-search.jp/space/1556/
港区,西新橋二丁目,虎ノ門,東京都港区西新橋2-4-3　プロス西新橋ビル 6･7F,35.66738,139.75250,THE HUB 新橋 west,https://coworking-search.jp/space/187/
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-10-9 原宿董友ビル4階,35.66736,139.70488,サクラサク（女性専用）,https://coworking-search.jp/space/1570/
港区,北青山三丁目,-,"東京都港区北青山3-5-6　青朋ビル本館2F,3F",35.66734,139.71385,PORTAL POINT AOYAMA,https://coworking-search.jp/space/1978/
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-19-3　カシケイビル2F,35.66674,139.75964,コワーキングスペース『BasisPoint 新橋』,https://coworking-search.jp/space/1418/
港区,南青山三丁目,-,東京都港区南青山3-7-21,35.66629,139.71598,女性のためのコワーキングスペース「SHEworks」,https://coworking-search.jp/space/1576/
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-16-1 ?ニュー新橋ビル9F,35.66628,139.75738,LiFEREE WORK 新橋,https://coworking-search.jp/space/1974/
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-16-1 ニュー新橋ビル305Ｃ,35.66628,139.75738,ニュー新橋コワーキング,https://coworking-search.jp/space/1934/
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-20-15　新橋駅前ビル1号館 6階,35.66621,139.75954,ビステーション新橋,https://coworking-search.jp/space/706/
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2丁目20番15号　新橋駅前ビル1号館4階（402B区画）,35.66621,139.75954,フィルポート,https://coworking-search.jp/space/797/
港区,南青山三丁目,-,東京都港区南青山3-13 Commune 2nd,35.66567,139.71333,みどり荘　表参道,https://coworking-search.jp/space/1170/
港区,北青山三丁目,-,東京港区北青山3-6-7　青山パラシオタワー11F,35.66538,139.71132,サーブコープ 青山パラシオタワー,https://coworking-search.jp/space/2640/
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-17-10　原宿アールビル2F,35.66528,139.70330,モバフ原宿,https://coworking-search.jp/space/1573/
港区,六本木七丁目,六本木,東京港区六本木7-7-7　Tri-Seven Roppongi 8F,35.66514,139.72924,サーブコープ トライセブン ロッポンギ,https://coworking-search.jp/space/2639/
港区,新橋三丁目,虎ノ門広域,東京都港区新橋3-21-6,35.66498,139.75807,おしごとお宿 新橋店,https://coworking-search.jp/space/2296/
港区,六本木三丁目,六本木,東京都港区六本木3-4-33　マルマン六本木ビル 3F,35.66484,139.73612,六本木ビジネスセンター,https://coworking-search.jp/space/191/
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4-3-1 城山トラストタワー4F,35.66464,139.74309,コワーキングスペース「docks」 虎ノ門,https://coworking-search.jp/space/1567/
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1-6-3　ザ ロイヤルパークホテル アイコニック 東京汐留24F,35.66424,139.76054,BIZcomfort ザ ロイヤルパークホテル アイコニック 東京汐留,https://coworking-search.jp/space/2447/
港区,南青山四丁目,-,東京都港区南青山4-17-33　グランカーサ南青山2F,35.66418,139.71823,NAGAYA AOYAMA,https://coworking-search.jp/space/781/
港区,六本木四丁目,六本木,東京都港区六本木4?8?5　和幸ビル 2F,35.66411,139.73334,Kant. WORK LOUNGE,https://coworking-search.jp/space/2482/
港区,南青山五丁目,-,東京都港区南青山5-2-1　ALLIANCE 4F,35.66409,139.71376,青山デザインクラブ,https://coworking-search.jp/space/2326/
港区,六本木七丁目,六本木,東京都港区六本木7-14-23　ラウンドクロス六本木4，5階,35.66378,139.73084,クロスオフィス六本木,https://coworking-search.jp/space/2049/
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-19-15　高野第1ビル5階,35.66340,139.70242,ShareOffice BIGness 渋谷,https://coworking-search.jp/space/1870/
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5-13-1　虎ノ門40MTビル 7階,35.66338,139.74576,コンパスオフィス 虎ノ門40MTビル,https://coworking-search.jp/space/2233/
渋谷区,神南一丁目,-,東京都渋谷区神南1丁目13-4 IDOビル,35.66318,139.70045,Creative House,https://coworking-search.jp/space/837/
港区,六本木七丁目,六本木,東京都港区六本木7-15-7　新六本木ビル5?9F（受付9F）,35.66309,139.73108,SENQ 六本木,https://coworking-search.jp/space/2026/
渋谷区,宇田川町,-,東京都渋谷区宇田川町3-1 渋谷東武ホテル内 地下1階,35.66304,139.69869,勉強カフェ　渋谷スタジオ,https://coworking-search.jp/space/1583/
渋谷区,神南一丁目,-,東京都渋谷区神南1-12-16 和光ビル5F,35.66258,139.70054,RESONANCE POINT 渋谷,https://coworking-search.jp/space/640/
渋谷区,宇田川町,-,東京都渋谷区宇田川町3‐7ヒューリック渋谷公園通りビル,35.66257,139.69889,la billage SHIBUYAヒューリック渋谷公園通りビル,https://coworking-search.jp/space/2268/
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-23-21　渋谷キャスト 1-2F,35.66253,139.70288,クリエイター専用シェアオフィス『co-lab 渋谷キャスト』,https://coworking-search.jp/space/1936/
渋谷区,神南一丁目,-,東京都渋谷区神南1-19-8　渋谷区勤労福祉会館2階,35.66252,139.69963,Coin Space 渋谷神南店,https://coworking-search.jp/space/1335/
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5丁目11-15 虎ノ門KTビル,35.66227,139.74475,シェアル虎ノ門,https://coworking-search.jp/space/1999/
港区,南青山五丁目,-,東京都港区南青山5丁目11-24 グレイセス2F,35.66220,139.71167,クリエイター向けコワーキングスペース「PROP」,https://coworking-search.jp/space/1571/
渋谷区,神南一丁目,-,東京都渋谷区神南1-20-13　??ザ・ミレニアルズ渋谷内,35.66219,139.69975,.andwork 渋谷,https://coworking-search.jp/space/1342/
港区,新橋六丁目,虎ノ門広域,東京都港区新橋6-16-8　レックスビル,35.66203,139.75245,KIZASU@Office 新橋,https://coworking-search.jp/space/1494/
渋谷区,神南一丁目,-,"東京都渋谷区神南1-20-2　第一清水ビル 2階, 3階",35.66191,139.70012,co-ba 神南,https://coworking-search.jp/space/2095/
港区,六本木六丁目,六本木,東京都港区六本木6-2-31 六本木ヒルズノースタワー17階,35.66180,139.73020,エグゼクティブセンター 六本木ヒルズノースタワー,https://coworking-search.jp/space/160/
渋谷区,宇田川町,-,東京都渋谷区宇田川町36-6　 ワールド宇田川ビル 6F,35.66179,139.69748,Agora Tokyo コワーキング スペース,https://coworking-search.jp/space/831/
港区,東新橋二丁目,虎ノ門広域,東京都港区東新橋2-7-3　昭和アステック 1号館,35.66160,139.75684,BIZMARKS 新橋汐留,https://coworking-search.jp/space/820/
渋谷区,神南一丁目,-,東京都渋谷区神南1-21-3 渋谷モディ4F,35.66159,139.70048,Coin Space 渋谷モディ店,https://coworking-search.jp/space/1546/
渋谷区,渋谷一丁目,-,"東京都渋谷区渋谷1-1-3　アミーホール 3,4F",35.66150,139.70736,THE HUB 青山 WEST,https://coworking-search.jp/space/2207/
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-17-1　TOC第2ビル3F,35.66145,139.70306,PORTAL 渋谷,https://coworking-search.jp/space/1394/
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-17-1　TOC第2ビル 2F,35.66145,139.70311,シェアオフィス『HOLSTAR』渋谷,https://coworking-search.jp/space/1256/
港区,南青山五丁目,-,東京都南青山5-12-5 第一和田ビル8階,35.66141,139.71346,Dols dessin 表参道,https://coworking-search.jp/space/1565/
港区,東新橋二丁目,虎ノ門広域,東京都港区東新橋2-10-10 東新橋ビル2Ｆ,35.66119,139.75622,katanaオフィス汐留,https://coworking-search.jp/space/1555/
港区,西麻布一丁目,-,東京都港区西麻布1-8-3,35.66088,139.72563,VXL 六本木,https://coworking-search.jp/space/1563/
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2丁目2-17　TranceWORKS青山ビル,35.66075,139.70831,トランスワークス青山,https://coworking-search.jp/space/1542/
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-7-5 2F,35.66075,139.70626,LiFEREE WORK 渋谷,https://coworking-search.jp/space/1975/
港区,六本木六丁目,六本木,東京都港区六本木6-10-1　六本木ヒルズ森タワー ウェストウォーク6F,35.66066,139.72900,PARK6 powered by bondolfi boncaff? 六本木,https://coworking-search.jp/space/1251/
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-24-7 渋谷宮下パークビルB102,35.66053,139.70197,konochikara 渋谷店,https://coworking-search.jp/space/1617/
港区,六本木六丁目,六本木,東京都港区六本木6丁目10番1号 六本木ヒルズ森タワー49Ｆ,35.66049,139.72885,六本木ヒルズライブラリー,https://coworking-search.jp/space/1553/
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2丁目10-15,35.66033,139.70669,EXPERT OFFICE 渋谷,https://coworking-search.jp/space/165/
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-12-2,35.66025,139.70346,クロスオフィス渋谷,https://coworking-search.jp/space/2280/
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ8階 8 ?（ハチ）,35.65908,139.70374,Creative Lounge MOV,https://coworking-search.jp/space/1850/
渋谷区,道玄坂二丁目,-,東京都渋谷区道玄坂2丁目17-2　トップ美奄 2F,35.65866,139.69659,KOBUSHI BEER LOUNGE & BAR,https://coworking-search.jp/space/2201/
渋谷区,渋谷四丁目,-,東京都渋谷区渋谷4-5-5,35.65862,139.70878,COHSA SHIBUYA,https://coworking-search.jp/space/2017/
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-22-8　名取ビル 3～5階,35.65848,139.70351,アットビジネスセンター渋谷東口駅前,https://coworking-search.jp/space/2222/
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-22-6 幸和ビル10F,35.65848,139.70384,POINT EDGE ShibuyaBASE,https://coworking-search.jp/space/1543/
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-24-12　渋谷スクランブルスクエア 11F,35.65834,139.70225,SHARE LOUNGE,https://coworking-search.jp/space/2195/
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-3-11　一番ビル 5F,35.65828,139.69894,BasisPoint 渋谷店,https://coworking-search.jp/space/2670/
港区,西麻布三丁目,-,東京都港区西麻布3-3-1 長井ビル3F,35.65823,139.72726,KAKUREGA,https://coworking-search.jp/space/1562/
港区,元麻布三丁目,-,東京都港区元麻布 3-1-6,35.65820,139.72850,BLINK 六本木,https://coworking-search.jp/space/1561/
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂一丁目12番5号　渋谷マークシティ,35.65805,139.69806,Coin Space 渋谷マークシティ2号店,https://coworking-search.jp/space/1334/
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-5-16 渋谷3丁目スクエアビル2F,35.65801,139.70681,katanaオフィス渋谷,https://coworking-search.jp/space/1554/
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-6-1　イースト渋谷ビル 3F,35.65791,139.70484,NewWork 渋谷イースト3F,https://coworking-search.jp/space/2151/
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-6-1　イースト渋谷ビル 9F,35.65791,139.70484,NewWork 渋谷イースト9F,https://coworking-search.jp/space/564/
