指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2023/2/8取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件、2022年：553件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67675,139.7611,古今和歌集巻第一断簡〈（高野切）／（寛平の）〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,20130619,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,古文孝経（金沢文庫本）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19760605,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,金銅蓮唐草文透彫経箱,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町,19590627,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,定頼集〈藤原定家筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19360506,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本淡彩山水図〈与謝蕪村筆／宝暦十三年四月の年記がある／六曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19760605,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本著色三十六歌仙切〈（遍昭）／佐竹家伝来〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19370525,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本著色四季日待図〈英一蝶筆〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,20060609,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本墨画花鳥図〈能阿弥筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19980630,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67652,139.7611,紙本墨画淡彩野々宮図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,20181031,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本墨書光厳院宸翰御消息（十一月五日）,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,南北朝,19350430,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本墨書後光厳院宸翰御消息（七月廿九日）,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,南北朝,19350430,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本墨書後小松天皇宸翰御消息（七月廿五日）,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,室町,19400503,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本墨書陽光院御筆御消息（七十三通）,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,桃山,19380704,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,青磁下蕪花生,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19780615,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,青磁袴腰大香炉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19550202,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,禅院額字〈選仏場／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19520329,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,大燈国師墨蹟〈偈頌／（夏日）〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉～南北朝,19610630,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,大燈国師墨蹟〈偈語（興作）／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉～南北朝,19610630,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,太刀〈銘国村／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19490218,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,継色紙（むめのかの）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19870606,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,壺形土器,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,弥生,19740608,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,手鑑「見ぬ世の友」（二百二十九葉）,-,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,日本,奈良～室町,<NULL>,19521122,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,中務集,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19370525,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,伏見天皇宸翰御歌集（五十六首）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19430609,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,藤原定家筆消息〈九月十日／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,鎌倉,19531114,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,明恵上人筆消息,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,鎌倉,19490218,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,理趣経種子曼荼羅,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,20001204,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,楼閣人物螺鈿食籠,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,元,19790606,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,和漢朗詠抄〈巻下／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19640526,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本著色伴大納言絵詞,-,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,平安,<NULL>,19510609,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本墨画青山園荘図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19810609,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本著色西行法師行状絵詞〈巻第一、第二、第四〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,20000627,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本墨画平沙落雁図〈伝牧谿筆／「道有」ノ印アリ〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,南宋,19430609,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本淡彩十二月離合山水図〈池大雅筆／六曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19360506,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,著色絵料紙墨書法華経残闕〈／（扇面写経）〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,平安,19380704,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本墨画山市晴嵐図〈玉澗筆／自賛がある〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,南宋,19520329,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本著色柿本人麿像〈／（佐竹本三十六歌仙切）〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19520719,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本著色梅花書屋図〈田能村竹田筆／天保三年の年記がある〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19630701,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本金地著色祇園祭礼図〈／六曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,桃山,19660611,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本墨画双峰挿雲図〈浦上玉堂筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19660611,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本墨画籠煙惹滋図〈浦上玉堂筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19780615,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本淡彩戸山山荘図〈谷文晁筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19810609,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本著色絵因果経〈巻第三上／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,奈良,19860606,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本著色四季花木図〈／六曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19910621,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,35.67659,139.7607,紙本著色直幹申文絵詞,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19330123,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1 出光美術館 ,35.67675,139.7611,赤楽兎文香合〈光悦作／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,20120906,-,出光美術館,公益財団法人出光美術館,-
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1 出光美術館 ,35.67675,139.7611,柏木菟蒔絵料紙箱及春日野蒔絵硯箱〈小川破笠作／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,20130619,-,出光美術館,公益財団法人出光美術館,-
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内一丁目1番3号,35.68138,139.766,東京駅丸ノ内本屋,-,国宝・重要文化財(建造物),重要文化財,近代／産業・交通・土木,-,大正,20030530,-,-,東日本旅客鉄道株式会社,-
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内二丁目1番1号,35.67896,139.7616,明治生命保険相互会社本社本館,-,国宝・重要文化財(建造物),重要文化財,近代／商業・業務,-,昭和,19970529,-,-,明治生命保険相互会社,-
千代田区,九段南一丁目,-,東京都千代田区九段南一丁目5-1,35.694378,139.751392,旧九段会館,-,登録有形文化財(建造物),その他,建築物,-,昭和前,20190910,-,-,三井住友信託銀行株式会社,合同会社ノーヴェグランデ
千代田区,九段北一丁目,-,東京都千代田区九段北一丁目32-4,35.696186,139.7481,旧山口萬吉邸主屋,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20180510,-,-,株式会社山口萬吉事務所,-
千代田区,九段北一丁目,-,東京都千代田区九段北一丁目32-4,35.696256,139.748017,旧山口萬吉邸門及び塀,-,登録有形文化財(建造物),住宅,その他工作物,-,昭和前,20180510,-,-,-,-
千代田区,皇居外苑,-,東京都千代田区皇居外苑,35.67862,139.7537,旧江戸城外桜田門,櫓門,国宝・重要文化財(建造物),重要文化財,近世以前／城郭,-,江戸中期,19610607,-,-,国(環境省),皇居外苑管理事務所
千代田区,皇居外苑,-,東京都千代田区皇居外苑,35.67855,139.7536,旧江戸城外桜田門,外桜田門,国宝・重要文化財(建造物),重要文化財,近世以前／城郭,-,江戸中期,19610607,-,-,国(環境省),-
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3-28,35.69319,139.7589,学士会館,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20030131,-,-,社団法人学士会,-
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台1-1,35.69771,139.7617,岩宿遺跡出土品,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,旧石器,19750612,-,明治大学,明治大学,-
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台2-9,35.69678,139.7632,医心方〈巻第廿ニ／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19330123,-,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,-
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2-9,35.70097,139.7585,絵唐津松樹文大皿,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19770611,-,梅澤記念館,梅澤記念館,-
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2-9,35.70097,139.7585,古瀬戸黄釉巴文壺,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19530331,-,梅澤記念館,梅澤記念館,-
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台2-9,35.69678,139.7632,古葉略類聚鈔,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19311214,-,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,-
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台2-9,35.69678,139.7632,古律書残篇,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19330123,-,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,-
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台2-9,35.69678,139.7632,秘府略〈巻第八百六十四／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19311214,-,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,-
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台2-9,35.69678,139.7632,不空三蔵表制集〈巻第六／（紙背）〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19330123,-,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,-
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2-9,35.70097,139.7585,釉裏紅草花文大壺,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,元,19690620,-,梅澤記念館,梅澤記念館,-
千代田区,神田駿河台四丁目,-,東京都千代田区神田駿河台四丁目1番3号,35.69799,139.7655,日本ハリストス正教会教団復活大聖堂（ニコライ堂）,-,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,明治,19620621,-,-,日本ハリストス正教会教団,-
千代田区,神田駿河台四丁目,-,東京都千代田区神田駿河台四丁目2-9,35.697814,139.766547,高畠家住宅主屋,-,登録有形文化財(建造物),住宅,建築物,-,大正,20220629,-,-,-,-
千代田区,神田駿河台四丁目,-,東京都千代田区神田駿河台四丁目2-9,35.697803,139.766628,高畠家住宅正門,-,登録有形文化財(建造物),住宅,その他工作物,-,大正,20220629,-,-,-,-
千代田区,神田駿河台四丁目,-,東京都千代田区神田駿河台四丁目2-9,35.697889,139.766586,高畠家住宅塀及び石垣,-,登録有形文化財(建造物),住宅,その他工作物,-,大正,20220629,-,-,-,-
千代田区,神田須田町一丁目,-,東京都千代田区神田須田町1-3-3,35.69608,139.7691,山本歯科医院,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20050209,-,-,-,-
千代田区,神田多町二丁目,-,東京都千代田区神田多町2-9,35.69429,139.7689,松本家住宅主屋,-,登録有形文化財(建造物),産業3次,建築物,-,昭和前,20000428,-,-,-,-
千代田区,西神田一丁目,-,東京都千代田区西神田1-1-12,35.69938,139.7573,カトリック神田教会聖堂,-,登録有形文化財(建造物),宗教,建築物,-,昭和前,20020214,-,-,宗教法人カトリック東京大司教区,-
千代田区,千代田,-,東京都千代田区千代田,35.683934,139.75289,絹本著色春日権現験記絵〈高階隆兼筆／〉,-,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,鎌倉,20210930,20210930,宮内庁三の丸尚蔵館,国（宮内庁三の丸尚蔵館保管）,-
千代田区,千代田,-,東京都千代田区千代田,35.683934,139.75289,絹本著色動植綵絵〈伊藤若冲筆／〉,-,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,江戸,20210930,20210930,宮内庁三の丸尚蔵館,国（宮内庁三の丸尚蔵館保管）,-
千代田区,千代田,-,東京都千代田区千代田,35.683934,139.75289,紙本金地著色唐獅子図〈狩野永徳筆／六曲?風〉,-,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,桃山　（附）江戸,20210930,20210930,宮内庁三の丸尚蔵館,国（宮内庁三の丸尚蔵館保管）,-
千代田区,千代田,-,東京都千代田区千代田,35.683934,139.75289,紙本著色蒙古襲来絵詞,-,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,鎌倉,20210930,20210930,宮内庁三の丸尚蔵館,国（宮内庁三の丸尚蔵館保管）,-
千代田区,千代田,-,東京都千代田区千代田1-1,35.683934,139.75289,屏風土代〈小野道風筆/〉,-,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,-,平安時代,20210930,20210930,宮内庁三の丸尚蔵館,宮内庁,-
千代田区,鍛冶町一丁目,-,東京都千代田区鍛冶町1-10-4,35.69028,139.7727,太洋ビルディング（丸石ビルディング）,-,登録有形文化財(建造物),産業3次,建築物,-,昭和前,20020214,-,-,株式会社大洋商会,-
千代田区,富士見二丁目,-,東京都千代田区富士見2-7-1,35.69569,139.7421,謡本〈百二十番／（車屋本）鳥養道晰筆〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,桃山,19600609,-,法政大学,法政大学,-
千代田区,富士見二丁目,-,東京都千代田区富士見2-7-1,35.69569,139.7421,曲舞〈三十番／（車屋本）鳥養道晰筆〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,桃山,19600609,-,法政大学,法政大学,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園,35.69276,139.7525,旧江戸城清水門,櫓門,国宝・重要文化財(建造物),重要文化財,近世以前／城郭,-,江戸前期,19610607,-,-,国(文部科学省),-
千代田区,北の丸公園,-,東京都千代田区北の丸公園,35.69278,139.7528,旧江戸城清水門,清水門,国宝・重要文化財(建造物),重要文化財,近世以前／城郭,-,江戸前期,19610607,-,-,国(文部科学省),-
千代田区,北の丸公園,-,東京都千代田区北の丸公園,35.69428,139.7493,旧江戸城田安門,田安門,国宝・重要文化財(建造物),重要文化財,近世以前／城郭,-,江戸前期,19610607,-,-,国(文部科学省),-
千代田区,北の丸公園,-,東京都千代田区北の丸公園,35.69405,139.7493,旧江戸城田安門,櫓門,国宝・重要文化財(建造物),重要文化財,近世以前／城郭,-,江戸前期,19610607,-,-,国(文部科学省),-
千代田区,北の丸公園,-,東京都千代田区北の丸公園,35.68963,139.7504,旧近衛師団司令部庁舎,-,国宝・重要文化財(建造物),重要文化財,近代／官公庁舎,-,明治,19721002,-,-,独立行政法人国立美術館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-1,35.69056,139.7547,騎竜観音〈原田直次郎筆　一八九〇年／油絵　麻布〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,近代,20070608,-,東京国立近代美術館,宗教法人護国寺,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-1,35.690568,139.754725,紙本著色黄瀬川陣〈安田靫彦筆/六曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,近代,20110627,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-1,35.690564,139.754692,南風,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,近代,20181031,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-1,35.69056,139.7547,母子〈上村松園筆/絹本著色〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,近代,20110627,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-1,35.690465,139.754491,風蕭々兮易水寒,-,登録美術品,絵画,-,日本,昭和時代,20180612,-,独立行政法人国立美術館　東京国立近代美術館,-,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-1,35.690465,139.754491,木花之佐久夜毘売,-,登録美術品,絵画,-,日本,昭和時代,20190514,-,独立行政法人国立美術館　東京国立近代美術館,-,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-1,35.690465,139.754491,清宵,-,登録美術品,彫刻,-,日本,明治時代,20150811,-,東京国立近代美術館,-,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,吾妻鏡（北条本）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,室町～江戸,19930120,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,阿蘭陀本草和解〈野呂玄丈抄訳／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19990607,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,管見抄〈（第三冊欠）／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,国絵図並郷帳,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19830606,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,元版全相平話,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19550622,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,公文録（図表共）並索引,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,明治,19980630,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,貞享暦〈渋川春海筆／（巻四補写本）〉,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19940628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,正保城絵図,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19860606,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,諸宗末寺帳,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19890612,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,庶物類纂,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19960627,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,庶物類纂図翼,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19960627,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,尋憲記,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,室町～安土桃山,20110627,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版頴浜先生大全文集,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版鉅宋広韻,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版周易新講義,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
