指標名,ギャラリー,,,,,,
出典,TokyoArtBeat(Gallery),,,,,,
年次,2023/3/22取得,,,,,,
URL,http://www.tokyoartbeat.com/venues/Gallery,,,,,,
備考,（2020年度：577件、2021年度：766件、2022年度：555件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ウェブサイト
中央区,銀座六丁目,-,東京都中央区銀座6-13-7 新保ビル3F,35.668797,139.764958,ギャルリー志門,http://g-simon.com/
中央区,銀座五丁目,-,東京都中央区銀座5-7-2 三愛ドリームセンター 8F・9F,35.671241,139.764767,RICOH ART GALLERY,https://artgallery.ricoh.com/
中央区,銀座四丁目,-,東京都中央区銀座4-4-13 琉映ビル 4F,35.672117,139.764764,Gallery 58,https://www.gallery-58.com/
中央区,銀座八丁目,-,東京都中央区銀座8-18-11 銀座エスシービル,35.665931,139.764614,AJC TOKYO,
中央区,銀座六丁目,-,東京都中央区銀座6-12-14 銀緑館2F,35.669133,139.764573,銀座 黒田陶苑アネックス,https://kurodatouen.com/index_jp.html
中央区,銀座七丁目,-,東京都中央区銀座7-13-22 磯部ビル2F,35.668236,139.764474,牧神画廊／pboxx (ピーボックス),http://pierota.co.jp/
千代田区,有楽町二丁目,大丸有,東京都千代田区有楽町2-10-1 東京交通会館 B1F,35.67495,139.764349,ギャラリー玻瑠,https://www.kotsukaikan.co.jp/gallery_area/1109/
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内2,35.678688,139.764189,行幸地下ギャラリー,
中央区,銀座七丁目,-,東京都中央区銀座7-12-5 銀星ビル7F,35.668247,139.764067,nada art gallery,http://nadaartgallery.com/
中央区,銀座六丁目,-,東京都中央区銀座6-10-1,35.669595,139.764032,FOAM CONTEMPORARY,https://store.tsite.jp/ginza/event/foam-contemporary/?input_order=event&
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内2-4-1 丸の内ビルディング1F,35.680674,139.763838,H.P.FRANCE WINDOW GALLERY,http://hpgrpgallery.com/window/
中央区,銀座五丁目,-,東京都中央区銀座4-1-2 銀座駅コンコース,35.672189,139.763716,メトロ銀座ギャラリー,https://www.metrocf.or.jp/jigyou/gallery_ginza/
中央区,銀座五丁目,-,東京都中央区銀座5-5-15,35.671353,139.763399,養清堂画廊,http://www.yoseido.com/index_J.html
中央区,銀座八丁目,-,東京都中央区銀座8-15-10 Dia Heights 904,35.666039,139.763331,Ginza the Edge,
中央区,銀座五丁目,-,東京都中央区銀座5-5-9 アベビル3階,35.670983,139.763311,ナカジマアート,http://www.nakajima-art.com/
中央区,銀座七丁目,-,東京都中央区銀座7-11-11 長谷川ビル 3F,35.668086,139.763233,十一月画廊,http://juichigatsu-g.com/
中央区,銀座七丁目,-,東京都中央区銀座7-10-8 第五太陽ビル B1F,35.668444,139.76302,シロタ画廊,http://www.gaden.jp/shirota.html
中央区,銀座五丁目,-,東京都中央区銀座5-4-9 3F,35.671357,139.762978,CHROME HEARTS GINZA,https://www.chromehearts.com
中央区,銀座五丁目,-,東京都中央区銀座5-3-16,35.671872,139.762974,日動画廊,http://www.nichido-garo.co.jp/
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-3-1 新東京ビル1F 紫野和久傳内,35.677438,139.762931,白 marunouchi,https://www.hakumarunouchi.com/
中央区,銀座七丁目,-,東京都中央区銀座7-10-11 日本アニメーションビル1F,35.668213,139.762858,たけだ美術,http://www.takeda-bijyutu.com/
中央区,銀座八丁目,-,東京都中央区銀座8-12-13 豊川ビル1F,35.667547,139.762828,クオリアジャンクション,
中央区,銀座八丁目,-,東京都中央区銀座8-10-4 和孝銀座8丁目ビル 1F,35.667895,139.762653,ART FOR THOUGHT,http://artforthought.jp/
中央区,銀座六丁目,-,東京都中央区銀座6-7-16 第一岩月ビル3F,35.67058,139.76257,ヒロ画廊,https://www.hirogallery.com/
中央区,銀座五丁目,-,東京都中央区銀座5-3-12 壹番館ビルディング B1F,35.671557,139.762567,思文閣銀座,https://www.shibunkaku.co.jp/
中央区,銀座七丁目,-,東京都中央区銀座7-7-2  DNP銀座ビル 1F/B1,35.669692,139.762533,ギンザ・グラフィック・ギャラリー,https://www.dnpfcp.jp/gallery/ggg/
中央区,銀座五丁目,-,東京都中央区銀座5-3-12  壹番館ビルディング３階,35.67155,139.7625,ギャラリー桜の木 銀座,http://www.sakuranoki.co.jp/
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-4-1 新国際ビル 1F,35.67611,139.762485,エプサイトギャラリー（epSITE）,http://www.epson.jp/epsite/
中央区,銀座八丁目,-,東京都中央区銀座8-10-5 7F,35.66782,139.762423,東京画廊＋BTAP,http://www.tokyo-gallery.com/
中央区,銀座七丁目,-,東京都中央区銀座7-7-4 本店浜作ビルB1F,35.669559,139.762364,SPACE TGC,http://www.spacetgc.com/
中央区,銀座八丁目,-,東京都中央区銀座8-10-7 東成ビル B2F,35.667626,139.762153,ヴァニラ画廊,http://www.vanilla-gallery.com
中央区,銀座八丁目,-,東京都中央区銀座8-8-3 東京銀座資生堂ビル B1F,35.668584,139.762045,資生堂ギャラリー,http://www.shiseido.co.jp/gallery/
中央区,銀座七丁目,-,東京都中央区銀座7-7-16,35.669389,139.761904,GALLERY HAYASHI + ART BRIDGE,https://g-hayashi-artbridge.com/
中央区,銀座六丁目,-,東京都中央区銀座6-4-1 2F,35.671697,139.761817,ライカギャラリー東京,https://leica-camera.com/ja-JP/leica-galleries/overview
中央区,銀座七丁目,-,東京都中央区銀座7-5-4,35.670097,139.761727,ギャルリーためなが,http://www.tamenaga.com/
中央区,銀座七丁目,-,東京都中央区銀座7-5-4 毛利ビル 5F,35.670139,139.761649,77 Gallery,http://www.77gallery.com/
中央区,銀座六丁目,-,東京都中央区銀座6-5-11　第15丸源ビル1階,35.670708,139.761648,シルクランド画廊,http://www.silkland.co.jp/
中央区,銀座八丁目,-,東京都中央区銀座8-8-19 2F,35.668516,139.761556,Wada Fine Arts,http://www.wadafinearts.com/
中央区,銀座六丁目,-,東京都中央区銀座6-4-7 いらか銀座ビル8F,35.671152,139.761553,ギャラリー上田,http://gallery-ueda.com/
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3-18-3,35.693165,139.761479,見本帖本店,https://www.takeo.co.jp/finder/mihoncho/
中央区,銀座八丁目,-,東京都中央区銀座8-8-17 伊勢萬ビル8F,35.668309,139.761411,兜屋画廊,http://www.gallery-kabutoya.com/
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-10-1 有楽町ビル1F,35.674921,139.761366,CADAN有楽町,https://cadan.org/cadan-yurakucho/
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3-18 ほほ?日神田ヒ?ル1F,35.693436,139.761348,TOBICHI東京,http://www.1101.com/tobichi/
中央区,銀座六丁目,-,東京都中央区銀座6-3-16 泰明ビル本館501,35.671617,139.761147,FBIギャラリー,https://www.instagram.com/fbi_ginza/
中央区,銀座八丁目,-,東京都中央区銀座8-6-25 河北新報ビル5F,35.6692,139.76107,永井画廊,http://www.nagai-garou.com/
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-21-1 文房堂ビル4F,35.695247,139.760982,文房堂ギャラリー,http://www.bumpodo.co.jp/
中央区,銀座七丁目,-,東京都中央区銀座7-3-5 ヒューリックG7ビル1F&B1F,35.670722,139.760884,泰明画廊,http://www.taimei-g.com/
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-13-1,35.67583,139.760838,第一生命ギャラリー,http://www.dai-ichi-life.co.jp/dsr/society/contribution/gallery.html
中央区,銀座七丁目,-,東京都中央区銀座7-3-5 ヒューリック銀座7丁目ビル B1F,35.670561,139.760831,ガーディアン・ガーデン,http://rcc.recruit.co.jp/gg/
中央区,銀座七丁目,-,東京都中央区銀座7-4-12 銀座メディカルビル1F,35.669818,139.760717,Shinwa Priv・Gallery,https://www.shinwa-prive.com/
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-25-1 神保町会館3F,35.695009,139.760612,Bohemian’s Guild CAGE,https://www.bohemiansguild.com/
中央区,銀座七丁目,-,東京都中央区銀座7-3-15 ぜん屋ビル1F,35.670517,139.760531,ギャラリー広田美術,http://www.hirota-b.co.jp/
港区,海岸一丁目,-,東京都港区海岸1-15-1,35.652863,139.760523,東京パブリッシングハウス,http://www.artbook-tph.com/tph/index.html
中央区,銀座八丁目,-,東京都中央区銀座8-4-25,35.669353,139.760217,吉井画廊,https://galerie-yoshii.com/
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1-4-2 丸紅ビル3F,35.690625,139.759737,丸紅ギャラリー,https://www.marubeni.com/gallery/
中央区,銀座八丁目,-, 東京都中央区銀座8-2-110 高速道路ビル,35.669847,139.759631,銀座アートホール,http://ginza-arthall.com/
中央区,銀座八丁目,-,東京都中央区銀座8-4-17 リクルートGINZA8ビル 1F,35.668603,139.759481,クリエイションギャラリーG8,http://rcc.recruit.co.jp/g8/index.html
千代田区,神田猿楽町二丁目,-,東京都千代田区猿楽町2-2-1 澤田ビル202,35.698691,139.759196,The White,http://www.the-white-jp.com/
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-8 山田ビル 7F,35.696167,139.758833,ギャラリーそうめい堂,https://www.soumei.biz/
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-11 2F,35.695561,139.758619,gallery 福果,
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2-14-19,35.696822,139.75717,GALLERY KOGURE,https://gallerykogure.com/
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2-11 三橋ビル1F,35.695322,139.756504,art gallery & Legion,https://legion.jp
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2-20 第2富士ビルディング3F,35.69715,139.756415,TANA Gallery Bookshelf,http://tanagallerybookshelf.com/
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2-11-4 メゾン・ド・ヴィレ神田神保町 1F,35.695381,139.756335,AMMON TOKYO,http://www.ammon.co.jp/
千代田区,西神田二丁目,-,東京都千代田区西神田2-3-5 千栄ビル1Ｆ,35.697969,139.75506,Gallery mestalla (ギャラリーメスタージャ),http://www.gallerymestalla.co.jp/
港区,新橋五丁目,虎ノ門広域,東京都港区新橋5-19-15 アド・タイヘイビル 1F,35.663229,139.754256,いつき美術画廊,http://itsukiart.com/
千代田区,西神田二丁目,-,東京都千代田区西神田2-5-11 出版輸送ビル3F,35.699145,139.753911,GALLERY 2511,https://gallery.2511.jp/
千代田区,西神田三丁目,-,東京都千代田区西神田3-8-5,35.698907,139.753292,nuisance galerie,https://www.facebook.com/nuisance.tokyo
港区,西新橋二丁目,虎ノ門,東京都港区西新橋2-17-1 八雲ビル 3F,35.666392,139.750785,CURATOR’S CUBE,https://curatorscube.com/
港区,西新橋二丁目,虎ノ門,東京都港区西新橋2-17-1 八雲ビル 4F,35.666416,139.750767,THE LOOP GALLERY,https://www.theloopgallery.jp/
品川区,東品川二丁目,-,東京都品川区東品川2-6-10 寺田倉庫株式会社本社ビル2F,35.620908,139.748712,T-Art Hall,
品川区,東品川二丁目,-,東京都品川区東品川2-2-43 T33ビル1F,35.622944,139.748212,IMA gallery,https://imaonline.jp/imaproject/ima-gallery/
千代田区,九段南二丁目,-,東京都千代田区九段南2-2-8 松岡九段ビルディング205,35.694322,139.747189,成山画廊,http://www.gallery-naruyama.com/
千代田区,九段南二丁目,-,東京都千代田区九段南2-1-17 パークマンション千鳥ヶ淵 1F,35.691457,139.746864,ギャラリー册,http://www.satsu.jp/
品川区,東品川一丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 4F,35.61916,139.746609,ANOMALY,http://anomalytokyo.com/top/
品川区,東品川一丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 5F,35.61916,139.746609,KOSAKU KANECHIKA,http://kosakukanechika.com/
品川区,東品川一丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 3F,35.61916,139.746609,KOTARO NUKAGA,https://www.kotaronukaga.com/
品川区,東品川一丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 3F,35.61916,139.746609,児玉画廊｜天王洲,http://www.kodamagallery.com/
品川区,東品川一丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 5F,35.61916,139.746609,SCAI PARK,http://www.scaithebathhouse.com/park/ja/
品川区,東品川一丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 3F,35.619205,139.746598,YUKA TSURUNO GALLERY,http://yukatsuruno.com/
品川区,東品川一丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 1F,35.619205,139.746598,MAKI（天王洲）,https://www.makigallery.com/ja/
品川区,東品川一丁目,-,"東京都品川区東品川1-33-10 TERRADA Art Complex 3F, 5F",35.619205,139.746598,Takuro Someya Contemporary Art,http://tsca.jp/
品川区,東品川一丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEXⅡ4F,35.619797,139.746306,タカ・イシイギャラリー ビューイングルーム,https://www.takaishiigallery.com/jp/
品川区,東品川一丁目,-,東京都品川区東品川 1-32-8 TERRADA Art Complex II 2F,35.619797,139.746306,TOKYO INTERNATIONAL GALLERY,https://tokyointernationalgallery.co.jp/ja/
品川区,東品川一丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEX II 1F,35.619797,139.746306,YUKIKOMIZUTANI,https://yukikomizutani.com/japanese/
品川区,東品川一丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEXⅡ1F,35.619797,139.746306,MAKI（天王洲 II）,https://www.makigallery.com/ja/
品川区,東品川一丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEXⅡ3F,35.619797,139.746306,THE ANZAI GALLERY,https://www.theanzaigallery.com/
品川区,東品川一丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEX II 2F,35.619797,139.746306,gallery UG Tennoz,http://gallery-ug.com/ja/
品川区,東品川一丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEXⅡ304,35.619797,139.746306,SOKYO ATSUMI,http://gallery-sokyo.jp/
品川区,東品川一丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEX II 2F,35.619797,139.746306,MU GALLERY,https://www.mugallery-tokyo.com/
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4-1-40 江戸見坂森ビル1F,35.666454,139.745141,VLC Gallery by AKIO NAGASAWA,https://vlcgallery.com/
品川区,北品川二丁目,-,東京都品川区北品川2-25-17,35.618383,139.744606,TATARABA,https://tataraba-tataraba.jimdo.com/
港区,東麻布二丁目,-,東京都港区東麻布2-3-4 TKBビル3F,35.657409,139.742864,PGI,http://www.pgi.ac/
千代田区,平河町一丁目,-,東京都千代田区平河町1-8-9 B1F,35.682601,139.741446,MATTER,https://www.instagram.com/matter.tokyo/
千代田区,平河町一丁目,-,東京都千代田区平河町1-8-9 B1F,35.682639,139.741412,A.N.D.gallery,https://www.a-n-d-now.tokyo/
港区,港南二丁目,-,東京都港区港南2-16-6 キヤノンSタワー 2F,35.625714,139.740769,オープンギャラリー1・2,http://cweb.canon.jp/gallery/schedule/shinagawa.html
港区,港南二丁目,-,東京都港区港南2-16-6 キヤノンSタワー 1F,35.625714,139.740769,キヤノンギャラリーS,http://cweb.canon.jp/gallery/schedule/shinagawa.html
港区,東麻布二丁目,-,東京都港区東麻布2-12-4 信栄ビル 1F,35.657667,139.740175,Take Ninagawa,http://www.takeninagawa.com/
港区,麻布台三丁目,-,東京都港区麻布台3-5-5 株式会社アトランティックカーズ内,35.660226,139.74005,Rikka Gallery,https://www.rikkagallery.com/
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2-17-8 千代田ハウス B1F,35.677468,139.739974,ナガイファインアーツ,
港区,赤坂二丁目,赤坂,東京都港区赤坂2-23-1 アークヒルズフロントタワー 1F,35.668123,139.739483,MARUEIDO JAPAN,http://www.marueidojapan.com/
新宿区,市谷田町三丁目,-,東京都新宿区市谷田町3-13 神楽ビル 2F,35.696617,139.739306,ミヅマアートギャラリー（市ヶ谷）,https://mizuma-art.co.jp/
港区,麻布台一丁目,虎ノ門,東京都港区麻布台1-1-20 麻布台ユニハウス112,35.662867,139.739177,ウナックサロン,http://www.unac.co.jp/salon_currente.html
千代田区,平河町二丁目,-,東京都千代田区平河町2-4-7 スタンプスタンダードショールーム内,35.682063,139.738667,フラットリバーギャラリー,https://f-r-gallery.tokyo/
新宿区,市谷砂土原町三丁目,-,東京都新宿区市谷砂土原町3-19,35.697849,139.737988,Artemiss Contemporary,
港区,東麻布三丁目,-,東京都港区東麻布3-4-6 1F,35.65731,139.737763,Cale,http://www.cale.jp
新宿区,西五軒町,-,東京都新宿区西五軒町5-1 エーワビル 3F,35.706318,139.737689,スプラウト・キュレーション,http://sprout-curation.com/
新宿区,西五軒町,-,東京都新宿区西五軒町5-1 エーワビル1F,35.706318,139.737689,Maki Fine Arts,http://www.makifinearts.com/jp/
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2-14-3 赤坂東急プラザ2階,35.678108,139.737307,丸の内ギャラリー,http://www.marunouchigallery.com
千代田区,九段南四丁目,-,東京都千代田区九段南4-8-21,35.691078,139.737043,山脇ギャラリー,http://yamawaki-gallery.com/
新宿区,南町,-,東京都新宿区南町6,35.698535,139.736926,√K Contemporary,https://root-k.jp/
港区,六本木五丁目,六本木,東京都港区六本木5-17-1 AXISビル3F,35.661284,139.736722,IMA CONCEPT STORE,https://www.facebook.com/imaconceptstore
港区,六本木五丁目,六本木,東京都港区六本木5-17-1 AXISビル3F,35.661284,139.736722,サボア・ヴィーブル,http://savoir-vivre.co.jp/
港区,六本木五丁目,六本木,東京都港区六本木5-17-1 AXISビル2F,35.661361,139.736681,amanaTIGP,http://www.takaishiigallery.com/
港区,六本木五丁目,六本木,東京都港区六本木5-17-1 AXISビル4F,35.66132,139.7365,アクシス ギャラリー,https://center.axisinc.co.jp/floorguide/axisgallery/
港区,南麻布二丁目,-,東京都港区南麻布2-8-17 鳥海ビル1F,35.64838,139.735778,MYD Gallery,https://www.mydgallery.jp/
港区,高輪一丁目,-,東京都港区高輪1-7-11 白金高輪ビル3F,35.642167,139.735001,room021 by ozi design works inc.,http://www.ozidesignworks.com/
新宿区,改代町,-,東京都新宿区改代町40,35.706984,139.73479,BOOTLEG Gallery,https://bootleg.co.jp/gallery/
港区,赤坂六丁目,赤坂,東京都港区赤坂6-4-10 赤坂ZENビル2F,35.670088,139.734753,HULS GALLERY TOKYO,https://hulsgallerytokyo.com/
港区,麻布十番二丁目,-,東京都港区麻布十番2-9-4,35.655089,139.734745,パレットギャラリー 麻布十番,http://palette-gallery.jp/
新宿区,矢来町,-,東京都新宿区矢来町114 高橋ビルB2F,35.704041,139.73467,CAVE-AYUMIGALLERY,https://caveayumigallery.tokyo
新宿区,矢来町,-,東京都新宿区矢来町114,35.704041,139.73467,アユミギャラリー,http://www.ayumi-g.com
港区,麻布十番一丁目,-,東京都港区麻布十番1-7-2 エスポアール麻布102,35.656517,139.734512,麻布十番ギャラリー,http://azabujuban-gallery.com/
品川区,大崎一丁目,-,東京都品川区大崎1-15-9 光村ビル1F,35.61781,139.7337,光村グラフィック・ギャラリー,https://www.mitsumura.co.jp/csr/mgg/
新宿区,矢来町,-,東京都新宿区矢来町123 第一矢来ビル1F かもめブックス内,35.70411,139.733528,"ondo kagurazaka, tokyo",http://kamomebooks.jp/
港区,六本木五丁目,六本木,東京都港区六本木5-9-20,35.661716,139.733039,Art & Science gallery lab AXIOM,https://www.facebook.com/pg/artscienceaxiom/
港区,六本木五丁目,六本木,東京都港区六本木5-9-20,35.661716,139.733039,hiromiyoshii roppongi,http://www.hiromiyoshii.com/
港区,六本木五丁目,六本木,東京都港区六本木5-10-33 ストライプハウスビル3F,35.66048,139.732842,ストライプハウスギャラリー,http://striped-house.com/
港区,元麻布三丁目,-,東京都港区元麻布3丁目12番地3号,35.65621,139.732323,元麻布ギャラリー,http://www.motoazabu-gallery.com
港区,赤坂九丁目,六本木,東京都港区赤坂9-2-13,35.668089,139.7321,ninetytwo 13 gallery,https://tokyochapter.com/
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビル3F,35.661997,139.731462,ケンジタキギャラリー / 六本木（期間限定プロジェクト）,https://www.kenjitaki.com/
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビル 4F,35.661997,139.731462,フィリップス東京,https://www.phillips.com/
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビル 2F,35.661997,139.731462,KOTARO NUKAGA（六本木）,https://www.kotaronukaga.com/
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビル2F,35.661997,139.731462,Yutaka Kikutake Gallery,http://www.ykggallery.com/
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビル 3F,35.661997,139.731462,SCAI PIRAMIDE,https://www.scaithebathhouse.com/ja/
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビル1F,35.661997,139.731462,ギャラリーペロタン東京,
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビル3F,35.661844,139.731395,ワコウ・ワークス・オブ・アート,https://www.wako-art.jp/
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビル4F,35.661844,139.731395,TARO NASU,http://www.taronasugallery.com/
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビル 2F,35.661844,139.731395,Zen Foto Gallery,http://www.zen-foto.jp/
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビル 3F,35.661844,139.731395,オオタファインアーツ,http://www.otafinearts.com/
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-1 ミッドタウン・タワー 5F,35.666189,139.731258,東京ミッドタウン・デザインハブ,http://www.designhub.jp
港区,南麻布三丁目,-,東京都港区南麻布3-20-1 麻布グリーンテラス5F,35.647605,139.731217,Mizenka Gallery,http://www.mizenka.com
港区,南麻布三丁目,-,東京都港区南麻布3-9-11 パインコーストハイツ 1F,35.650057,139.731137,MISA SHIN GALLERY,https://www.misashin.com/
港区,六本木六丁目,六本木,東京都港区六本木6-5-24 complex665 2F,35.661622,139.73097,シュウゴアーツ,http://www.shugoarts.com/
港区,六本木六丁目,六本木,東京都港区六本木6-5-24 complex665 3F,35.661622,139.73097,タカ・イシイギャラリー,http://www.takaishiigallery.com/
品川区,北品川六丁目,-,東京都品川区北品川6-2-10 島津山ペアシティ 201,35.626946,139.730832,gallery 201,http://gallery201.jimdo.com/
港区,六本木六丁目,六本木,東京都港区六本木6-2-6 サンビル第3 2F,35.662027,139.730703,GALLERY MoMo Projects,http://www.gallery-momo.com/
新宿区,矢来町,-,東京都新宿区矢来町32?2,35.702998,139.730577,eitoeiko,http://eitoeiko.com/
港区,六本木七丁目,六本木,東京都港区六本木7-8-9 深作眼科ビル1F,35.664708,139.730173,Hideharu Fukasaku Gallery Roppongi,http://www.f-e-i.jp/
港区,赤坂八丁目,赤坂,東京都港区赤坂8-8-10 AKASAKA8ビル 202,35.67036,139.7299,北井画廊,http://www.kitaikikaku.co.jp/gallery
港区,白金三丁目,-,東京都港区白金3-1-15 白金アートコンプレックス 4F,35.646802,139.729639,ロンドンギャラリー,http://www.londongallery.co.jp/
港区,赤坂九丁目,六本木,東京都港区赤坂9-6-16,35.666889,139.729277,Space A9（スペースエーナイン）,http://spacea9.com
港区,六本木七丁目,六本木,東京都港区六本木7-18-8 岸田ビル 2F,35.662156,139.729277,CLEAR GALLERY TOKYO,https://cleargallerytokyo.com/
港区,六本木六丁目,六本木,東京都港区六本木6-10-1 六本木ヒルズ森タワー ウェストウォーク 3F,35.660383,139.729255,ROPPONGI HILLS A/D GALLERY,http://www.mori.art.museum/jp/shop/
新宿区,四谷一丁目,-,東京都新宿区四谷1-7-12 日本写真会館5F,35.68693,139.7286,ポートレートギャラリー,https://sha-bunkyo.or.jp/gallery/
港区,六本木七丁目,六本木,東京都港区六本木7-6-5 六本木栄ビル 3F,35.664475,139.728533,s+arts,https://www.splusarts.com/
品川区,東五反田二丁目,-,東京都品川区東五反田2-5-15,35.624932,139.72838,ギャラリー テオ,http://www.galleryteo.com/
港区,白金台三丁目,-,東京都港区白金台3-3-1 G&Dアルケミックハウス2F,35.636594,139.728357,東京妙案GALLERY,http://www.tokyomyoangallery.com/
港区,赤坂七丁目,赤坂, 東京都港区赤坂7-3-38,35.673371,139.728341,カナダ大使館高円宮記念ギャラリー,https://www.canadainternational.gc.ca/japan-japon/
港区,六本木七丁目,六本木,東京都港区六本木7-21-24,35.663755,139.728016,クマ財団ギャラリー,https://kuma-foundation.org/gallery/
港区,六本木七丁目,六本木,東京都港区六本木7-21-24 THE MODULE roppongi 101,35.66375,139.728,OTA FINE ARTS 7CHOME,https://www.otafinearts.com/ja/
港区,六本木七丁目,六本木,東京都港区南青山1-26-4 六本木ダイヤビル3F,35.666756,139.727436,ギャラリー・アートアンリミテッド,http://www.artunlimited.co.jp/
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町574 TSURU-1 1F,35.709299,139.727286,Gallery A,https://www.gallery-a.art/
港区,元麻布二丁目,-,東京都港区元麻布2-3-30 元麻布クレストビル B1F,35.653948,139.727262,Kaikai Kiki Gallery,http://gallery-kaikaikiki.com/
港区,南青山一丁目,-,東京都港区南青山1-24-3 TOTO乃木坂ビル3F,35.667478,139.726719,ギャラリー・間,http://www.toto.co.jp/gallerma/
港区,南青山一丁目,-,東京都港区南青山1-15-2 南青山スタジオフラットB1-II,35.670121,139.726438,Art-U room,http://www.art-u-room.com/
港区,南青山一丁目,-,東京都港区南青山1-11-39 1139南青山 2F,35.670329,139.725637,ギャラリー石榴 南青山ルーム,http://www.g-sekiryu.com/
港区,西麻布一丁目,-,東京都港区西麻布1-8-12 Barbizon61 1F・2F,35.660541,139.72488,GALLERY SIDE 2,https://www.galleryside2.net/
港区,西麻布三丁目,-,東京都港区西麻布3-13-15 パロマプラザB2F,35.657194,139.724104,K-Gallery,
港区,西麻布三丁目,-,東京都港区西麻布3-24-20 霞町テラス 6F,35.659489,139.723814,ア・ライトハウス・カナタ,https://lighthouse-kanata.com/
港区,西麻布三丁目,-,東京都港区西麻布3-24-19 山王商会西麻布ビル1F-B1F,35.65938,139.723796,Gallery Ether（ギャラリーイーサ）,https://www.galleryether.com/
港区,南青山二丁目,-,東京都港区南青山2-7-9,35.670119,139.723242,サイト青山,http://site-aoyama.air-nifty.com/
港区,西麻布二丁目,-,東京都港区西麻布2-13-12 早野ビル404,35.659952,139.723004,SNOW Contemporary,http://www.snowcontemporary.com/
港区,西麻布一丁目,-,東京都港区西麻布1-15-15 浅井ビル 1F,35.661761,139.722957,CALM & PUNK GALLERY,http://www.calmandpunk.com
港区,南麻布五丁目,-,東京都港区南麻布5-11-12 TOGOビル B1F,35.653071,139.722889,エモン・フォトギャラリー,http://www.emoninc.com/
港区,南麻布五丁目,-,東京都港区南麻布5-10-37 Esq広尾2F,35.653981,139.722788,Shintaro Akatsu Gallery,
港区,西麻布二丁目,-,東京都港区西麻布2-12-4 小倉ビル3Ｆ,35.661141,139.722535,NANATASU GALLERY,https://twitter.com/nanatasugallery
港区,西麻布二丁目,-,東京都港区西麻布2-11-10 霞町ビル 3F,35.661645,139.722195,art gallery closet,http://www.gallery-closet.jp/
港区,西麻布二丁目,-,東京都港区西麻布2-25-11 1F,35.660001,139.72197,KONTACTO EAST GALLERY,http://kontacto.jp
港区,南青山二丁目,-,東京都港区南青山2-10-14 Aoyama Annex 1F,35.671176,139.721534,画廊くにまつ青山,http://www.gka.tokyo/
港区,南青山二丁目,-,東京都港区西麻布2-7-5-5F,35.66217,139.721434,KANA KAWANISHI PHOTOGRAPHY,http://www.kanakawanishi.com/
