指標名,食べログアワード受賞レストラン,,,,,,,,,,,,,
出典,The Tabelog Award 2023,,,,,,,,,,,,,
年次,2023年,,,,,,,,,,,,,
URL,https://award.tabelog.com/restaurants,,,,,,,,,,,,,
備考,（2019年度：275件、2020年度：208件、2021年度：211件、2022年度：147件）　※前年のThe Tabelog Award 2021では全536店舗受賞のうち、211店舗が対象。今年の2023では、全470店舗受賞のうち、147店舗が対象。,,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ジャンル,アワード,受賞・選出歴,星数,口コミ数,夜予算,昼予算,URL
新宿区,四谷三栄町,-,東京都新宿区三栄町7 ＪＨＣビル 1F,35.68786,139.72700,北島亭,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.17,416 件,"￥20,000～￥29,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1309/A130902/13000945/
中央区,銀座六丁目,-,東京都中央区銀座6-3-15,35.67146,139.76095,きよ田,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.04,194 件,"￥60,000～￥79,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1301/A130101/13070238/
中央区,銀座二丁目,-,東京都中央区銀座2-10-11 マロニエ通り銀座館 2F,35.67207,139.76831,銀座 大石,フレンチ / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.32,422 件,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1301/A130101/13238352/
中央区,銀座七丁目,-,東京都中央区銀座7-4-5 銀座745ビル 3F,35.67013,139.76110,銀座 きた福,魚介料理・海鮮料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店,3.96,182 件,"￥60,000～￥79,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1301/A130101/13183900/
中央区,銀座二丁目,-,東京都中央区銀座2-8-17 ハビウル銀座2 B1,35.67297,139.76787,銀座 しのはら,日本料理 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.58,792 件,"￥40,000～￥49,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1301/A130101/13200949/
中央区,銀座四丁目,-,東京都中央区銀座4-5-5 ミキモトビル Ｂ１Ｆ,35.67187,139.76541,銀座 レカン,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,3.9,469 件,"￥30,000～￥39,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1301/A130101/13002444/
中央区,銀座三丁目,-,東京都中央区銀座3-3-6 銀座モリタビル 7F,35.67312,139.76552,銀座ふじやま,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.03,97 件,"￥50,000～￥59,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1301/A130101/13232735/
新宿区,四谷一丁目,-,東京都新宿区四谷1-9-4,35.68600,139.72807,くすのき,天ぷら / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 天ぷら 百名店 2022 選出店 食べログ 天ぷら 百名店 2022 選出店,4.34,225 件,"￥60,000～￥79,999","￥30,000～￥39,999",https://tabelog.com/tokyo/A1309/A130902/13223239/
港区,芝公園一丁目,-,東京都港区芝公園1-7-10,35.65742,139.75265,くろぎ,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.15,287 件,"￥80,000～￥99,999","￥50,000～￥59,999",https://tabelog.com/tokyo/A1314/A131401/13094789/
港区,西麻布三丁目,-,東京都港区西麻布3丁目17-23 プティコワン西麻布2F,35.65808,139.72398,グルマンディーズ,フレンチ / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 ビストロ 百名店 2021 選出店 食べログ ビストロ 百名店 2021 選出店,4.39,211 件,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1307/A130701/13190448/
新宿区,神楽坂三丁目,-,東京都新宿区神楽坂3-4,35.70075,139.74098,虎白,日本料理 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.38,581 件,"￥50,000～￥59,999","￥30,000～￥39,999",https://tabelog.com/tokyo/A1309/A130905/13049130/
港区,六本木三丁目,六本木,東京都港区六本木3-8-7 PALビル 1F,35.66333,139.73449,虎峰,中華料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 中国料理 百名店 2021 選出店 食べログ 中国料理 TOKYO 百名店 2021 選出店,4.16,462 件,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1307/A130701/13194122/
港区,三田五丁目,-,東京都港区三田5-2-18 三田ハウス 1F,35.64739,139.73752,コート ドール,フレンチ / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.18,625 件,"￥20,000～￥29,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1316/A131602/13001681/
港区,南麻布四丁目,-,東京都港区南麻布4-7-5,35.64958,139.72835,茶禅華,中華料理 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 中国料理 百名店 2021 選出店 食べログ 中国料理 TOKYO 百名店 2021 選出店,4.52,508 件,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1307/A130703/13205298/
中央区,銀座五丁目,-,東京都中央区銀座5-9-19 ＭＣビル3Ｆ,35.67046,139.76524,さわ田,寿司 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.55,420 件,"￥40,000～￥49,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1301/A130101/13001043/
渋谷区,猿楽町,-,東京都渋谷区猿楽町3-9 アヴェニューサイド代官山1 2F,35.65205,139.70429,サンプリシテ,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,3.96,318 件,"￥20,000～￥29,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1303/A130303/13216899/
港区,白金台四丁目,-,東京都港区白金台4-2-7 bld桜なみき 2F,35.63936,139.72811,ShinoiS,中華料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 中国料理 百名店 2021 選出店 食べログ 中国料理 TOKYO 百名店 2021 選出店,4.21,215 件,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1316/A131602/13241948/
中央区,京橋二丁目,日八京,東京都中央区京橋2-4-16 明治京橋ビル1F,35.67687,139.76882,シェ・イノ,フレンチ / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.26,662 件,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1302/A130202/13000510/
港区,白金一丁目,-,東京都港区白金1-29-13 白金ヴィレッジ 1F,35.64318,139.73366,島津,寿司 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.38,210 件,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1316/A131602/13252991/
港区,白金六丁目,-,東京都港区白金6-5-5 モリハウス 1F,35.64433,139.72515,私厨房 勇,中華料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 中国料理 百名店 2021 選出店 食べログ 中国料理 TOKYO 百名店 2021 選出店,3.9,227 件,"￥10,000～￥14,999",-,https://tabelog.com/tokyo/A1316/A131602/13168401/
中央区,銀座五丁目,-,東京都中央区銀座5-6-10 都ビル 4F,35.67072,139.76366,喰善 あべ,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,3.94,153 件,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1301/A130101/13162190/
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ヶ谷3-7-13 原宿東急アパートメントＢ１,35.67689,139.70428,sincere,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.01,346 件,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1309/A130901/13194253/
港区,新橋五丁目,虎ノ門広域,東京都港区新橋5-31-3,35.66241,139.75529,新ばし 星野,日本料理 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.63,193 件,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1314/A131401/13136847/
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-6-11,35.65990,139.70572,末冨,日本料理 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店,4.42,68 件,"￥80,000～￥99,999",-,https://tabelog.com/tokyo/A1303/A130301/13259485/
港区,東麻布一丁目,-,東京都港区東麻布1-29-15 東麻布296ビル 1F,35.65529,139.74234,すが弥,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.07,328 件,"￥50,000～￥59,999","￥50,000～￥59,999",https://tabelog.com/tokyo/A1314/A131401/13228776/
港区,麻布台一丁目,虎ノ門,東京都港区麻布台1-11-10 日総ビル1F,35.66097,139.74376,SUGALABO,イノベーティブ・フュージョン / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店,4.56,531 件,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1307/A130704/13182678/
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-15-10,35.66646,139.75637,新ばし しみづ,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4,489 件,"￥20,000～￥29,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1301/A130103/13002892/
中央区,銀座八丁目,-,東京都中央区銀座8-10-2 ルアンビル B1F 2F,35.66807,139.76271,鮨 あらい,寿司 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.55,588 件,"￥40,000～￥49,999","￥30,000～￥39,999",https://tabelog.com/tokyo/A1301/A130101/13188186/
中央区,銀座四丁目,-,東京都中央区銀座4-2-15 塚本ビル　Ｂ１Ｆ,35.67274,139.76394,すきやばし 次郎,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.04,373 件,"￥50,000～￥59,999","￥50,000～￥59,999",https://tabelog.com/tokyo/A1301/A130101/13002260/
港区,六本木一丁目,虎ノ門,東京都港区六本木1-4-5 アークヒルズサウスタワー 1Ｆ,35.66536,139.73942,鮨 さいとう,寿司 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.59,872 件,"￥30,000～￥39,999","￥30,000～￥39,999",https://tabelog.com/tokyo/A1308/A130802/13015251/
港区,赤坂四丁目,赤坂,東京都港区赤坂4-2-2 赤坂DNプラザビル 2F,35.67609,139.73561,すし匠 齋藤,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.01,301 件,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1308/A130801/13023988/
中央区,銀座六丁目,-,東京都中央区銀座6-5-15 銀座能楽堂ビル 5F,35.67109,139.76206,鮨 鈴木,寿司 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.3,300 件,"￥40,000～￥49,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1301/A130101/13184367/
中央区,銀座八丁目,-,東京都中央区銀座8-2-10 銀座誠和シルバービル B1F,35.66940,139.75953,鮨 とかみ,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.04,529 件,"￥30,000～￥39,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1301/A130103/13155234/
新宿区,四谷一丁目,-,東京都新宿区四谷1-11 陽臨堂ビル　１Ｆ,35.68558,139.72832,すし匠,寿司 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.39,844 件,"￥30,000～￥39,999","￥30,000～￥39,999",https://tabelog.com/tokyo/A1309/A130902/13000852/
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-1-2 東京ミッドタウン日比谷 3F,35.67418,139.75939,鮨 なんば 日比谷,寿司 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.56,524 件,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1301/A130102/13219857/
