0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-24-3新宿興和ビルb1f,35.6957333,139.7036734,Club axxcis Shinjuku,CLUB,Allmix ･ House ･ Psychedelic ･ Reggae ･ R&B ･ EDM ･ Electro ･ TOP40 ･ HipHop,Closed,-,,400人前後,3800円,https://www.tokyo-club.net/club-axxcis-shinjuku/
,品川区,東五反田１丁目,-,品川区東五反田1-11-5バルミー五反田b1f,35.62723039999999,139.7256527,VRAIMENT,クラブバー,Allmix ･ Others,03-6456-4459,-,,40名前後,"基本的にエントランス無料
ドリンク 600円～",https://www.tokyo-club.net/vraiment/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-23-13渋谷デリタワービルb1f,35.6601085,139.6961331,BRAND SHIBUYA,クラブ,House ･ Techno,03-6416-0111,-,,80人(スタンディング) / 30席,"2,000円",https://www.tokyo-club.net/brand-shibuya/
,渋谷区,広尾１丁目,-,渋谷区広尾1-11-2アイオス広尾ビル1f,35.6482274,139.7153718,Oriental Diner IGAO,バー,R&B ･ Live ･ Others,03-5793-3778,-,,30人,"2,000円～",https://www.tokyo-club.net/igao/
,渋谷区,宇田川町,-,渋谷区宇田川町33-14久保ビル2f,35.6608386,139.6970804,LITTS BAR & GRILL SHIBUYA,DJバー,Allmix ･ EDM ･ House ･ HipHop ･ R&B,03-6455-3137,-,,着席 40名 / 立食 60名,"3,000円～",https://www.tokyo-club.net/litts-shibuya/
,渋谷区,神宮前６丁目,-,渋谷区神宮前6-19-17gems神宮前8f-9f,35.6637572,139.7024219,BLACK BOX,サウンド＆シーシャバー,All Genre,03-6712-6955,-,,100人,"5,000円",https://www.tokyo-club.net/black-box/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-21-7第八矢澤ビル1f-b1f,35.6589959,139.6955503,CLUB NEVERLAND,CLUB,ALLMIX ･ EDM ･ TOP40 ･ House ･ R&B ･ etc.,03-6416-0377,-,,(200名～ ※目算),"2,000円～",https://www.tokyo-club.net/neverland/
,渋谷区,宇田川町,-,渋谷区宇田川町13-8ちとせ会館b1f,35.6611121,139.6985442,TK NIGHTCLUB,CLUB,WORLD DANCE  MUSIC,03-5456-2400,-,,1000名,"1ドリンク: 800円～
VIPテーブル: 41,000円～",https://www.tokyo-club.net/tk-nightclub/
,渋谷区,渋谷３丁目,-,渋谷区渋谷3-1-9渋谷第3kkビルb1f,35.6576933,139.7078411,Violetta,バー,Others ･ Electro,03-6427-5041,-,,立40人,"(3,500円)",https://www.tokyo-club.net/violetta/
,渋谷区,神宮前６丁目,-,渋谷区神宮前6-20-10ミヤシタパーク北街区1f-3f,35.6632015,139.7018707,or,カフェ ･ クラブ,Others,03-6712-5277,-,,"1階: 100名 / 22席 (151平米)
2階: 100名 / 22席 (149平米)
3階: 300名 / 54席 (279平米)
合計: 500名 / 98席
※人数はフロアごとの最大入場可能者数","4,000円～",https://www.tokyo-club.net/or-shibuya/
,渋谷区,道玄坂１丁目,-,渋谷区道玄坂1-13-3mst道玄坂2f,35.6575024,139.6986187,Rockin Cafe Shibuya GABIGABI,ライブバー,Rock ･ Acoustic ･ Folk ･ Blues ･ POPs ･ Others,03-3463-5538,-,,20席前後,"1,500円～2,000円",https://www.tokyo-club.net/gabigabi/
,渋谷区,桜丘町,-,渋谷区桜丘町16-7鈴木ビルb1f,35.6564064,139.7010788,Woodstock,バー,Live ･ Rock ･ etc.,03-6712-7963,-,,目算80名未満 / 40席前後,"3,000円
カクテル800円～ / ビール650円～",https://www.tokyo-club.net/woodstock/
,渋谷区,渋谷１丁目,-,渋谷区渋谷1-5-6ラ･コリーナ渋谷b1f,35.66104740000001,139.7060359,INC COCKTAILS,バー,Jazz ･ Blues ･ Soul ･ etc.,03-6805-1774,-,," ドリンク: 1,200円前後",無し,https://www.tokyo-club.net/inccocktails/
,渋谷区,宇田川町,-,渋谷区宇田川町15-1渋谷parco内b1f,35.6620484,139.6987767,QUATTRO LABO,カフェバー,Jazz ･ Soul ･ AOR ･ 70s ･ 80s ･ World ･ R&B ･ Rock ･ etc.,03-6455-3001,-,,33席,"1,000円～",https://www.tokyo-club.net/quattrolabo/
,渋谷区,神宮前３丁目,-,渋谷区神宮前3-29-5,35.6718083,139.7097062,Deus Ex Machina,カフェ,House ･ Others,Closed,-,,40名ほど,"1,500円～",https://www.tokyo-club.net/deus-ex-machina/
,渋谷区,道玄坂１丁目,-,渋谷区道玄坂1-2-3渋谷フクラス(東急プラザ渋谷)17f-18f,35.6575904,139.7001518,CE LA VI TOKYO,レストラン ･ クラブ,House ･ Electro ･ etc.,0800-111-3065,-,,"200名 / 56席 (CE LA VI CLUB LOUNGE)
98席 (BAO by CE LA VI)
116席 (CE LA VI  RESTAURANT&SKY BAR)","クラブラウンジ 5,000円～ ※目安
レストラン ディナー 13,000円
ランチ 4,000円",https://www.tokyo-club.net/celavi/
,渋谷区,宇田川町,-,渋谷区宇田川町33-1グランド東京渋谷ビルb1f-b2f,35.6607517,139.6973995,Veats Shibuya,ライブハウス,POPs ･ All Genre,03-5467-6390,-,,700名,ライブごとに変動,https://www.tokyo-club.net/veats/
,渋谷区,神南１丁目,-,渋谷区神南1-23-10マグネット内7f,35.6597574,139.7009471,MAG7 (MAGNET by SHIBUYA109),飲食施設,House ･ Allmix ･ J-POP ･ Disco ･ BassMusic ･ Others,03-3477-5111,-,,(イベントスペース: 立100名以上 ※目算),"1,000円～",https://www.tokyo-club.net/magseven/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-19-3ライオンズマンション道玄坂1f,35.6590828,139.6963802,Good Wood Terrace,カリブ料理屋,Reggae ･ HipHop ･ R&B ･ etc.,03-5728-7418,-,,15～20席,"昼 1,000円 / 夜 2,000円～",https://www.tokyo-club.net/good-wood-terrace/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-19-11中村ビル1f-2f,35.6594225,139.6961101,Mikkeller Tokyo,ビアバー,Others,03-6427-0793,-,,1階:30名程(スタンディング含め) ※目算,"3,000円
ビア1杯: ハーフサイズ550円～ / パイント1,000円前後～",https://www.tokyo-club.net/mikkeller-tokyo/
,渋谷区,渋谷３丁目,-,渋谷区渋谷3-1-9第3kkビルb1f,35.6576933,139.7078411,Test Flight,バー兼カフェ,Acoustic ･ POPs ･ Classics ･ Soul ･ 90s ･ Lounge ･ etc.,Closed,-,,20席前後 ※目算,"昼 1,000円 / 夜 2,000円～",https://www.tokyo-club.net/testflight/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-20-9道玄坂柳光ビル3f,35.6595673,139.6959064,RECORD BAR analog,バー,Popular Song ･ J-POP ･ HipHop ･ R&B ･ 80s ･ 90s,03-6416-1228,-,,30名未満 / 20坪,"2,900円
(チャージ500円 / ドリンク1杯 1,000円前後)",https://www.tokyo-club.net/analog/
,渋谷区,恵比寿西１丁目,-,渋谷区恵比寿西1-34-17ザ･ハウスビルb1fポータブルスピーカー,35.6470631,139.7024623,B1FLAT,イベントスペース,Others ･ All Genre,03-5459-8631,-,,200名,,https://www.tokyo-club.net/b1flat/
,渋谷区,渋谷１丁目,-,渋谷区渋谷1-15-16ソシアルビル4f,35.6605392,139.7029303,BLOODY ANGLE,ミュージックバー,Popular Song ･ Rare groove ･ Afro Funk ･ POPs ･ Disco ･ Others,営業不明,-,,20席前後,"1,500円～",https://www.tokyo-club.net/bloody-angle/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-29-12吉田ビルb1f,35.6595678,139.6978583,Yellow Blank Market (YBM),DJバー,BassMusic ･ Electro ･ Techno ･ House ･ etc.,不明,-,,"2,000円～","無料～1,000円
※目安としてご参照下さい",https://www.tokyo-club.net/yellow-blank-market/
,渋谷区,道玄坂１丁目,-,渋谷区道玄坂1-22-12長島第一ビルb1f,35.656595,139.6957,翠月,CLUB,House ･ Techno ･ Disco ･ Soul ･ Ambient ･ etc.,03-6455-0140,-,,100名,"3,000円～ 目安",https://www.tokyo-club.net/mitsuki/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-14-8(o-eastと同じ建物)5f,35.6587215,139.6956111,TSUTAYA O-Crest,ライブハウス,All Genre,03-3770-1095,-,,200～250名,"2,500円～",https://www.tokyo-club.net/o-crest/
,渋谷区,宇田川町,-,渋谷区宇田川町12-3ニュー渋谷コーポラス1f,35.6617771,139.6980776,CLUB VIZEL,CLUB,Allmix ･ HipHop ･ House ･ R&B ･ EDM ･ BlackMusic ･ Reggae ･ etc.,03-6455-3131,-,,約400人,"3,000円～",https://www.tokyo-club.net/vizel/
,渋谷区,円山町,-,渋谷区円山町2-36f-5f,35.6584968,139.6952872,TSUTAYA O-nest,ライブハウス,All Genre,03-3462-4420,-,,250名,"2,500円～",https://www.tokyo-club.net/o-nest/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-17-2トップ美奄b1f,35.6587535,139.6966605,THE WU DJ's bar,バー,Allmix ･ House ･ HipHop ･ POPs ･ Bass ･ R&B ･ Trap ･ A-POP ･ etc.,不明,-,,20名未満 (18席),"2,000円～",https://www.tokyo-club.net/the-wu/
,渋谷区,神宮前５丁目,-,渋谷区神宮前5-31trunkhotel内1f,35.6642971,139.7040118,TRUNK (LOUNGE),バー＆カフェ (ホテル),HipHop ･ House ･ Chill out ･ Live ･ R&B ･ Disco ･ Acoustic飲食店,03-5766-3210 (※ホテル),-,,80席,"1,000円 (ノーチャージ)",https://www.tokyo-club.net/trunk-lounge/
,渋谷区,恵比寿西１丁目,-,渋谷区恵比寿西1-13-3roob6ビル4f,35.6476251,139.7079309,What the Dickens,ライブバー,Rock ･ POPs ･ Blues ･ Folk ･ Oldies ･ Jazz ･ IndieRock ･ ChillOut ･ Metal,03-3780-2099,-,,180名,"3,500円",https://www.tokyo-club.net/what-the-dickens/
,渋谷区,道玄坂１丁目,-,渋谷区道玄坂1-16-8常磐ビル2f,35.6566385,139.6974877,Music Bar Boogie Back,バー,HipHop ･ Jazz ･ Reggae ･ Soul ･ Funk ･ etc.,03-6455-2273,-,,目算20名前後,"1,500円～",https://www.tokyo-club.net/boogie-back/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-14-8tsutayao-east内2f,35.6587215,139.6956111,東間屋 (AZUMAYA),バー,Techno ･ House ･ Disco ･ Soul ･ Electro,03-6416-4184,-,,(35名～ ※目算),"2,500円～
ドリンク 800円前後～",https://www.tokyo-club.net/azumaya/
,渋谷区,代官山町,-,渋谷区代官山町11-12日進ヒルズ代官山b1f,35.6509045,139.7037368,Debris,ミュージックバー,Techno ･ House ･ Disco ･ Others,03-6416-4334,-,,40名未満 (目算),"2,000円～
(イベントによりミュージックチャージ又はエントランス料金が発生)
粥 850円～ / 薬膳茶 600円",https://www.tokyo-club.net/debris/
,渋谷区,神宮前６丁目,-,渋谷区神宮前6-28-6キュープラザ原宿10f-11f,35.6670473,139.7038579,Sankeys PENTHOUSE,バーラウンジ,TechHouse ･ BassMusic ･ House ･ Techno ･ Disco ･ Electronic ･ HipHop ･ etc.,Closed,-,,"150席
面積: 約260平米 (10階 150平米 / 11階 110平米)","3,500円～
エントランス: 無料～1000円 (目安)",https://www.tokyo-club.net/sankeys-penthouse/
,渋谷区,渋谷３丁目,-,渋谷区渋谷3-21-34f,35.6572303,139.7031835,Bar&Dining TORRENT,バー＆ダイニング,Lounge ･ HipHop ･ House ･ Techno ･ R&B ･ BassMusic ･ Disco ･ etc.,03-6427-1358,-,,100名 (全91席),"1,500円",https://www.tokyo-club.net/torrent/
,渋谷区,代々木２丁目,-,渋谷区代々木2-26-2第二桑野ビル1-c,35.6852642,139.6992942,Spincoaster Music Bar,バー,BlackMusic ･ All Genre ･ Disco ･ POPs ･ ChillOut ･ House ･ HipHop ･ etc.,03-6823-8847,-,,17席,"2,500円 (チャージ700円)",https://www.tokyo-club.net/spincoaster-music-bar/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-23-12フォンティスビル2f,35.6599995,139.6959643,Studio Freedom,イベントスペース,Dance ･ Live ･ Electro ･ Techno ･ House ･ HipHop ･ Others,03-5784-5496,-,,"350人 / 面積:約207平米
コインロッカー: 150","3,000円前後 ※クラブイベントの場合
(会場使用: 日中 18万円～ / 夜 10万円～)",https://www.tokyo-club.net/studio-freedom/
,渋谷区,宇田川町,-,渋谷区宇田川町3-7ヒューリック渋谷公園通りビル1f,35.6625331,139.6989865,koe space (hotel koe tokyo),イベントスペース,Techno ･ House ･ HipHop ･ Electro ･ Funk ･ Disco ･ Soul ･ Live,Closed,-,,2000円,2018年2月,https://www.tokyo-club.net/koe-space/
,渋谷区,代官山町,-,渋谷区代官山町20-20モンシェリー代官山b2f,35.648076,139.702266,晴れたら空に豆まいて,イベントスペース,POPs ･ Acoustic ･ All Genre ･ Others,03-5456-8880,-,,200名 (座: 130席),5000円前後,https://www.tokyo-club.net/haretarasoranimamemaite/
,渋谷区,宇田川町,-,渋谷区宇田川町30-5jowビルb1f,35.6608944,139.6979788,Club Malcolm,DJ＆ライブスペース,All Genre ･ POPs ･ Live ･ A-POP,03-6455-0225,-,,130人,3000円～,https://www.tokyo-club.net/club-malcolm/
,渋谷区,宇田川町,-,渋谷区宇田川町13-16コクサイビルa館b1f,35.6614552,139.6984366,JUMANJI 33,CLUB,Allmix ･ House ･ HipHop ･ etc.,03-6452-5833,-,,200人未満,"3,000円前後",https://www.tokyo-club.net/jumanji-33/
,渋谷区,渋谷４丁目,-,渋谷区渋谷4-5-9青山ビル1f,35.6624586,139.7121728,RED BAR,バー,Techno ･ House ･ etc.,03-5888-5847,-,,40名未満,1000円～2500円,https://www.tokyo-club.net/red-bar/
,渋谷区,神南１丁目,-,渋谷区神南1-9-11インタービルⅱb1f,35.6649231,139.701558,Bar SUBTERRANEANS,バー,Techno ･ Live ･ Others,03-6416-3967,-,,30人,"3,500円",https://www.tokyo-club.net/bar-subterraneans/
,渋谷区,渋谷１丁目,-,渋谷区渋谷1-11-1coi西青山bldg.b1f,35.6610383,139.7044648,THE GUINGUETTE by MOJA,バル,Live ･ Others ･ POPs ･ Electronic ･ Jazz ･ HipHop ･ etc.,Closed,-,,100人,"4,000円",https://www.tokyo-club.net/moja/
,渋谷区,円山町,-,渋谷区円山町2-4dr.ジーカンズ1f,35.658306,139.6952739,A BAR,CLUB,Allmix ･ EDM ･ HipHop ･ R&B,営業不明,-,,,2017年11月,https://www.tokyo-club.net/abar-shibuya/
,渋谷区,猿楽町,-,渋谷区猿楽町2-11b1-b2f,35.6533025,139.7045199,SPACE ODD,イベント会場,All Genre ･ POPs ･ Live,03-6452-5671,-,,B1階: 50人 / B2階: 300人,チケット代金+1ドリンク～,https://www.tokyo-club.net/space-odd/
,渋谷区,道玄坂１丁目,-,渋谷区道玄坂1-18-3プレミア道玄坂ビルb1f,35.6574758,139.6969209,SHIBUYA REX,ライブハウス,V-ROCK ･ HeavyMetal ･ POPs,03-5728-4911,-,,300名未満,,https://www.tokyo-club.net/shibuya-rex/
,渋谷区,代々木１丁目,-,渋谷区代々木1-31-12日綜代々木ビルb1f,35.681463,139.7023319,LIVE labo YOYOGI,ライブハウス,Rock ･ POPs ･ Folk ･ Live ･ Others,03-5354-3120,-,,200～250名,,https://www.tokyo-club.net/live-labo-yoyogi/
,渋谷区,宇田川町,-,渋谷区宇田川町32-12アソルティ渋谷b1f,35.6610485,139.6973796,TAKE OFF 7,ライブハウス,POPs ･ Rock ･ Jazz ･ Acoustic ･ Folk ･ Blues ･ Live,03-3770-7755,-,,200人,,https://www.tokyo-club.net/take-off-seven/
,渋谷区,宇田川町,-,渋谷区宇田川町11-1柳光ビル別館1f,35.6626422,139.6972857,rhythmcafe,バー,Soul ･ POPs ･ Others ･ 80s ･ Latin ･ Techno,03-3770-0244,-,,40人前後,3000円,https://www.tokyo-club.net/rhythm-cafe/
,渋谷区,宇田川町,-,渋谷区宇田川町3-10いちごフィエスタ渋谷4f,35.6625076,139.6987316,gee-ge.,ライブバー,Acoustic ･ POPs ･ Folk ･ Rock,03-6416-3468,-,,～100人,4000円,https://www.tokyo-club.net/gee-ge/
,渋谷区,渋谷２丁目,-,渋谷区渋谷2-12-13八千代ビルb1f,35.6586404,139.7080054,Last Waltz by shiosai,ライブハウス,Acoustic ･ Classics ･ Blues ･ POPs ･ Electronic ･ Rock ･ Folk ･ Jazz ･ HipHop ･ Others,Closed,-,,立 120人 / 座 80,3500円～,https://www.tokyo-club.net/last-waltz/
,渋谷区,代々木１丁目,-,渋谷区代々木1-30-1代々木パークビルb1f,35.6822311,139.7017614,Zher the ZOO YOYOGI,ライブハウス,Rock ･ Acoustic ･ POPs ･ Others,Closed,-,,280人,,https://www.tokyo-club.net/zher-the-zoo/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-29-12吉田ビルb1f,35.6595678,139.6978583,BPM MUSIC BAR,バー,Techno ･ House,Closed,-,,約30人,2000円,https://www.tokyo-club.net/bpm-music-bar/
,渋谷区,宇田川町,-,渋谷区宇田川町13-17ライズビル2f/4f,35.6615117,139.6987557,WWW X,ライブハウス,Live ･ POPs ･ Techno ･ Electro ･ Rock ･ Folk ･ etc.,03-5458-7688,-,,約600人,,https://www.tokyo-club.net/shibuya-www-x/
,渋谷区,東２丁目,-,渋谷区東2-24-4荒井ビル2f,35.6517036,139.7087893,Suree,バー,House ･ Techno ･ Jazz ･ Disco ･ Soul ･ HipHop ･ etc.,03-3400-1383,-,,40人,"3000円
チャージ500円 / ドリンク700円から",https://www.tokyo-club.net/suree/
,渋谷区,円山町,-,渋谷区円山町1-3猪鼻ビルb1f,35.6595958,139.6953996,nob,バー ･ 貸切,Live ･ Others,03-3464-9593,-,,約50人,"3,000円",https://www.tokyo-club.net/nob-shibuya/
,渋谷区,道玄坂１丁目,-,渋谷区道玄坂1-6-7susaビル5f,35.6577384,139.6991058,Bar Music,カフェ ･ バー,Jazz ･ BlackMusic ･ Soul ･ Folk ･ Acoustic ･ Live ･ etc.,03-6416-3307,-,,12席 / 立20名～,"2,000円",https://www.tokyo-club.net/bar-music-shibuya/
,渋谷区,渋谷１丁目,-,渋谷区渋谷1-25-6渋谷パークサイド共同ビル9f,35.659687,139.7014882,DJ Bar&Lounge WREP,DJバー,HipHop,03-3409-6580,-,,"2,000円～
ドリンク 700円～1,000円
ソフトドリンク 500円～","1,000円/1D
年末等の特別日は変わる可能性あり",https://www.tokyo-club.net/wrep/
,渋谷区,道玄坂１丁目,-,渋谷区道玄坂1-17-9skプラザビルb1f,35.6570256,139.6970046,LAUREL TOKYO,CLUB,HipHop ･ R&B･ Reggae ･ etc.,03-6277-5503,-,,300名,"3,500円",https://www.tokyo-club.net/laurel-tokyo/
,渋谷区,宇田川町,-,渋谷区宇田川町13-8ちとせ会館b1f,35.6611121,139.6985442,TK SHIBUYA,CLUB,EDM ･ Allmix ･ House ･ HipHop ･ Disco ･ BassMusic ･ etc.,03-5456-2400,-,,1000人,"4,000円",https://www.tokyo-club.net/tk-shibuya/
,渋谷区,桜丘町,-,渋谷区桜丘町17-10吉野ビル3f,35.65623920000001,139.7011096,Bar star star,バー,Rock ･ Allmix ･ POPs ･ Live,03-6427-0186,-,,50人,1500円,https://www.tokyo-club.net/star-star/
,渋谷区,道玄坂１丁目,-,渋谷区道玄坂1-6-5東静ビルb1f,35.6577479,139.6991906,Night Club TRUMP TOKYO,DJバー ･ ラウンジ,House ･ Disco ･ Soul ･ Techno ･ Electro ･ etc.,Closed,-,,約100人,"1000円～
ドリンク平均 700円程",https://www.tokyo-club.net/trump-tokyo/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-13-5b1f,35.6583624,139.6957216,beat cafe,ミュージックバー,80s ･ Rock ･ POPs ･ All Genre ･ etc.,90-9334-4342,-,,,2006年6月,https://www.tokyo-club.net/beat-cafe/
,渋谷区,宇田川町,-,渋谷区宇田川町33-10j+rビルjside3f,35.6610613,139.696831,MILLIBAR,ミュージックバー旅行ガイド、旅行記,Reggae ･ Soul ･ Rock ･ POPs ･ etc.,03-5458-0989,-,,18人前後,,https://www.tokyo-club.net/millibar/
,渋谷区,代々木１丁目,-,渋谷区代々木1-45-4代々木山陽ビルb2f,35.6822804,139.6982461,ANCE,イベントスペース,Others,Closed,-,,レッスン 30人 / イベント 100人,,https://www.tokyo-club.net/ance/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-23-12フォンティスビルb1f,35.6599995,139.6959643,DAIA,パーティースペース,Others,03-5489-3750,-,,200名 (立),,https://www.tokyo-club.net/daia/
,渋谷区,猿楽町,-,渋谷区猿楽町2-11氷川ビルb1-b2f,35.6533025,139.7045199,Sankeys TYO,CLUB,House ･ Techno ･ Electronic ･ etc.,Closed,-,,500人,,https://www.tokyo-club.net/sankeys/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-10-12新大宗ビル4号館b2f,35.65853500000001,139.6976154,Contact,CLUB,House ･ Techno ･ Electronic ･ DUB ･ etc.,Closed,-,,600名,"3,500円",https://www.tokyo-club.net/con-tact/
,渋谷区,渋谷３丁目,-,渋谷区渋谷3-15-2mtエステートビル4f,35.6559095,139.7055103,POINT･66,サウンドバー,Allmix,03-3498-6113,-,,40人,3000円,https://www.tokyo-club.net/point66/
,渋谷区,東３丁目,-,渋谷区東3-14-19オークヒルズb1f,35.6513468,139.7094943,自由空間 CreAto,ライブホール,Others,03-6427-5273,-,,300人,,https://www.tokyo-club.net/creato/
,渋谷区,道玄坂１丁目,-,渋谷区道玄坂1-16-8常磐ビル2f,35.6566385,139.6974877,はすとばら,ダイニングバー,Techno ･ House ･ etc.,Closed,-,,3000円前後,-,https://www.tokyo-club.net/hasutobara/
,渋谷区,神南１丁目,-,渋谷区神南1-15-8引き出しのような家にb1f,35.663727,139.6993046,nagomix,イベントスペース,Others,03-6809-0833,-,,200人,,https://www.tokyo-club.net/nagomix/
,渋谷区,渋谷３丁目,-,渋谷区渋谷3-26-16,35.6541654,139.7055971,CIRCUS TOKYO,イベントスペース,House ･ Techno ･ Electro ･ etc.,03-6419-7520,-,,約100m2 / 200名以上,"2,500円～",https://www.tokyo-club.net/circus-tokyo/
,渋谷区,鉢山町,-,渋谷区鉢山町13-12oxy有馬b1f,35.6511157,139.6967467,LIVE HOUSE LOOP 代官山,ライブハウス,Live ･ Folk ･ Acoustic ･ Funk ･ Jazz ･ Rock ･ POPs ･ Others,Closed,-,,スタンディング 300人,,https://www.tokyo-club.net/loop-daikanyama/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-29-5渋谷プライム5f,35.6594915,139.6983876,eplus LIVING ROOM CAFE&DINING,ライブカフェバー,Live ･ Acoustic ･ Jazz ･ POPs ･ Folk ･ Blues ･ Others,Closed,-,,300席,"ランチ1000円～ / 夜4000円～
ミュージックチャージ 500円音楽、オーディオ",https://www.tokyo-club.net/living-room-cafe-by-eplus/
,渋谷区,道玄坂１丁目,-,渋谷区道玄坂1-15-3プリメーラ道玄坂b1f,35.6572957,139.6977395,La.mama,ライブハウス音楽、オーディオ,Live ･ POPs ･ Folk ･ Rock ･ R&B,03-3464-0801,-,,スタンディング 250人,,https://www.tokyo-club.net/la-mama/
,渋谷区,神宮前４丁目,-,渋谷区神宮前4-32-12ニューウェイブ原宿b1f,35.6695001,139.706556,ASTRO HALL,イベントスペース,Live ･ Rock ･ POP,Closed,-,,400人 (立),,https://www.tokyo-club.net/astro-hall/
,渋谷区,宇田川町,-,渋谷区宇田川町10-1パークビル4f,35.6625497,139.6969471,DOOR,ラウンジ,Others ･ Jazz ･ Disco ･ HipHop,Closed,-,,70人,3000円,https://www.tokyo-club.net/door-shibuya/
,渋谷区,円山町,-,渋谷区円山町5-3荻原ビルb1f,35.6570355,139.6955348,Dimension,イベントスペース,Electro ･ All Genre ･ Others,Closed,-,,2500円,2015年6月,https://www.tokyo-club.net/dimension/
,渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-23-12フォンティスビルb1f,35.6599995,139.6959643,agePa shibuya,エンターテインメントスペース,Allmix,営業不明,-,,,2015年5月,https://www.tokyo-club.net/agepa-shibuya/
,渋谷区,神宮前１丁目,-,渋谷区神宮前1-8-5メナー神宮前5f,35.6702036,139.7064731,Social Lounge AJITO,バー,Others,Closed,-,,50人,3000円/時,https://www.tokyo-club.net/social-lounge-ajito/
,渋谷区,恵比寿南３丁目,-,渋谷区恵比寿南3-1-2サウスビル4f,35.6458647,139.706829,Cafe&Dining nurikabe,ダイニングバー,Others,03-6451-2022,-,,40人,3000円,https://www.tokyo-club.net/nurikabe/
,渋谷区,円山町,-,渋谷区円山町2-20農場協会ビル1f,35.6587646,139.6949367,White Space Lab,カフェ＆バー,Others,03-6416-3973,-,,50名,"2,000円前後",https://www.tokyo-club.net/white-space-lab/
,渋谷区,代々木１丁目,-,渋谷区代々木1-45-3セントオフィスビル2f,35.68225109999999,139.6984834,shirokuma,バー ･ イベントスペース,House ･ HipHop ･ Funk ･ Jazz ･ Others,Closed,-,,"1,500円",2006年,https://www.tokyo-club.net/shirokuma/
,渋谷区,神南１丁目,-,渋谷区神南1-7-9北谷マンションb1f,35.6641642,139.6993341,Green Lounge,パーティースペースイベント スペースのレンタル,Others,03-6455-3308,-,,120人,4000円,https://www.tokyo-club.net/green-lounge/
,渋谷区,渋谷３丁目,-,渋谷区渋谷3-1-9渋谷第三kkビルb1f,35.6576933,139.7078411,HOT BUTTERED CLUB,クラブ ･ カフェ ･ ライブラウンジ,Jazz ･ World,Closed,-,,3000円,2014年7月16日,https://www.tokyo-club.net/hot-buttered-club/
,渋谷区,渋谷２丁目,-,渋谷区渋谷2-17-3渋谷アイビスビルb1f/b2f,35.6602951,139.7081112,Social Club Tokyo,CLUB,HipHop ･ R&B ･ House ･ Allmix,Closed,-,,500人,,https://www.tokyo-club.net/social-club-tokyo/
,渋谷区,渋谷１丁目,-,渋谷区渋谷1-25-6パークサイド共同ビル10f,35.659687,139.7014882,DJ BAR Bridge,バー,House ･ Disco ･ Reggae ･ DUBSTEP ･ HipHop ･ Jazz,03-6427-6568,-,,100名未満 目算,"2,500円",https://www.tokyo-club.net/dj-bar-bridge/
,渋谷区,恵比寿４丁目,-,渋谷区恵比寿4-22-7イーストスクエアビルb1f,35.6450525,139.7147572,club aim,ライブハウス,Live ･ Rock ･ POPs ･ Others,Closed,-,,150人,,https://www.tokyo-club.net/club-aim/
,渋谷区,渋谷１丁目,-,渋谷区渋谷1-10-7グローリア宮益坂iiib1f,35.660543,139.70495879999999,Shibuya HOME,ライブハウス,All Genre ･ Live,03-5774-5822,-,,120人,,https://www.tokyo-club.net/shibuya-home/
,渋谷区,宇田川町,-,渋谷区宇田川町13-16国際ビルb館b1f,35.6614846,139.6985382,GARRET udagawa,ライブハウス,POPs ･ Rock ･ Live ･ Others,03-3463-0169,-,,300人,,https://www.tokyo-club.net/garret-udagawa/
,渋谷区,宇田川町,-,渋谷区宇田川町13-8ちとせ会館b1f,35.6611121,139.6985442,I2 SHIBUYA,レストラン ･ ラウンジ,Electro ･ EDM ･ R&B ･ Dance ･ Allmix ･ Techno ･ Trance ･ House ･ HipHop,Closed,-,,1200人,"ディナー4000円

エントランス料金 22時以降
月-木･日 :
22:00～24：00 男性1000円 / 女性1000円(2ドリンク)
24:00～ 男性2500円(2ドリンク) / 女性1500円(2ドリンク)

金･土･祝前日 :
22:00～24:00 男性2000円(1ドリンク) / 女性1000円(2ドリンク)
24:00～ 男性3500円(1ドリンク) / 女性2500円(2ドリンク)
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",https://www.tokyo-club.net/t2-shibuya/
