0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,港区,西新橋１丁目,虎ノ門広域,港区西新橋1-18-8,35.6675596,139.753299,味享,日本料理,SILVER,"2026/silver, 2025/silver, 2024/bronze, 2023/bronze, 2022/bronze, 2021/silver, 2020/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.41,228,-,-,https://tabelog.com/tokyo/A1301/A130103/13228116/
,港区,南青山７丁目,-,港区南青山7-13-13,35.6571045,139.718034,南青山 七鳥目,焼き鳥,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten, 2019/hyakumeiten, 2018/hyakumeiten",4.21,457,"￥15,000～￥19,999",-,https://tabelog.com/tokyo/A1307/A130703/13200559/
,港区,南青山５丁目,-,港区南青山5-4-30,35.6617646,139.7141848,宮坂,日本料理,SILVER,"2026/silver, 2025/bronze, 2024/bronze, 2023/bronze, 2025/hyakumeiten, 2023/hyakumeiten",4.25,145,"￥40,000～￥49,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1306/A130602/13264981/
,港区,西麻布３丁目,-,港区西麻布3-2-34,35.6594393,139.7267062,明寂,日本料理,SILVER,"2026/silver, 2025/silver, 2025/hyakumeiten, 2023/hyakumeiten",4.44,266,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1307/A130701/13270958/
,港区,六本木７丁目,六本木,港区六本木7-13-10,35.6637268,139.7302863,YAKITORI 燃 es,焼き鳥,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten",4.10,740,"￥10,000～￥14,999",-,https://tabelog.com/tokyo/A1307/A130701/13259508/
,港区,西麻布１丁目,-,港区西麻布1-15-3,35.6617996,139.7232725,山﨑,日本料理、海鮮,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2021/silver, 2020/silver, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.47,476,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1307/A130701/13225691/
,港区,虎ノ門１丁目,虎ノ門,港区虎ノ門1-23-3,35.66665990000001,139.7486179,unis,フレンチ、イノベーティブ,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten, 2023/hyakumeiten",4.13,272,"￥50,000～￥59,999","￥50,000～￥59,999",https://tabelog.com/tokyo/A1308/A130802/13253159/
,港区,南青山６丁目,-,港区南青山6-6-22,35.6602545,139.7177949,よろにく,焼肉、ホルモン,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/silver, 2021/silver, 2020/silver, 2019/silver, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten, 2020/hyakumeiten, 2019/hyakumeiten, 2018/hyakumeiten, ",4.24,2875,"￥10,000～￥14,999",-,https://tabelog.com/tokyo/A1306/A130602/13042979/
,港区,麻布台１丁目,虎ノ門,港区麻布台1-3-1,35.6616382,139.7403669,YORONIKU TOKYO AZABUDAIHILLS,焼肉,SILVER,"2026/silver, 2025/bronze, 2025/hyakumeiten, 2024/hyakumeiten",4.32,242,"￥15,000～￥19,999",-,https://tabelog.com/tokyo/A1307/A130701/13291424/
,港区,南青山７丁目,-,港区南青山7-10-10,35.6588354,139.7186628,4000 Chinese Restaurant,四川料理,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2024/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.14,423,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1307/A130703/13229559/
,港区,新橋４丁目,虎ノ門広域,港区新橋4-9-1,35.6643388,139.7563864,レストラン ラ フィネス,フレンチ,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",3.99,254,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1301/A130103/13139171/
,港区,六本木４丁目,六本木,港区六本木4-2-35,35.6647207,139.7335553,レストラン リューズ,フレンチ,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.25,922,"￥30,000～￥39,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1307/A130701/13122126/
,港区,西麻布２丁目,-,港区西麻布2-26-4,35.6602169,139.7194309,レフェルヴェソンス,フレンチ,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2021/silver, 2020/gold, 2019/gold, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.51,1668,"￥50,000～￥59,999","￥50,000～￥59,999",https://tabelog.com/tokyo/A1306/A130602/13116356/
,渋谷区,恵比寿２丁目,-,渋谷区恵比寿2-10-5,35.6456548,139.7169379,鍈輝,焼き鳥,BRONZE,"2026/bronze, 2025/bronze, 2022/bronze, 2021/bronze, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.19,389,"￥10,000～￥14,999",-,https://tabelog.com/tokyo/A1303/A130302/13230923/
,渋谷区,西原３丁目,-,渋谷区西原3-23-1,35.6706199,139.6834603,ete,イノベーティブ、フレンチ,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/bronze, 2022/silver, 2025/hyakumeiten",4.34,123,-,-,https://tabelog.com/tokyo/A1318/A131811/13249143/
,渋谷区,恵比寿１丁目,-,渋谷区恵比寿1-11-5,35.6463484,139.7118421,蕃 YORONIKU,焼肉、ホルモン,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2021/silver, 2020/silver, 2019/silver, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten, 2020/hyakumeiten, 2019/hyakumeiten, 2018/hyakumeiten",4.26,1834,"￥10,000～￥14,999",-,https://tabelog.com/tokyo/A1303/A130302/13211927/
,渋谷区,代々木４丁目,-,渋谷区代々木4-6-5,35.6785953,139.6933809,参宮橋 あさや,うなぎ,SILVER,"2026/silver, 2024/hyakumeiten",4.14,280,-,-,https://tabelog.com/tokyo/A1318/A131810/13289291/
,渋谷区,千駄ケ谷３丁目,-,渋谷区千駄ケ谷3-7-13,35.6769032,139.7043254,sincere,フレンチ,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/silver, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.26,610,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1309/A130901/13194253/
,渋谷区,南平台町,-,渋谷区南平台町6-7,35.6541844,139.6975511,jinen.,フレンチ、創作料理、イノベーティブ,BRONZE,"2026/bronze, 2025/hyakumeiten",4.04,195,"￥50,000～￥59,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1303/A130301/13263230/
,渋谷区,-,-,渋谷区,-,-,末冨,日本料理,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2025/hyakumeiten, 2023/hyakumeiten",4.51,174,-,-,https://tabelog.com/tokyo/A1303/A130301/13259485/
,渋谷区,恵比寿２丁目,-,渋谷区恵比寿2-37-8,35.6453541,139.7223369,すし 良月,寿司,SILVER,"2026/silver, 2025/silver, 2024/silver, 2025/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.48,377,"￥40,000～￥49,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1303/A130302/13241432/
,渋谷区,広尾５丁目,-,渋谷区広尾5-17-4,35.6497661,139.7203894,鮨 ゆうき,寿司,BRONZE,"2026/bronze, 2025/hyakumeiten",4.17,250,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1307/A130703/13294395/
,渋谷区,広尾５丁目,-,渋谷区広尾5-13-6,35.6498429,139.7212304,鮨 陸,寿司,BRONZE,"2026/bronze, 2025/hyakumeiten",4.23,187,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1307/A130703/13301089/
,渋谷区,宇田川町,-,渋谷区宇田川町11-1,35.6626422,139.6972857,炭火焼 ゆうじ,ホルモン、焼肉,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/silver, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten, 2020/hyakumeiten, 2019/hyakumeiten, 2018/hyakumeiten",4.19,2181,"￥6,000～￥7,999",-,https://tabelog.com/tokyo/A1303/A130301/13001794/
,渋谷区,恵比寿西２丁目,-,渋谷区恵比寿西2-13-16,35.6508458,139.7060166,TACUBO,イタリアン,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2021/silver, 2020/silver, 2019/silver, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.44,1034,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1303/A130303/13109940/
,渋谷区,神宮前５丁目,-,渋谷区神宮前5-23-3,35.6644778,139.7046895,玉笑,そば,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2024/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten, 2019/hyakumeiten, 2018/hyakumeiten, 2017/hyakumeiten",3.87,1822,"￥10,000～￥14,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1306/A130601/13129390/
,渋谷区,神宮前２丁目,-,渋谷区神宮前2-3-18,35.6731932,139.7127606,傳,創作料理,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/bronze, 2021/silver, 2020/silver, 2019/silver, 2025/hyakumeiten",4.32,314,-,-,https://tabelog.com/tokyo/A1306/A130603/13046855/
,渋谷区,代々木２丁目,-,渋谷区代々木2-6-5,35.68795360000001,139.698908,鳥茂,もつ焼き,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/silver, 2019/silver",3.94,2790,"￥8,000～￥9,999",-,https://tabelog.com/tokyo/A1304/A130401/13001067/
,渋谷区,鶯谷町７丁目,-,渋谷区鶯谷町7-12,35.6540804,139.7022691,とり茶太郎,焼き鳥,SILVER,"2026/silver, 2025/silver, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.42,687,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1303/A130301/13157208/
,渋谷区,神宮前２丁目,-,渋谷区神宮前2-19-12,35.673458,139.7101767,樋口,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.22,200,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1306/A130601/13001215/
,渋谷区,恵比寿２丁目,-,渋谷区恵比寿2-3-4,35.648029,139.7184741,ペレグリーノ,イタリアン,SILVER,"2026/silver, 2025/gold, 2024/gold, 2023/gold, 2022/gold, 2021/gold, 2020/silver, 2019/gold, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.50,332,"￥100,000～","￥100,000～",https://tabelog.com/tokyo/A1303/A130302/13072775/
,渋谷区,代々木４丁目,-,渋谷区代々木4-22-17,35.6812558,139.6913014,ボニュ,フレンチ、ステーキ、ケーキ,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2021/silver, 2020/silver, 2019/gold, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.24,342,"￥50,000～￥59,999","￥50,000～￥59,999",https://tabelog.com/tokyo/A1304/A130401/13184186/
,渋谷区,本町３丁目,-,渋谷区本町3-41-12,35.6883038,139.6809081,らぁ麺や 嶋,ラーメン、つけ麺,BRONZE,"2026/bronze, 2022/bronze, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.05,1985,-,"￥1,000～￥1,999",https://tabelog.com/tokyo/A1304/A130401/13247487/
,渋谷区,渋谷２丁目,-,渋谷区渋谷2-2-2,35.6607645,139.7085533,ラチュレ,フレンチ,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/silver, 2021/silver, 2020/silver, 2019/silver, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.27,2794,"￥10,000～￥14,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1303/A130301/13198692/
,渋谷区,渋谷２丁目,-,渋谷区渋谷2-3-1,35.6599442,139.7088359,ラ・ブランシュ,フレンチ,BRONZE,"2026/bronze, 2025/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2018/-, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",3.92,554,-,-,https://tabelog.com/tokyo/A1303/A130301/13002111/
,渋谷区,恵比寿西２丁目,-,渋谷区恵比寿西2-17-5,35.6489302,139.7059561,recte,フレンチ,BRONZE,"2026/bronze, 2020/bronze, 2019/bronze, 2018/-, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.00,526,"￥30,000～￥39,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1303/A130303/13036041/
,渋谷区,東３丁目,-,渋谷区東3-16-1,35.6497997,139.7100875,わさ,中華料理,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/bronze, 2022/bronze, 2024/hyakumeiten, 2023/hyakumeiten",4.36,361,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1303/A130302/13251804/
,新宿区,神楽坂５丁目,-,新宿区神楽坂5-37,35.7013408,139.7391271,NK,日本料理、創作料理,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/bronze, 2025/hyakumeiten, 2023/hyakumeiten",4.44,319,"￥40,000～￥49,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1309/A130905/13249655/
,新宿区,荒木町,-,新宿区荒木町7-13,35.6891044,139.7222649,オオクサ,焼き鳥,SILVER,"2026/silver, 2025/bronze, 2024/silver, 2023/silver, 2022/silver, 2021/bronze, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.37,441,"￥15,000～￥19,999",-,https://tabelog.com/tokyo/A1309/A130903/13240980/
,新宿区,神楽坂５丁目,-,新宿区神楽坂5-37,35.7013408,139.7391271,神楽坂 石かわ,日本料理,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2021/silver, 2020/silver, 2019/silver, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.42,688,"￥50,000～￥59,999","￥50,000～￥59,999",https://tabelog.com/tokyo/A1309/A130905/13004079/
,新宿区,東五軒町,-,新宿区東五軒町5-5,35.7063525,139.7397557,かさ原,焼き鳥,GOLD,"2026/gold, 2025/gold, 2024/gold, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten",4.55,462,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1309/A130905/13266251/
,新宿区,四谷三栄町,-,新宿区四谷三栄町15-2,35.68788869999999,139.7269838,北島亭,フレンチ,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.27,599,"￥20,000～￥29,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1309/A130902/13000945/
,新宿区,東五軒町,-,新宿区東五軒町5-5,35.7063525,139.7397557,紀茂登,日本料理,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2021/silver, 2020/silver, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.38,438,"￥80,000～￥99,999",-,https://tabelog.com/tokyo/A1309/A130905/13226856/
,新宿区,四谷１丁目,-,新宿区四谷1-9-4,35.6860739,139.7279873,くすのき 本店,天ぷら,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2021/silver, 2020/silver, 2025/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten",4.39,355,"￥100,000～","￥40,000～￥49,999",https://tabelog.com/tokyo/A1309/A130902/13223239/
,新宿区,神楽坂４丁目,-,新宿区神楽坂4-3,35.701714,139.7398215,愚直に,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten, 2023/hyakumeiten",3.88,191,"￥30,000～￥39,999","￥30,000～￥39,999",https://tabelog.com/tokyo/A1309/A130905/13251541/
,新宿区,神楽坂３丁目,-,新宿区神楽坂3-5-5,35.7008106,139.7408453,虎白,日本料理,BRONZE,"2026/bronze, 2025/hyakumeiten",4.23,166,-,-,https://tabelog.com/tokyo/A1309/A130905/13296900/
,新宿区,荒木町,-,新宿区荒木町6-39,35.689235,139.7226138,車力門 おの澤,日本料理、そば,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten, 2023/hyakumeiten",4.10,349,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1309/A130903/13247076/
,新宿区,四谷１丁目,-,新宿区四谷1-11,35.6855246,139.7275924,すし匠,寿司,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2021/silver, 2020/silver, 2019/silver, 2025/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.46,1119,-,-,https://tabelog.com/tokyo/A1309/A130902/13000852/
,新宿区,四谷三栄町,-,新宿区四谷三栄町5-2,35.6881224,139.7252672,鮨 やすみつ,寿司、海鮮、かに,BRONZE,"2026/bronze, 2025/hyakumeiten, 2022/hyakumeiten",4.06,136,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1309/A130902/13212833/
,新宿区,百人町１丁目,-,新宿区百人町1-24-8,35.6987404,139.6976158,SPICY CURRY 魯珈,カレー、台湾料理,BRONZE,"2026/bronze, 2024/hyakumeiten",3.94,722,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1304/A130404/13286023/
,新宿区,二十騎町,-,新宿区二十騎町2-23,35.6984782,139.7311584,SECRETO,イノベーティブ,BRONZE,"2026/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten",4.12,461,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1309/A130905/13213559/
,新宿区,荒木町,-,新宿区荒木町15,35.6910773,139.7246981,津の守坂 小柴,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/silver, 2020/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.24,227,"￥30,000～￥39,999","￥30,000～￥39,999",https://tabelog.com/tokyo/A1309/A130903/13200286/
,新宿区,大久保１丁目,-,新宿区大久保1-12-3,35.6985348,139.7034628,東京肉しゃぶ家,しゃぶしゃぶ、すき焼き、牛料理,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2024/hyakumeiten",3.94,598,"￥15,000～￥19,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1304/A130401/13196268/
,新宿区,荒木町,-,新宿区荒木町16-16,35.6916821,139.7242203,鳥料理 鳥勝,鳥料理,BRONZE,"2026/bronze, 2025/hyakumeiten",3.89,101,"￥15,000～￥19,999",-,https://tabelog.com/tokyo/A1309/A130903/13193026/
,新宿区,神楽坂５丁目,-,新宿区神楽坂5-7,35.7021799,139.7389175,波濤,寿司,SILVER,"2026/silver, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2025/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.37,338,"￥50,000～￥59,999","￥50,000～￥59,999",https://tabelog.com/tokyo/A1309/A130905/13245540/
,新宿区,四谷４丁目,-,新宿区四谷4-8,35.6880701,139.7166065,はらまさ,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2018/-, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.24,729,"￥20,000～￥29,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1309/A130903/13151542/
,新宿区,四谷１丁目,-,新宿区四谷1-22-1,35.6875649,139.7278518,三谷,寿司,GOLD,"2026/gold, 2025/silver, 2024/gold, 2023/gold, 2022/gold, 2021/gold, 2020/gold, 2019/gold, 2025/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.51,328,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1309/A130902/13042204/
,新宿区,納戸町,-,新宿区納戸町32-3,35.6977486,139.7337915,森ふじ,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten, 2023/hyakumeiten",4.12,143,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1309/A130905/13240181/
,新宿区,納戸町,-,新宿区納戸町22,35.6981502,139.7325667,ル・マンジュ・トゥー,フレンチ,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",3.90,320,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1309/A130905/13000469/
,新宿区,神楽坂３丁目,-,新宿区神楽坂3-6-53,35.700496,139.7396938,L'ETERRE,フレンチ,BRONZE,"2026/bronze, 2025/hyakumeiten",4.12,141,"￥30,000～￥39,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1309/A130905/13281616/
,千代田区,有楽町１丁目,大丸有,千代田区有楽町1-9-4,35.675117,139.7609658,アピシウス,フレンチ,BRONZE,"2026/bronze, 2025/silver, 2024/silver, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.32,1280,"￥50,000～￥59,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1301/A130102/13000145/
,千代田区,紀尾井町,赤坂,千代田区紀尾井町1-2,35.6797366,139.7380407,紀尾井町 三谷,寿司,BRONZE,"2026/bronze, 2025/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2018/-, 2025/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",3.93,762,"￥50,000～￥59,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1308/A130801/13198197/
,千代田区,有楽町１丁目,大丸有,千代田区有楽町1-1-2,35.6742704,139.7592781,鮨 なんば 日比谷,寿司,SILVER,"2026/silver, 2025/silver, 2024/gold, 2023/gold, 2022/gold, 2021/gold, 2020/gold, 2019/silver, 2025/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.55,960,"￥40,000～￥49,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1301/A130102/13219857/
,千代田区,一番町,-,千代田区一番町3-8,35.6877165,139.7433184,鮨 みずかみ,寿司,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2025/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.27,302,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1308/A130803/13220742/
,千代田区,六番町,-,千代田区六番町4-3,35.6891599,139.7352518,炭火焼肉 なかはら,焼肉,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten, 2020/hyakumeiten, 2019/hyakumeiten, 2018/hyakumeiten",3.88,740,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1309/A130904/13175110/
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-11-1,35.6756622,139.7646289,SEZANNE,フレンチ,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2025/hyakumeiten, 2023/hyakumeiten",4.47,494,"￥60,000～￥79,999","￥60,000～￥79,999",https://tabelog.com/tokyo/A1302/A130201/13256878/
,千代田区,紀尾井町,赤坂,千代田区紀尾井町1-3,35.6796496,139.7370292,CHIUnE,イノベーティブ、フレンチ,SILVER,"2026/silver, 2025/silver, 2025/hyakumeiten",4.49,182,"￥80,000～￥99,999",-,https://tabelog.com/tokyo/A1308/A130801/13295095/
,千代田区,紀尾井町,赤坂,千代田区紀尾井町4-1,35.6809158,139.7340561,トゥールダルジャン 東京,フレンチ,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",3.96,723,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1308/A130803/13000288/
,千代田区,紀尾井町,赤坂,千代田区紀尾井町1-3,35.6796496,139.7370292,MAZ,イノベーティブ,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten",4.06,241,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1308/A130803/13270953/
,千代田区,有楽町１丁目,大丸有,千代田区有楽町1-1-2,35.6742704,139.7592781,龍吟,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2018/-, 2017/-, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.16,306,"￥80,000～￥99,999",-,https://tabelog.com/tokyo/A1301/A130102/13001457/
,千代田区,内幸町１丁目,-,千代田区内幸町1-1-1,35.6724056,139.7583398,レ セゾン,フレンチ,SILVER,"2026/silver, 2025/bronze, 2024/silver, 2023/bronze, 2022/bronze, 2021/silver, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.30,1002,"￥20,000～￥29,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1301/A130102/13002294/
,中央区,日本橋室町２丁目,日八京,中央区日本橋室町2-1-1,35.686372,139.7731296,アカ,スペイン料理,GOLD,"2026/gold, 2025/gold, 2024/gold, 2023/gold, 2022/gold, 2021/silver, 2024/hyakumeiten",4.64,613,"￥60,000～￥79,999","￥60,000～￥79,999",https://tabelog.com/tokyo/A1302/A130202/13249117/
,中央区,日本橋兜町,-,中央区日本橋兜町1-4,35.6827422,139.7793861,ASAHINA Gastronome,フレンチ,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.26,594,"￥40,000～￥49,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1302/A130203/13227385/
,中央区,銀座５丁目,-,中央区銀座5-5-12,35.6710889,139.7631888,麻布室井,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten",4.14,135,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1301/A130101/13292026/
