指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2024/2/5取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：6,158件、2021年度：6,304件、2022年度：6,543件、2023年度：6,702件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町4-1ホテルニユーオータニ新館2F,35.68117,139.73413,一般財団法人健康医学協会 東都クリニック,"内科, 心療内科, 消化器科, 循環器科, 整形外科, 皮膚科, 泌尿器科, 婦人科, 糖尿病内科, 眼科, 耳鼻いんこう科, 乳腺外科",http://www.kenkoigaku.or.jp/index.html
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-7-10YK駿河台ビル1階,35.69962,139.75995,とちの木通り診療所,"精神科, 心療内科",http://tochinoki-dori.jp/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-7-1有楽町電気ビル南館3階,35.67451,139.76148,日比谷クリニック,内科,http://www.hibiya-clinic.com/
千代田区,神田佐久間町３丁目,-,東京都千代田区神田佐久間町3-28星野ビル2F,35.69860,139.77856,秋葉原DEM内科クリニック,"内科, 糖尿病内科, 内分泌・代謝内科代謝内分泌",-
千代田区,九段北１丁目,-,東京都千代田区九段北1丁目4-4九段下高橋ビル2F,35.69644,139.75131,村尾歯科,歯科,-
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1丁目8,35.69809,139.76266,公益財団法人 佐々木研究所附属 杏雲堂病院,"内科, リウマチ科, 呼吸器科, 呼吸器外科, 消化器外科, 消化器科, 循環器科, 整形外科, 形成外科, 皮膚科, 泌尿器科, 婦人科, 糖尿病内科, リハビリテーション科, 放射線科, 麻酔科, 乳腺外科",-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2丁目5-1,35.69965,139.76132,医療法人財団小畑会 浜田病院,"小児科, 産婦人科",-
千代田区,五番町,-,東京都千代田区五番町4-2東プレビル2F,35.69043,139.73550,小林歯科医院,"矯正歯科, 歯科口腔外科",-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1丁目7-2東京サンケイビルB1F,35.68693,139.76560,医療法人社団 渡邊内科,"内科, 呼吸器科, 消化器科, 循環器科",-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目11-1パシフィックセンチュリープレイス丸の内10F,35.67813,139.76685,Dクリニック東京,"形成外科, 皮膚科",https://www.menshealth-tokyo.com/mens_health/
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-7-1神田小島ビル2F,35.69227,139.77174,神田駅前平野歯科クリニック,"歯科, 小児歯科, 矯正歯科, 歯科口腔外科",http://www.hirano-dent.com/
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4丁目4-7小池ビル1階,35.70055,139.74653,飯田橋小池クリニック,"内科, 循環器科, 小児科, 皮膚科",http://koikeclinic.net/
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2丁目5,35.70015,139.76127,社団法人 東京都教職員互助会 三楽病院,"内科, 血液内科, 外科, 精神科, 神経科, 神経内科, 呼吸器科, 消化器科, 循環器科, 小児科, 整形外科, 皮膚科, 泌尿器科, 産婦人科, 糖尿病内科, 眼科, 耳鼻いんこう科, リハビリテーション科, 放射線科, 麻酔科",http://www.sanraku.or.jp/index.html
千代田区,二番町,-,東京都千代田区二番町3番11号VORT二番町7階,35.68613,139.73689,シャーロットこども発達クリニック,"小児科, 小児神経内科小児, 児童精神科児童",https://www.charlotte-kodomo.com/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-8-1ザ・ペニンシュラ東京B1,35.67471,139.76066,コレージュクリニック ザ・ペニンシュラ東京,耳鼻いんこう科,https://gincolle.com/
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-8,35.69928,139.76430,医療法人社団 昌仁醫修会 瀬川記念小児神経学クリニック,"小児神経内科小児, 神経内科, 精神科, 小児科, 内科",http://segawa-clinic.jp/
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1丁目2-1OTEMACHI ONE 地下1階,35.68786,139.76327,クリニックフォア大手町,"内科, アレルギー科",https://www.clinicfor.life/otemachi/
千代田区,外神田２丁目,-,東京都千代田区外神田2-10-3ソカロアキバ2階,35.70168,139.76894,秋葉原内科saveクリニック,"内科, 皮膚科, 胃腸内科胃腸",http://saveclinic.jp
千代田区,内神田３丁目,-,東京都千代田区内神田3-14-8ニシザワビル5階,35.69171,139.76993,あいクリニック神田,"心療内科, 精神科, 神経科",http://www.i-clinic.or.jp/
千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町2-9-6利久堂ビル5階,35.70090,139.75474,三崎町青木皮膚科,皮膚科,https://www.aoki-hifuka.info/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-2-12ダイハツ有楽町ビル3F,35.67255,139.76002,医療法人社団有心会 クリア歯科東京院,"歯科, 矯正歯科",http://www.yusinkai-tokyo.jp
千代田区,麹町４丁目,-,東京都千代田区麹町4丁目8-1麹町クリスタルシティ 東館 B2F,35.68442,139.73656,オプティマスデンタルクリニック麹町,歯科,https://www.kaito-dc.jp/
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-10-6VORT御茶ノ水2階,35.69882,139.76426,お茶の水耳鼻咽喉科・アレルギー科,"耳鼻いんこう科, アレルギー科",https://ochanomizu-ent.com/
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4-6-9STビル2F,35.70092,139.74693,医療法人社団高典会 飯田橋クリニック,"皮膚科, 内科, アレルギー科, 形成外科, 美容外科",http://www.iidabashi-cl.com/
千代田区,神田三崎町１丁目,-,東京都千代田区三崎町1丁目3-12,35.70087,139.75588,財団法人結核予防会 第一健康相談所 総合健診センター,"内科, 呼吸器科, 消化器科, 循環器科",http://www.ichiken.org/
千代田区,神田和泉町,-,東京都千代田区神田和泉町1,35.69973,139.77936,社会福祉法人 三井記念病院,"内科, 血液内科, リウマチ科, 外科, 精神科, 神経内科, 脳神経外科脳神経, 呼吸器科, 呼吸器外科, 消化器外科, 消化器科, 腎臓内科, 循環器科, 心臓血管外科, 小児科, 小児外科, 整形外科, 皮膚科, 泌尿器科, 産婦人科, 内分泌内科, 糖尿病内科, 眼科, 耳鼻いんこう科, 放射線科, 歯科, 歯科口腔外科, 麻酔科, 乳腺外科",http://www.mitsuihosp.or.jp/
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3丁目4-10飯田橋エルシスビル2F,35.70087,139.74797,飯田橋メディカルクリニック,糖尿病内科,http://www.iidabashimedical.com
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目7-1有楽町電気ビル北館10階,35.67458,139.76146,一般財団法人日本がん知識普及協会 有楽町電気ビルクリニック,"内科, 呼吸器科, 消化器科, 循環器科, 皮膚科, 内分泌内科",http://www.jckpf.or.jp/
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3丁目10-10ガーデン・エア・タワー2F,35.70035,139.75055,医療法人社団慶翔会 飯田橋眼科クリニック,眼科,http://www.iidabashi-eye.com/
千代田区,内神田３丁目,-,東京都千代田区内神田3丁目16-4吉和ビル2F,35.69195,139.76925,医療法人社団敬雅会 山根耳鼻咽喉科,耳鼻いんこう科,http://yamanejibika.webmedipr.jp/
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-1-4ヒルクレスト御茶ノ水5階,35.69944,139.76224,お茶の水血管外科クリニック,"外科, 心臓血管外科",http://www.kekkangeka.com
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-4お茶の水日健ビル4階,35.69961,139.76349,お茶の水メンタルクリニック,"心療内科, 精神科",http://ochanomizu-mental.com
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-8-3神田91ビルディング1階,35.69087,139.77256,東京ビジネスパーソンズ クリニック,"内科, 皮膚科",http://www.tokyo-bp-clinic.com
千代田区,九段北４丁目,-,東京都千代田区九段北4-2-22市ヶ谷スポーツプラザビル2F,35.69182,139.73724,市ヶ谷メンタルクリニック,"心療内科, 精神科",http://ichigaya-mental.jp/
千代田区,神田美土代町,-,東京都千代田区神田美土代町7-4,35.69340,139.76594,医療法人財団福音医療会 神田キリスト教診療所,"内科, 循環器内科循環器, 消化器内科消化器, 泌尿器科, 皮膚科",https://www.fukuin.net/
千代田区,二番町,-,東京都千代田区二番町3-11VORT二番町8F,35.68616,139.73689,麹町スキンクリニック,皮膚科,https://www.koujimachi-sc.com/
千代田区,五番町,-,東京都千代田区五番町5-1第8田中ビル3F,35.69018,139.73579,医療法人社団アークブレーンズ アーク歯科クリニック 市ヶ谷オフィス,"歯科, 歯科口腔外科, 矯正歯科",http://www.arkdent.com/ichigaya/
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-10-1交通会館3F,35.67497,139.76438,医療法人社団 西端耳鼻咽喉科,"耳鼻いんこう科, 気管食道科, アレルギー科",http://www.nishihata-ent.or.jp/
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-7-1有楽町イトシアB1F,35.67426,139.76376,クリニックフォア有楽町,"内科, アレルギー科, 皮膚科",https://www.clinicfor.life/yurakucho/
千代田区,九段北１丁目,-,東京都千代田区九段北1丁目9-5,35.69769,139.75077,一般財団法人全日本労働福祉協会 九段クリニック,"内科, 循環器科, 消化器科, 婦人科, 放射線科",http://zrf.or.jp/kudanclinic/
千代田区,麹町１丁目,-,東京都千代田区麹町1丁目7-25フェルテ麹町1・7ビルB1F,35.68333,139.74369,医療法人社団荘和会 半蔵門胃腸クリニック,消化器科,http://hanzomon-icho-clinic.com/
千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町2-105ワテラス アネックス5階,35.69755,139.76792,医療法人社団清湘会 聖橋クリニック,"内科, 糖尿病内科, 腎臓内科",http://www.seishokai.or.jp/hijiribashi/index.html
千代田区,内神田３丁目,-,東京都千代田区内神田3丁目4-13OK内神田ビル3F,35.69005,139.76923,酒匂歯科,歯科,https://sakohshika.jimdo.com/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2丁目9-1メディカルモール,35.69542,139.75593,医療法人社団益生会 神保町代謝クリニック,内科,http://www1.tcn-catv.ne.jp/taisha/index.html
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1-10-3保坂ビル7F,35.69548,139.76534,お茶の水 あゆみクリニック,"内科, 婦人科, 産科",http://www.ayumiclinic.com
千代田区,平河町２丁目,-,東京都千代田区平河町2-14-7YUKEN平河町ビル3F,35.67991,139.74094,東京シーサイドクリニック,"内科, 循環器科",http://www.ts-clinic.jp
千代田区,神田錦町２丁目,-,東京都千代田区神田錦町2-1-5,35.69234,139.76335,医療法人社団陽成会 千代田歯科クリニック,"歯科, 小児歯科, 歯科口腔外科, 矯正歯科",http://chiyoda-dental.com/
千代田区,神田神保町３丁目,-,東京都千代田区神田神保町3丁目10-10大行ビル4F,35.69705,139.75448,内山九段クリニック,"形成外科, 美容外科, 美容皮膚科, 皮膚科",http://www.kudan-bc.com
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1丁目2-3水野ビル5F,35.69656,139.75996,駿河台・デンタルオフィス,"歯科, 小児歯科",http://www.clean-teeth.net/
千代田区,六番町,-,東京都千代田区六番町1-5布江ビル1F,35.68789,139.73490,医療法人社団アークブレーンズ アーク歯科クリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",http://www.arkdent.com/bancho/
千代田区,内幸町２丁目,-,東京都千代田区内幸町2丁目2-1日本プレスセンターB1F,35.67092,139.75420,歯科オノザワ,"歯科, 矯正歯科",http://www.dental-o.com
千代田区,九段北１丁目,-,東京都千代田区九段北1丁目2-1九段中央ビル2F,35.69585,139.75218,加部歯科医院,"歯科, 矯正歯科",http://www.kabe-dent.net/
千代田区,五番町,-,東京都千代田区五番町6-4グレース五番町ビル5階,35.68948,139.73518,つげ歯科五番町クリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",http://www.tsugedental.com
千代田区,隼町,-,東京都千代田区隼町3-19隼町MTビル2階,35.68224,139.74200,風の木クリニック,"心療内科, 精神科",http://www.kazenoki.jp/
千代田区,神田多町２丁目,-,東京都千代田区神田多町2丁目1神田東山ビル3階,35.69321,139.76934,医療法人社団弘冨会 神田東クリニック,"心療内科, 精神科",http://www.iomhj.com/
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町三丁目8中北ビル2階,35.69581,139.76171,医療法人社団ひのき会 証クリニック神田,"内科, 神経内科, 歯科, 消化器内科消化器, 漢方内科",http://www.akashi-clinic.com/
千代田区,麹町４丁目,-,東京都千代田区麹町4丁目3-16紅谷ビル3F,35.68318,139.73803,麹町デンタルクリニック,"歯科, 矯正歯科, 歯科口腔外科",http://www.kojimachidental.jp/
千代田区,神田松永町,-,東京都千代田区神田松永町11AT第1ビル7F,35.69957,139.77458,医療法人社団カームガーデン 秋葉原ガーデンクリニック,"心療内科, 精神科",http://www.akiba-garden.com/index.html
千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町2丁目9-18,35.70158,139.75496,学校法人 東京歯科大学水道橋病院,"内科, 眼科, 放射線科, 歯科, 矯正歯科, 小児歯科, 歯科口腔外科",http://www.tdc.ac.jp/hospital/sh/
千代田区,神田佐久間町３丁目,-,東京都千代田区神田佐久間町3丁目37-59マルチーノビル3F・4F,35.69817,139.77740,医療法人社団順真会 しのみやクリニック,"心療内科, 精神科",http://www.shinomiya-clinic.jp/index.asp
千代田区,飯田橋１丁目,-,東京都千代田区飯田橋一丁目10-1六川ビル2階,35.69952,139.74793,六川歯科医院,"歯科, 小児歯科, 歯科口腔外科",http://810mn.crayonsite.com
千代田区,富士見２丁目,-,東京都千代田区富士見2丁目7-2飯田橋プラーノモール207,35.70103,139.74496,ウテツ・デンタルクリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",http://www.ku-dc.jp/
千代田区,富士見２丁目,-,東京都千代田区富士見2丁目3-16,35.69988,139.74419,学校法人 日本歯科大学附属病院,"内科, 外科, 放射線科, 歯科, 矯正歯科, 小児歯科, 歯科口腔外科, 麻酔科, 乳腺外科, 内分泌外科代謝",http://dent-hosp.ndu.ac.jp/nduhosp/
千代田区,外神田３丁目,-,東京都千代田区外神田3丁目7-1,35.70209,139.77014,医療法人社団正誠会 林医院,"内科, 外科, 消化器科, 胃腸科, 皮膚科, 肛門科",http://www.hayashi-clinic.com/
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1丁目18,35.69541,139.77116,医療法人財団同仁記念会 明和病院,"内科, 皮膚科, リハビリテーション科, ペインクリニック内科, 呼吸器内科呼吸器, 消化器内科消化器, 人工透析内科",http://www.meiwahp.com/
千代田区,内神田２丁目,-,東京都千代田区内神田2丁目8-14,35.69086,139.76885,医療法人社団 神田診療所,"内科, 小児科, 呼吸器内科呼吸器, 循環器内科循環器, 消化器内科消化器, 肝臓内科",http://www.kanda-shinryoujyo.com/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目7-1有楽町電気ビル南館7F,35.67456,139.76151,医療法人社団桜メディスン 有楽町桜クリニック,"心療内科, 精神科",http://www.yurakucho-sakura-clinic.com/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目7-1有楽町電気ビル北館17F,35.67451,139.76148,医療法人社団ウェルエイジング クレアージュ東京 エイジングケアクリニック,内科,http://www.aac-clinic.com/
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1丁目8-13,35.69817,139.76387,学校法人 日本大学歯学部付属歯科病院,"放射線科, 歯科, 矯正歯科, 小児歯科, 歯科口腔外科, 麻酔科, 病理診断科",http://www.dent.nihon-u.ac.jp/hospital/j-hos00.html
千代田区,西神田１丁目,-,東京都千代田区西神田一丁目4-11サンポウ水道橋ビル301号,35.69994,139.75702,水道橋メディカルクリニック,"内科, 循環器科",http://www.suidoubashimedical.com/
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1丁目5-5大手町タワーB1F,35.68561,139.76558,一般財団法人松翁会 松翁会診療所大手町健診プラザ,"内科, 神経内科, 皮膚科, 婦人科, 内分泌内科, 糖尿病内科, 呼吸器内科呼吸器, 循環器内科循環器",http://shouohkai.or.jp/clinic/index.html
千代田区,外神田１丁目,-,東京都千代田区外神田1丁目16-9朝風二号館ビル6階,35.69729,139.77248,医療法人社団友好会 秋葉原メディカルクリニック,"内科, 婦人科",http://www.yukokai.jp/
千代田区,神田小川町２丁目,-,東京都千代田区神田小川町2丁目12進興ビル地下1F,35.69523,139.76465,医療法人社団雄治会 小川町メディカルクリニック,内科,http://www.ogawamachi-med-cl.jp/forms/top/top.aspx
千代田区,一番町,-,東京都千代田区一番町10-2一番町Mビル1階,35.68661,139.73996,医療法人社団慧諒会 河野歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",http://www.ykono.com/index.html
千代田区,麹町４丁目,-,東京都千代田区麹町4丁目4-6麹町4丁目小倉ビル2F,35.68417,139.73541,佐々木内科クリニック,"内科, 呼吸器科, 消化器科, 小児科",http://www.sasaki-m-clinic.com/
千代田区,神田和泉町,-,東京都千代田区神田和泉町1丁目13-12,35.69965,139.77818,医療法人社団和平会 坪井医院,"内科, 外科, 小児科, 循環器内科循環器",http://www.tsuboi-clinic.org/
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1丁目8,35.69330,139.76458,医療法人社団 遠藤クリニック,"内科, 消化器科",http://endo.or.jp/
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4丁目6-5,35.70067,139.74670,医療法人社団明善会 飯田橋榎本クリニック,精神科,http://www.iidabashi-enomoto-clinic.jp/
千代田区,麹町１丁目,-,東京都千代田区麹町1丁目10澤田麹町ビルB1階,35.68477,139.74278,半蔵門心療クリニック,心療内科,http://www.hanzomon-m-clinic.jp/
千代田区,外神田２丁目,-,東京都千代田区外神田2丁目2-19丸和ビル1F,35.69970,139.76724,医療法人社団順悠会 寺井クリニック,"内科, 胃腸科",http://www.terai-clinic.jp/
千代田区,神田和泉町,-,東京都千代田区神田和泉町一丁目2-3エクシト秋葉原1階,35.69977,139.77587,大井歯科,"歯科, 小児歯科, 歯科口腔外科",http://www.oi-dental.net/
千代田区,九段北２丁目,-,東京都千代田区九段北二丁目3-1九段増田ビル2F,35.69545,139.74666,医療法人社団ブナ会 九段ごみぶちクリニック,"心療内科, 精神科",http://gomibuchi-clinic.com/
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4丁目1-11信濃ビル2F,35.70014,139.74780,医療法人社団スマイルエッセンス スマイル歯科・矯正歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",http://www.smile-d.jp/staff.html
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2丁目8瀬川ビル3F,35.69928,139.76432,医療法人財団日睡会 御茶ノ水呼吸ケアクリニック,"内科, アレルギー科, 呼吸器内科呼吸器",http://www.sas-care.jp/orcc/main.html
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1丁目3-2大手町カンファレンスセンターB1F,35.68866,139.76357,医療法人社団 近藤歯科医院,"歯科, 矯正歯科, 歯科口腔外科",http://www.kdcic.jp
千代田区,内幸町２丁目,-,東京都千代田区内幸町2丁目2-1日本プレスセンタービルB1F,35.67093,139.75425,医療法人社団 日比谷滝村クリニック,"心療内科, 精神科, 神経科",http://hibitaki.net
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町二丁目7-1有楽町イトシア13F,35.67407,139.76293,医療法人社団翔友会 品川近視クリニック 東京院,眼科,http://www.shinagawa-lasik.com
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1丁目9東京天理ビル1F,35.69180,139.76436,医療法人社団寿会 千代田診療所,"内科, 消化器科, 眼科, 放射線科, 循環器内科循環器, 糖尿病内科, 代謝内科代謝内分泌",http://www.chiyoda-s.or.jp/
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目5-1新丸の内ビルディング10F,35.68266,139.76428,新丸ビル10階歯科,歯科,http://www.seido-dental-clinic.gr.jp/
千代田区,神田多町２丁目,-,東京都千代田区神田多町2丁目3不動商事ビル5F,35.69262,139.76908,山本歯科,"歯科, 矯正歯科, 小児歯科",http://www.yamamoto8148.com
千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町2丁目6-2,35.69707,139.76813,医療法人社団亮友会 大塩医院,"内科, アレルギー科, 消化器科",http://oshio-clinic.jp/
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目5-1新丸の内ビルディング11F,35.68266,139.76428,藤野歯科医院,歯科,http://www.fujino-dental.com/
千代田区,九段北１丁目,-,東京都千代田区九段北1丁目3-3九段下東急真サクラビル2F,35.69589,139.75150,九段下スターデンタルクリニック,"歯科, 矯正歯科",https://www.yourwhiteeth.com/
千代田区,富士見２丁目,-,東京都千代田区富士見2丁目4-7247ビル2階,35.69968,139.74589,飯田橋サンシャイン歯科,"歯科, 小児歯科, 歯科口腔外科",http://www.sunshine-dc.net/
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3丁目5-1東京区政会館1F,35.70154,139.74769,前島歯科医院 飯田橋デンタルケアオフィス,"歯科, 矯正歯科, 小児歯科",http://www.maejima-dc.com
千代田区,二番町,-,東京都千代田区二番町5麹町駅プラザ2F,35.68562,139.73668,医療法人社団聖会 大串歯科医院,歯科,http://www.ohgushi-dental.com/index.html
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1丁目37-3B-WALL神保町ビル1F,35.69481,139.75975,医療法人社団SMILE PLUS ナチュラル・スマイル・デンタルクリニック,歯科,http://www.nsdc.jp/
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1丁目41-1三省堂第二ビル3階,35.69486,139.76090,ノグチ歯科医院,歯科,http://www.noguchidental.com/index.html
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1丁目8小川町クレストビル3F,35.69502,139.76563,医療法人社団宏礼会 塚原デンタルクリニック,"歯科, 矯正歯科, 歯科口腔外科",http://www.haisha.jp/
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内三丁目3-1新東京ビルB1F,35.67752,139.76295,医療法人社団市橋会 市橋デンタルクリニック,"歯科, 歯科口腔外科",http://www.ichihashi-shika.com/
千代田区,五番町,-,東京都千代田区五番町2横山ビル2F,35.69063,139.73526,医療法人社団峰瑛会 市ケ谷番町歯科クリニック,"歯科, 矯正歯科, 小児歯科",http://www.11855.jp/
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3丁目4-2新日石ビル9F,35.67668,139.76259,井上歯科医院,歯科,http://www.dental-inoue.com/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2丁目9神田神保町メディカルモール2F,35.69540,139.75593,トシデンタルクリニック,"歯科, 歯科口腔外科",http://www.toshi-dc.com
千代田区,岩本町３丁目,-,東京都千代田区岩本町3丁目7-16マルメビル2階,35.69573,139.77780,医療法人社団ウェルネス東京 上條歯科医院,歯科,http://www.e-kamijo.com/
千代田区,神田多町２丁目,-,東京都千代田区神田多町2丁目2-51階・2階,35.69341,139.76966,神田痛みのクリニック,麻酔科,-
千代田区,東神田１丁目,-,東京都千代田区東神田1丁目5-8小要ビル2F,35.69411,139.78025,小要歯科医院,"歯科, 矯正歯科",http://www7a.biglobe.ne.jp/~koyo_shika/
千代田区,大手町１丁目,大丸有,東京都千代田区大手町一丁目8-1KDDI大手町ビル1F,35.68771,139.76459,大手町朝日歯科,"歯科, 歯科口腔外科",http://www.asahi-shika.com/
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1丁目16-1エムズスクエア1階,35.69374,139.76498,医療法人社団孝明会 スマイルデンタルクリニック,歯科,http://www.smile-dental.or.jp/
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3丁目9-3SKプラザ1F,35.70119,139.74849,2in1デンタルクリニック&ワークス,歯科,-
千代田区,六番町,-,東京都千代田区六番町1-7K-PLAZA2階,35.68778,139.73483,一般社団法人日本うつ病センター 六番町メンタルクリニック,精神科,-
千代田区,外神田１丁目,-,東京都千代田区外神田1丁目14-7秋葉原野村ビル8階,35.69834,139.77165,秋葉原駅前歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1丁目7-1読売新聞ビル6階,35.68722,139.76459,読売健康保険組合 読売クリニック,"内科, 心療内科, 整形外科, 皮膚科, 眼科, 耳鼻いんこう科",-
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町1-13チョムチョム秋葉原4F,35.69780,139.77423,医療法人社団上桜会 ゆうメンタルクリニック秋葉原院,"心療内科, 精神科",-
千代田区,麹町４丁目,-,東京都千代田区麹町4丁目4-3ピネックス麹町1階,35.68424,139.73554,津田デンタルクリニック,"歯科, 矯正歯科, 小児歯科",-
千代田区,飯田橋１丁目,-,東京都千代田区飯田橋1-8-9-201,35.69954,139.74832,やじまクリニック,"内科, 循環器内科循環器, 外科",-
千代田区,九段北４丁目,-,東京都千代田区九段北4-1-5市谷法曹ビルB1,35.69258,139.73996,一口坂クリニック,"心療内科, 神経内科, 皮膚科",-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目5-1新丸の内ビルディング9F,35.68258,139.76446,丸の内の森レディースクリニック,"内科, 心療内科, 皮膚科, 婦人科",-
千代田区,内神田３丁目,-,東京都千代田区内神田3丁目14-8ニシザワビル1階,35.69171,139.76993,神田西口うちだ内科,内科,-
千代田区,六番町,-,東京都千代田区六番町5-5飯田ビル3-C,35.68667,139.73372,エセンティアクリニック,"心療内科, 精神科, 児童精神科",-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1丁目6-1大手町ビルB1階,35.68630,139.76422,医療法人社団雄仁会 メディカルケア大手町,"心療内科, 精神科",-
千代田区,神田岩本町,-,東京都千代田区神田岩本町1岩本町ビル4階,35.69606,139.77496,医療法人社団 鈴森内科クリニック,"内科, 消化器内科消化器",-
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2丁目2-1岸本ビル2階,35.68003,139.76204,丸ノ内なかごみクリニック,"内科, 脳神経外科脳神経",-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台二丁目2-5井口ビル3F,35.69890,139.76394,谷本歯科医院,"歯科, 矯正歯科, 歯科口腔外科",-
千代田区,内神田３丁目,-,東京都千代田区内神田三丁目12-4第一岸ビル2階,35.69127,139.77001,神田駅西口メンタルクリニック,"心療内科, 精神科, 神経科",-
千代田区,神田淡路町１丁目,-,東京都千代田区神田淡路町一丁目4国土淡路町ビル4F,35.69600,139.76782,神田淡路町メンタルクリニック,"心療内科, 精神科",-
千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町2丁目20-1第2石川ビル5F,35.70175,139.75323,医療法人社団誠和堂 丸山医院,"アレルギー科, 気管食道科, 耳鼻いんこう科",-
千代田区,麹町４丁目,-,東京都千代田区麹町4丁目3-22紅谷ビル3F,35.68318,139.73804,あずさ歯科クリニック麹町,"歯科, 矯正歯科, 歯科口腔外科",-
千代田区,麹町３丁目,-,東京都千代田区麹町三丁目12-12麹町Mビル3F,35.68591,139.73890,一番町矯正歯科DENTAL CLINIC,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3丁目2-5霞が関ビル3階,35.67125,139.74713,一般財団法人 健康医学協会附属霞が関ビル診療所,"内科, 外科, 整形外科, 皮膚科, 婦人科, 眼科, 耳鼻いんこう科, 乳腺外科",-
千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町二丁目25,35.69695,139.76659,医療法人財団 神尾記念病院,"形成外科, 美容外科, 皮膚科, 耳鼻いんこう科, 麻酔科, 美容皮膚科",-
