指標名,ギャラリー,,,,,,
出典,TokyoArtBeat(Gallery),,,,,,
年次,2024/1/29取得,,,,,,
URL,http://www.tokyoartbeat.com/venues/Gallery,,,,,,
備考,（2020年度：577件、2021年度：766件、2022年度：555件、2023年度：651件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ウェブサイト
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-36-6 ケーリーマンション3F,35.664313,139.705801,白紙,"	https://www.instagram.com/hakushi_tokyo/"
中央区,日本橋横山町,-,東京都中央区日本橋横山町4-10,35.692075,139.782634,MARGIN,"	https://www.instagram.com/margingallery_jp/"
中央区,銀座１丁目,-,東京都中央区銀座1-13-4 銀座片桐ビルⅢ 5F,35.673824,139.769708,ギャラリー新居 東京,"	http://www.gallery-nii.com"
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-19-15,35.674072,139.794853,深川東京モダン館,"	http://www.fukagawatokyo.com/"
新宿区,市谷砂土原町３丁目,-,東京都新宿区市谷砂土原町3-19,35.697849,139.737988,Artemiss Contemporary,<NULL>
港区,南青山１丁目,-,東京都港区南青山1-11-39 1139南青山 2F,35.670329,139.725637,ギャラリー石榴 南青山ルーム,"	http://www.g-sekiryu.com/"
千代田区,外神田２丁目,-,東京都千代田区外神田2-1-4 松住町別館201,35.699524,139.766900,VOLCANOISE,"	http://volcanoise.com/"
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1-2-9 DIG DUG B1F,35.688615,139.778846,東京ワードローブギャラリー,<NULL>
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-39-6 B1F,35.664947,139.706579,Gallery COMMON,"	http://www.gallerycommon.com/"
中央区,銀座７丁目,-,東京都中央区銀座7-10-11 日本アニメーションビル1F,35.668213,139.762858,たけだ美術,"	http://www.takeda-bijyutu.com/"
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-20 第2富士ビルディング3F,35.697150,139.756415,TANA Gallery Bookshelf,"	http://tanagallerybookshelf.com/"
港区,六本木５丁目,六本木,東京都港区六本木5-17-1 AXISビル4F,35.661320,139.736500,アクシス ギャラリー,"	https://center.axisinc.co.jp/floorguide/axisgallery/"
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-6-9 2F,35.659822,139.707708,SUIFUL,<NULL>
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-13-1,35.675830,139.760838,第一生命ギャラリー,"	https://www.dai-ichi-life.co.jp/dsr/society/contribution/gallery.html"
江東区,木場３丁目,-,東京都江東区木場3-18-17,35.672791,139.805405,EARTH + GALLERY,"	https://earth-plus.com/"
中央区,銀座２丁目,-,東京都中央区銀座2-3-2 エイコー銀座ビル3F,35.674645,139.766402,NUKAGA GALLERY,"	http://www.nukaga.co.jp"
港区,南麻布３丁目,-,東京都港区南麻布3-20-1 麻布グリーンテラス5F,35.647605,139.731217,Mizenka Gallery,"	http://www.mizenka.com"
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-14-5,35.695058,139.697055,河合塾美術研究所 Gallery Kart,"	http://art.kawai-juku.ac.jp/kanto/institution/gll/"
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-33-3 光雲閣110号室,35.647335,139.704119,Fm（エフマイナー）,"	https://twitter.com/galleryfmtokyo"
渋谷区,西原２丁目,-,東京都渋谷区西原2-26-5 パールマンション102,35.674583,139.678571,パールブックショップ&ギャラリー,"	https://www.facebook.com/888books"
中央区,銀座１丁目,-,東京都中央区銀座1-9-8 奥野ビル502号室,35.673728,139.768822,ギャラリーカメリア,"	http://www.gallerycamellia.jp/"
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-28-9,35.671970,139.709598,+81 Gallery – Tokyo,"	https://plus81.gallery/exhibition_tokyo/"
江東区,清澄１丁目,-,東京都江東区清澄1-3-2-5F,35.681349,139.793455,ミヤケファインアート,"	http://www.miyakefineart.com/"
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3-2-8,35.688520,139.774338,KAMIYA ART,"	http://kamiya-art.com/"
中央区,銀座５丁目,-,東京都中央区銀座5-3-12 壹番館ビルディング３階,35.671550,139.762500,ギャラリー桜の木 銀座,"	http://www.sakuranoki.co.jp/"
中央区,銀座１丁目,-,東京都中央区銀座1-8-17 伊勢伊ビル 3F,35.674050,139.768349,銀座一穂堂サロン,"	https://www.ippodogallerytokyo.com/ja/"
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4-3-7,35.689354,139.771943,アートギャラリー環,"	http://www.art-kan.co.jp/mokuji/mokuji.htm"
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町12-6,35.651521,139.701308,LOKO GALLERY,"	http://lokogallery.com/"
渋谷区,猿楽町,-,東京都渋谷区猿楽町16-15,35.649587,139.700190,DAIKANYAMA T-SITE GARDEN GALLERY,"	https://store.tsite.jp/daikanyama/"
港区,南青山１丁目,-,東京都港区南青山1-24-3 TOTO乃木坂ビル3F,35.667478,139.726719,TOTOギャラリー・間,"	http://www.toto.co.jp/gallerma/"
渋谷区,西原１丁目,-,東京都渋谷区西原1-18-7,35.675398,139.678406,gallery commune,"	http://www.ccommunee.com/"
港区,六本木６丁目,六本木,東京都港区六本木6-6-9 ピラミデビル3F,35.661997,139.731462,ワコウ・ワークス・オブ・アート,"	https://www.wako-art.jp/"
港区,北青山２丁目,-,東京都港区北青山2-9-16 AAビル1F,35.671527,139.716078,オリエ アート・ギャラリー,"	http://orie.co.jp/"
港区,南青山５丁目,-,東京都港区南青山5-7-17 小原流会館B1F,35.662292,139.712868,hpgrp Gallery 東京,"	http://hpgrpgallery.com/tokyo/"
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-21-3,35.647869,139.719668,工房親,"	http://www.kobochika.com/"
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-10-1 GYRE 3F,35.667416,139.706910,GYRE GALLERY,"	https://gyre-omotesando.com/art/"
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-4-7 1F,35.672721,139.713237,MAHO KUBOTA GALLERY,"	http://www.mahokubota.com/ja/"
港区,南青山５丁目,-,東京都港区南青山5-12-3 Noirビル2F,35.661339,139.712960,Akio Nagasawa Gallery Aoyama,"	http://www.akionagasawa.com"
新宿区,住吉町,-,東京都新宿区住吉町10-10,35.693856,139.720025,Yu Harada,"	https://www.yuharada.com/"
港区,西麻布２丁目,-,東京都港区西麻布2-7-5 ハウス西麻布4F,35.662197,139.721260,TAV GALLERY,"	http://tavgallery.com/"
中央区,京橋１丁目,日八京,東京都中央区京橋1-5-5 KRFビルB1,35.678299,139.770461,アイランドギャラリー,"	http://islandgallery.jp/"
中央区,銀座４丁目,-,東京都中央区銀座4-9-5 銀昭ビル 6F,35.670561,139.767069,Akio Nagasawa Gallery Ginza,"	http://www.akionagasawa.com"
中央区,日本橋３丁目,日八京, 東京都中央区日本橋3-2-9 三晶ビルB1F,35.680246,139.772009,MASATAKA CONTEMPORARY,"	http://www.masataka-contemporary.com/"
港区,北青山２丁目,-,東京都港区北青山2-10-26,35.672033,139.715289,ギャラリーハウスMAYA,"	http://www.gallery-h-maya.com/"
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 208号室,35.704224,139.770794,A/A gallery,"	http://www.ableart.org/"
港区,南青山４丁目,-,東京都港区南青山4-1-9 秋元南青山ビル 1F,35.667234,139.719539,プリズミックギャラリー,"	http://www.prismic.co.jp/gallery/"
中央区,銀座２丁目,-,東京都中央区銀座2-11-4 富善ビル1F,35.672381,139.769257,ギャルリーヴィヴァン,"	http://www.g-vivant.com/"
港区,西麻布２丁目,-,東京都港区西麻布2-12-4 小倉ビル3Ｆ,35.661131,139.722595,NANATASU GALLERY,"	https://twitter.com/nanatasugallery"
渋谷区,猿楽町,-,東京都渋谷区猿楽町18-8 ヒルサイドテラスF棟1F,35.648007,139.700515,gallery ON THE HILL,"	https://www.galleryonthehill.com/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-28-15,35.668488,139.706688,Lamp harajuku,"	http://www.lamp-harajuku.com/"
港区,南青山１丁目,-,東京都港区南青山1-15-2 南青山スタジオフラットB1-II,35.670121,139.726438,Art-U room,"	http://www.art-u-room.com/"
港区,六本木５丁目,六本木,東京都港区六本木5-17-1 AXISビル3F,35.661284,139.736722,IMA CONCEPT STORE,"	https://www.facebook.com/imaconceptstore"
中央区,入船１丁目,-,東京都中央区入船1-3-9 長﨑ビル 9F,35.672669,139.776351,FUMA Contemporary Tokyo / BUNKYO ART,"	http://www.bunkyo-art.co.jp/"
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町17-9 さとうビルB館 4F,35.692820,139.779942,ルーニィ 247 ファインアーツ,"	http://www.roonee.jp/"
渋谷区,西原３丁目,-,東京都渋谷区西原3-17-8 dig bldg. 3F,35.669860,139.680487,SPACE8,<NULL>
渋谷区,代官山町,-,東京都渋谷区代官山町13-8 キャッスルマンション113,35.650418,139.704880,Gallery 子の星,"	http://www.nenohoshi.com/"
中央区,銀座７丁目,-,東京都中央区銀座7-12-5 銀星ビル7F,35.668186,139.764008,nada art gallery,"	http://nadaartgallery.com/"
中央区,佃１丁目,-,東京都中央区佃1-11-8 ピアウエストスクエア1F,35.669384,139.784680,ギャラリーアートコンポジション,"	https://www.galleryartcomposition.com/index_jp.html"
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-33-14 神宮ハイツ301/302,35.668049,139.704155,アートスペースAM,"	http://am-project.jp/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-26-28 JUNK YARD 3F,35.669055,139.707685,WAG Gallery,"	http://www.wag-gallery.com/"
新宿区,下落合３丁目,-,東京都新宿区下落合3-13-17,35.720888,139.700440,アダチ版画研究所,"	https://www.adachi-hanga.com/"
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-14-5,35.666141,139.705471,BANK GALLERY,"	https://bankgallery.tokyo/"
港区,南青山２丁目,-,東京都港区南青山2-24-15 青山タワービル9F,35.670331,139.718260,GALLERY CLASKA,"	https://www.claska.com/"
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-8-5 後藤ビル1F,35.668777,139.690658,WDI. Gallery,"	http://liftbystudy.com/"
港区,東麻布３丁目,-,東京都港区東麻布3-4-6 1F,35.657310,139.737763,Cale,"	http://www.cale.jp"
品川区,東品川２丁目,-,東京都品川区東品川2-6-10 寺田倉庫株式会社本社ビル2F,35.620844,139.748798,T-Art Hall,<NULL>
品川区,北品川２丁目,-,東京都品川区北品川2-25-17,35.618383,139.744606,TATARABA,"	https://tataraba-tataraba.jimdo.com/"
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-14-34 原宿神宮の森 5F,35.670983,139.703167,BLUM,"	https://blum-gallery.com/"
港区,六本木６丁目,六本木,東京都港区六本木6-5-24 complex665 2F,35.661539,139.731043,小山登美夫ギャラリー六本木,"	http://www.tomiokoyamagallery.com/"
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-21-1 文房堂ビル4F,35.695247,139.760982,文房堂ギャラリー,"	http://www.bumpodo.co.jp/"
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-31-18　,35.672502,139.708471,ペーターズ・ショップ・アンド・ギャラリー,"	http://www.paters.co.jp/"
港区,南青山３丁目,-,東京都港区南青山3-8-5 M385 Building #12,35.667153,139.715548,NADAR / TOKYO（ナダール / 東京）,"	https://g-nadar.net/"
中央区,銀座１丁目,-,東京都中央区銀座1-22-12 藤和銀座一丁目ビル 6F,35.671967,139.770819,GALLERY ART POINT,"	http://artpoint.jp/"
品川区,東品川１丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 3F,35.619160,139.746609,YUKA TSURUNO GALLERY,"	http://yukatsuruno.com/"
品川区,東品川１丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 4F,35.619160,139.746609,ANOMALY,"	http://anomalytokyo.com/top/"
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-32-7 近藤ビル 1F,35.667610,139.704174,Printed Union,"	https://printed-union.aacinc.jp"
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-17-3 渋谷アイビスビルB1F,35.659239,139.704972,CASE TOKYO,"	https://case-publishing.jp/jp/exhibitions/tokyo"
港区,北青山２丁目,-,東京都港区北青山2-12-20 #101,35.670416,139.716159,DAZZLE,"	http://gallery-dazzle.com/"
千代田区,東神田１丁目,-,東京都千代田区東神田1-3-4 KTビル2F,35.693503,139.780254,Kanzan Gallery,"	http://www.kanzan-g.jp/"
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-11 2F,35.695561,139.758619,gallery 福果,<NULL>
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-7-12,35.666344,139.708860,TIERS GALLERY,"	https://www.arakawagrip.co.jp/tiersgallery/"
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 207,35.704225,139.770794,Nii Fine Arts Tokyo,"	http://www.niifinearts.com/"
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町2-2-1 DDD hotel 1F,35.695270,139.783596,PARCEL,"	http://parceltokyo.jp/"
中央区,京橋３丁目,日八京,"東京都中央区京橋3-6-5 木邑ビル 2F, B1F",35.675309,139.770297,art space kimura ASK?,"	http://www.kb-net.com/ask"
江東区,清澄３丁目,-,東京都江東区清澄3-7-4,35.682474,139.798410,SAKuRA GALLERY,"	http://kiyosumi-gallery.sakura.ne.jp/"
千代田区,平河町１丁目,-,東京都千代田区平河町1-8-9 B1F,35.682601,139.741446,MATTER,"	https://www.instagram.com/matter.tokyo/"
品川区,東品川１丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 5F,35.619160,139.746609,KOSAKU KANECHIKA,"	http://kosakukanechika.com/"
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-16-8 大串ビル1F,35.646841,139.718988,CAGE GALLERY,"	http://cagegallery.com/"
港区,六本木５丁目,六本木,東京都港区六本木5-10-33 ストライプハウスビル3F,35.660325,139.732894,ストライプハウスギャラリー,"	http://striped-house.com/"
港区,麻布十番１丁目,-,東京都港区麻布十番1-7-2 エスポアール麻布102,35.656517,139.734512,麻布十番ギャラリー,"	http://azabujuban-gallery.com/"
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-21-2,35.665353,139.705435,THE SECRET MUSEUM,"	http://thesecretmuseum.tokyo"
渋谷区,東２丁目,-,東京都渋谷区東2-23-8,35.653066,139.708595,東京アーツギャラリー,"	http://www.tokyoartsgallery.com/"
中央区,新富１丁目,-,東京都中央区新富1-5-5 トーア新富マンション102,35.672886,139.773232,Red and Blue Gallery,"	http://www.redandblue.jp"
中央区,京橋３丁目,日八京,東京都中央区京橋3-3-4 森ビル B1F,35.675637,139.768534,ギャラリーセラー,"	http://www.gallerycellar.jp"
中央区,入船２丁目,-,東京都中央区入船2-4-3マスダビル 1F,35.671655,139.777033,ヒノギャラリー,"	http://www.hinogallery.com"
中央区,京橋３丁目,日八京,東京都中央区京橋3-5-4 吉井ビル B1F,35.674981,139.770002,Gallery b. Tokyo,"	http://www.gallery-b-tokyo.com/"
千代田区,東神田１丁目,-,東京都千代田区東神田1-2-11 アガタ竹澤ビル405 桑原清幸会計事務所内,35.693312,139.780833,Kiyoyuki Kuwabara Accounting Gallery,"	http://kkag.jp/"
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-18-4 NADiff A/P/A/R/T 2F,35.647530,139.714282,スクールデレック芸術社会学研究所,"	https://www.sgurrdearg.com/"
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-26-18 朝香ビル 103,35.660025,139.697130,ポスターハリスギャラリー,"	http://posterharis.com/"
品川区,戸越５丁目,-,東京都品川区戸越5-8-19,35.609676,139.719326,Hasu no hana,"	http://www.hasunohana.net/"
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-19-15 アド・タイヘイビル 1F,35.663229,139.754256,いつき美術画廊,"	http://itsukiart.com/"
渋谷区,松涛１丁目,-,東京都渋谷区松濤1-26-23,35.659267,139.693659,ギャラリエ アンドウ,"	http://www.ando-tokyo.jp/"
港区,南青山５丁目,-,東京都港区南青山5-4-30,35.661861,139.714240,新生堂,"	http://www.shinseido.com"
渋谷区,猿楽町,-,東京都渋谷区猿楽町22-1,35.649682,139.701191,JINKINOKO GALLERY,"	https://www.instagram.com/jinkinoko/"
品川区,荏原４丁目,-,東京都品川区荏原4-6-7,35.613680,139.707296,same gallery,"	https://samegallery.com/"
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-7-6 オン・サンデーズB1F,35.670694,139.713423,ライトシード・ギャラリー,"	https://onsundays.shopselect.net/"
港区,南青山５丁目,-,東京都港区南青山5-17-6 101,35.660636,139.714396,ビリケンギャラリー,"	http://www.billiken-shokai.co.jp/"
品川区,東品川１丁目,-,東京都品川区東品川 1-32-8 TERRADA Art Complex II 2F,35.619752,139.746345,TOKYO INTERNATIONAL GALLERY,"	https://tokyointernationalgallery.co.jp/ja/"
千代田区,東神田１丁目,-,東京都千代田区東神田1-13-17 森ビル1F,35.694057,139.781217,SAN-AI GALLERY + contemporary art,"	http://san-ai-gallery.com/"
中央区,京橋３丁目,日八京,東京都中央区京橋3-3-4 フジビル B1F,35.675581,139.768505,ギャラリー川船,"	http://www.kawafune.jp/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-1-23 1F,35.668291,139.712782,OPA gallery･shop,"	http://opagallery.net/index.html"
港区,麻布台３丁目,-,東京都港区麻布台3-5-5 株式会社アトランティックカーズ内,35.660226,139.740050,Rikka Gallery,"	https://www.rikkagallery.com/"
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-1-6 あいおいニッセイ同和損保八重洲ビル1F,35.680755,139.771990,UNPEL GALLERY（アンペルギャラリー）,"	https://unpel.gallery/"
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-8 山田ビル 7F,35.696167,139.758833,ギャラリーそうめい堂,"	https://www.soumei.biz/"
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-41-3,35.670910,139.713670,EUKARYOTE（ユーカリオ）,"	http://eukaryote.jp/"
中央区,銀座７丁目,-,東京都中央区銀座7-7-2 DNP銀座ビル 1F/B1,35.669692,139.762533,ギンザ・グラフィック・ギャラリー,"	https://www.dnpfcp.jp/gallery/ggg/"
品川区,東品川１丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEX II 1F,35.619752,139.746345,YUKIKOMIZUTANI,"	https://yukikomizutani.com/japanese/"
品川区,東品川１丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEXⅡ1F,35.619752,139.746345,MAKI（天王洲 II）,"	https://www.makigallery.com/ja/"
中央区,銀座６丁目,-,東京都中央区銀座6-7-16 第一岩月ビル3F,35.670580,139.762570,ヒロ画廊,"	https://www.hirogallery.com/"
新宿区,大京町,-,東京都新宿区大京町12-9 2F,35.684030,139.717863,アートコンプレックスセンター,"	http://www.gallerycomplex.com"
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ 8F,35.658895,139.703587,渋谷ヒカリエ 8/ d47 MUSEUM,"	http://www.hikarie8.com/d47museum/"
港区,六本木７丁目,六本木,東京都港区六本木7-21-24 102,35.663750,139.728000,nca | nichido contemporary art,"	http://www.nca-g.com"
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-30-10,35.672099,139.710082,NANZUKA UNDERGROUND,"	http://www.nug.jp"
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-36-6 ケーリーマンション2C,35.664313,139.705801,UTRECHT / NOW IDeA,"	https://utrecht.jp/"
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-1-3,35.674094,139.707145,UltraSuperNew Gallery,"	http://gallery.ultrasupernew.com/"
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-2-9 三晶ビルB1F,35.680246,139.772009,Sansiao Gallery,"	http://sansiao-gallery.com/"
中央区,銀座８丁目,-,東京都中央区銀座8-10-4 和孝銀座8丁目ビル 1F ,35.667895,139.762653,ART FOR THOUGHT,"	http://artforthought.jp/"
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-21-6 大崎ビル3F,35.670285,139.708160,THE blank GALLERY,"	http://www.the-blank-gallery.com/"
港区,西麻布１丁目,-,東京都港区西麻布1-15-15 浅井ビル 1F,35.661722,139.723053,CALM & PUNK GALLERY,"	http://www.calmandpunk.com"
中央区,銀座６丁目,-,東京都中央区銀座6-16-5 銀座さ可井小川ビル7F,35.667722,139.766027,兜屋画廊,"	http://www.gallery-kabutoya.com/"
品川区,東品川１丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 1F,35.619205,139.746598,MAKI（天王洲）,"	https://www.makigallery.com/ja/"
港区,東麻布２丁目,-,東京都港区東麻布2-14-8,35.657025,139.740514,Take Ninagawa,"	http://www.takeninagawa.com/"
港区,台場２丁目,-,東京都港区台場2-6-1 グランドニッコー東京台場3F,35.625241,139.771371,Gallery 21 （ギャラリー・ヴァンテアン）,"	http://www.gallery21-daiba.com/"
港区,六本木６丁目,六本木,東京都港区六本木6-6-9 ピラミデビル4F,35.661997,139.731462,TARO NASU,"	http://www.taronasugallery.com/"
品川区,北品川６丁目,-,東京都品川区北品川6-2-10 島津山ペアシティ 201,35.626946,139.730832,gallery 201,"	http://gallery201.jimdo.com/"
品川区,東五反田３丁目,-,東京都品川区東五反田3-17-4 1F,35.626265,139.728256,VOILLD（ボイルド）,"	http://www.voilld.com/"
渋谷区,西原３丁目,-,東京都渋谷区西原3-23-4 コート代々木上原102,35.670505,139.683459,20202（ツーオーツーオーツー）,"	http://www.shinrin20202.jp/"
港区,南青山２丁目,-,東京都港区南青山2-7-9,35.670119,139.723242,サイト青山,"	http://site-aoyama.air-nifty.com/"
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町2-5-17,35.695768,139.783744,ラディウムーレントゲンヴェルケ,<NULL>
中央区,日本橋兜町,-,東京都中央区日本橋兜町9-7 SPCビル 3F,35.681410,139.777651,SPC GALLERY,"	http://www.spc.ne.jp/"
港区,南青山４丁目,-,東京都港区南青山4-24-4 TKハウス 001 B1F,35.662734,139.718186,STEIN BOX（シュタインボックス）,"	https://www.facebook.com/STEINBOX/"
港区,北青山３丁目,-,東京都港区北青山3-5-6 青朋ビル 2F,35.667319,139.714066,SPACE FILMS GALLERY,"	http://www.spacefilms.jp/"
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-67-2 前田ビル1F,35.670730,139.690793,51% Tokyo,"	https://www.5wari1bu.jp/"
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内2,35.681781,139.764145,行幸地下ギャラリー,<NULL>
中央区,銀座８丁目,-,東京都中央区銀座8-4-25,35.669353,139.760217,吉井画廊,"	https://galerie-yoshii.com/"
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-10-1 東京交通会館 B1F,35.674950,139.764349,ギャラリー玻瑠,"	https://www.kotsukaikan.co.jp/gallery_area/1109/"
渋谷区,宇田川町,-,東京都渋谷区宇田川町15-1,35.661975,139.698950,Parco Delfonics Gallery,<NULL>
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-5-15　田中八重洲ビル 1F,35.681669,139.770948,田中八重洲画廊,"	http://garou.tanakatochikanri.com/"
中央区,銀座８丁目,-, 東京都中央区銀座8-2-110 高速道路ビル,35.669847,139.759631,銀座アートホール,"	http://ginza-arthall.com/"
中央区,銀座１丁目,-,東京都中央区銀座1-9-8 奥野ビル 3F,35.673734,139.768830,巷房,"	http://gallerykobo.web.fc2.com/kobo1.html"
中央区,銀座１丁目,-,東京都中央区銀座1-9-8 奥野ビル B1F,35.673734,139.768830,巷房階段下,"	http://gallerykobo.web.fc2.com/index.html"
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-4-1,35.685608,139.773451,日本橋三越本店 - 新館7階ギャラリー,"	http://mitsukoshi.mistore.jp/store/nihombashi/event/"
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-20-10,35.676698,139.708668,Cystem Gallery,<NULL>
中央区,京橋３丁目,日八京,東京都中央区京橋3-5-4 吉井ビル3F,35.674981,139.770002,KEY Gallery,<NULL>
新宿区,愛住町,-,東京都新宿区愛住町7-6サンドエル四谷102号室,35.689753,139.719958,nico project viewingroom,<NULL>
中央区,京橋３丁目,日八京,東京都中央区京橋3-5-4 吉井ビル 3F,35.674981,139.770002,青樺画廊,<NULL>
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-46-5 KM新宿ビル 9F,35.697566,139.700620,ギャルリー トラン・デュ・モンド,"	http://trains-du-monde.sakura.ne.jp/index.html"
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-6-5 Path表参道A棟1F,35.666030,139.708807,gallery de kasuga,"	https://www.gallerydekasuga.com/ja/"
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町2-17-13 第2イノウエビル 3F・4F,35.678919,139.781025,レクトヴァーソギャラリー / ギャラリースペースファクトリー,"	http://www.recto.co.jp/verso/"
港区,六本木７丁目,六本木,東京都港区六本木7-8-9 深作眼科ビル1F,35.664399,139.730032,Hideharu Fukasaku Gallery Roppongi,"	https://hfg-art.com/"
港区,六本木６丁目,六本木,東京都港区六本木6-6-9 ピラミデビル 2F,35.661997,139.731462,Zen Foto Gallery,"	http://www.zen-foto.jp/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-5-4 原宿エノモトビル1F,35.667652,139.711977,HBギャラリー,"	http://www.hbgallery.com/"
港区,六本木７丁目,六本木,東京都港区六本木7-6-5 六本木栄ビル 3F,35.664475,139.728533,s+arts,"	https://www.splusarts.com/"
港区,六本木６丁目,六本木,東京都港区六本木6-10-1 六本木ヒルズ森タワー ウェストウォーク 3F,35.660383,139.729255,ROPPONGI HILLS A/D GALLERY,"	http://www.mori.art.museum/jp/shop/"
千代田区,神田司町２丁目,-,東京都千代田区神田司町2-16-8 楽道庵 1F,35.693540,139.768379,TETOKA（手と花）,"	http://tetoka.jp/"
中央区,銀座５丁目,-,東京都中央区銀座5-8-1 銀座プレイス6階,35.670934,139.764983,ソニーイメージングギャラリー 銀座,"	http://www.sony.co.jp/united/imaging/gallery/"
中央区,銀座６丁目,-,東京都中央区銀座6-13-7 新保ビル3F,35.668797,139.764958,ギャルリー志門,"	http://g-simon.com/"
中央区,銀座１丁目,-,東京都中央区銀座1-9-8 奥野ビル502号,35.673741,139.768805,藍画廊,"	http://igallery.sakura.ne.jp/"
新宿区,四谷４丁目,-,東京都新宿区四谷4-22 第二富士川ビル1F,35.690181,139.716386,Totem Pole Photo Gallery,"	http://tppg.jp/"
港区,六本木５丁目,六本木,東京都港区六本木5-17-1 AXISビル2F,35.661285,139.736722,タカ・イシイギャラリー フォトグラフィー / フィルム,"	http://www.takaishiigallery.com/"
品川区,東品川１丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 3F,35.619160,139.746609,KOTARO NUKAGA,"	https://www.kotaronukaga.com/"
中央区,銀座８丁目,-,東京都中央区銀座8-6-25 河北新報ビル5F,35.669200,139.761070,永井画廊,"	http://www.nagai-garou.com/"
新宿区,四谷３丁目,-,東京都新宿区四谷3-12 サワノボリビル9F,35.687534,139.719613,TS4312,"	http://www.ts4312r.com/"
中央区,銀座１丁目,-,東京都中央区銀座1-13-4 大和銀座一ビル6F,35.673814,139.769733,K's Gallery,"	http://ks-g.main.jp"
港区,南青山３丁目,-,東京都港区南青山3-4-11 ハヤカワビル1F,35.666781,139.717189,スペース・ユイ,"	http://spaceyui.com/"
