指標名,ナイトライフ施設,,,,,,,,,,,,,
出典,TOKYO CLUB MAP,,,,,,,,,,,,,
年次,2024/01/31取得,,,,,,,,,,,,,
URL,https://www.tokyo-club.net/,,,,,,,,,,,,,
備考,(2021年度：343件、2022年度：344件、2023年度：514件),,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,業種,ジャンル,電話,営業時間,定休日,キャパシティ,平均利用金額,URL
渋谷区,宇田川町１３丁目,-,東京都渋谷区宇田川町13-8 ちとせ会館B1F,35.6611121,139.6985442,I2 SHIBUYA,レストラン ･ ラウンジ,Electro ･ EDM ･ R&B ･ Dance ･ Allmix ･ Techno ･ Trance ･ House ･ HipHop,Closed,"イベント / 22:00-05:00
※特別なイベントや貸切パーティー開催の場合、営業時間が変更となる可能性があります。",無休,1200人,"ディナー4000円

エントランス料金 22時以降
月-木･日 :
22:00～24：00 男性1000円 / 女性1000円(2ドリンク)
24:00～ 男性2500円(2ドリンク) / 女性1500円(2ドリンク)

金･土･祝前日 :
22:00～24:00 男性2000円(1ドリンク) / 女性1000円(2ドリンク)
24:00～ 男性3500円(1ドリンク) / 女性2500円(2ドリンク)
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",https://www.tokyo-club.net/t2-shibuya/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-18-7 渋谷東1号館5F,35.6571975,139.7038333,OTO,CLUB,Disco ･ Lounge ･ Allmix ･ Techno ･ House ･ HipHop ･ Jazz ･ Electronic ･ R&B,03-3486-8477,※スケジュールにより異なる,,,http://shibuya-oto.com/,https://www.tokyo-club.net/shibuya-oto/
新宿区,新宿２丁目,-,東京都新宿区新宿2-7-3 ヴェラハイツ新宿御苑B1F,35.6896886,139.7082284,OWL TOKYO,ラウンジバー,HipHop ･ House ･ R&B ･ Electronic ･ Disco ･ EDM,Closed,21:00～ ※イベントにより異なる,無休 (施設に準ずる),800円～,2012年6月,https://www.tokyo-club.net/owl-tokyo/
渋谷区,宇田川町１０丁目,-,東京都渋谷区宇田川町10-2 渋谷宇田川町テナント1F,35.6627252,139.6971801,FLAMINGO,カフェ ･ バー,Others,Closed,"月-土 11:30-05:00
ランチ 11:30-15:00 / アイドル 15:00-18:00 / ディナー 18:00-23:00 / 深夜 23:00～
日 11:30-24:00",無し,60名 (席 30程),"1,000円～2,500円",https://www.tokyo-club.net/flamingo/
新宿区,新宿２丁目,-,東京都新宿区新宿2-13-16 SENSHOビル2F,35.6900466,139.7087886,Royal Family,バー,House ･ Trance ･ Techno ･ Others,Closed,20:00-05:00 / 日･祝 ～24:00,,3000円前後,2013年9月,https://www.tokyo-club.net/royal-family/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-32-13 JPR神宮前7F,35.6696267,139.7066258,NGORO NGORO HARAJUKU,ラウンジレストラン,Dub ･ HipHop ･ Live ･ Reggae ･ Others ･ Disco ･ Soul ･ Lounge,Closed,18:00-25:00 (LO.24:00),月,100人,4500円,https://www.tokyo-club.net/ngorongoro/
港区,六本木３丁目,六本木,東京都港区六本木3-14-7 アロービルB1F,35.662558,139.7349233,7Sense,ラウンジ,Allmix,03-6804-5196,"火-木 24:00-07:00
金･土 21:00-08:00
※営業時間が変更となる可能性があります。必ず事前にご確認下さい。",月 ･ 日,150人,"平日 / 男性2500円 女性1000円 (フリードリンク)
金･土･祝前日 / 男性2000円 女性1000円 (2ドリンク)
※最新の情報とは異なる可能性があります。必ず事前に下記HPをご覧下さい",https://www.tokyo-club.net/sevensense/
新宿区,新宿２丁目,-,東京都新宿区新宿2-5-15 第一山興ビルB1F,35.6892225,139.7072726,REGGAE CLUB OPEN,ミュージックバー,Reggae ･ Live,03-3226-8855,"18:00～
※スケジュールにより異なる。必ず事前にご確認下さい。",,,https://blogs.yahoo.co.jp/club_open/,https://www.tokyo-club.net/reggae-club-open/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-20-1 ヒューマックスパビリオン新宿歌舞伎町7F,35.6958769,139.7015902,SHINJUKU FACE,イベントホール,Others ･ Live ･ All Genre,03-3200-1300,スケジュールによる,,600人,,https://www.tokyo-club.net/shinjuku-face/
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-4 ジーカンスビル1F,35.6583068,139.6952489,FLAME TOKYO,CLUB,Allmix ･ House ･ HipHop ･ R&B ･ EDM ･ TOP40,Closed,"21:00～
※イベントにより異なります。必ず事前にご確認下さい",無休,500人,"エントランス料金
男性3000円 1ドリンク
女性2000円 1ドリンク
※イベント等によって変更となる可能性があります。必ず事前に下記HPをご覧下さい",https://www.tokyo-club.net/flame-tokyo/
港区,六本木３丁目,六本木,東京都港区六本木3-14-11 KENTOSビル2F,35.6624524,139.734507,RED AREA,DJバー,HipHop ･ Allmix ･ R&B,Closed,20:00-05:00,無休,"1,000円～",-,https://www.tokyo-club.net/red-area/
港区,赤坂３丁目,赤坂,東京都港区赤坂3-10-17 マーカスビル4F,35.6762174,139.7365166,Nos Vida,DJラウンジバー,Crossover ･ Jazz ･ Techno ･ House,Closed,18:00-04:00,日,90人,3000円,https://www.tokyo-club.net/nos-vida/
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-2-25 NSプラザ新宿B1F,35.6973884,139.695343,LOUVER,イベントスペース,House ･ Trance ･ Techno ･ Minimal ･ Electro ･ Others,Closed,,,200人,,https://www.tokyo-club.net/louver/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-17-6 プロスペクトB1F,35.6568647,139.6971402,GUILTY,ライブハウス,Live ･ POPs ･ R&B ･ Rock ･ All Genre,03-3770-1130,,,250人,,https://www.tokyo-club.net/guilty/
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-20,35.6587783,139.6949498,DJ BAR SPACE,バー ･ レンタルスペース,House ･ Techno ･ Disco,Closed,,,50人,,https://www.tokyo-club.net/dj-bar-space/
渋谷区,幡ヶ谷１丁目,-,東京都渋谷区幡ヶ谷1-1-5 第一岩田ビルB1F,35.6776239,139.6788364,SCUBA,ダイニングバー,Allmix ･ Disco ･ R&B ･ 70s ･ 80s,03-3376-2684,20:00-03:00 / 週末 21:00-04:00,日･月,19席,"3,500円",https://www.tokyo-club.net/daining-bar-scuba/
港区,芝５丁目,-,東京都港区芝5-36-7 三田ベルジュビルB1F,35.6450424,139.7453443,GUARDIAN DININGBAR & SOUL,ダイニングバー,Soul ･ Jazz ･ Lounge ･ Live ･ Others,03-5419-6718,"ランチ 平日11:00-14:30
ディナー 月-木 18:00-23:30 / 金 18:00-03:00",土 ･ 日 ･ 祝 (貸切は営業),120人,"4,000円",https://www.tokyo-club.net/guardian-diningbarandsoul/
港区,南青山３丁目,-,東京都港区南青山3-18-19 フェスタ表参道ビルB1F,35.6651715,139.7128739,ORIGAMI,CLUB,House ･ Techno ･ Electro,Closed,月-水 17:00-24:00 / 木-土･祝前日 22:00-ラスト,無休,約400人,"エントランス料金
木-土･祝前日のみ 22:00～ 3000円～",https://www.tokyo-club.net/origami/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-8 HHKビルB1F,35.6971076,139.7004909,OSCAR,バー ･ クラブ,Electronic ･ POPs ･ Others,,※お問い合わせください,無休,100人,,https://www.tokyo-club.net/oscar/
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2-3-3 B1F,35.6453695,139.7078511,LIFE IS BEAUTIFUL,バー,Others,03-6303-2353,21:00～,無休,,-,https://www.tokyo-club.net/life-is-beautiful/
港区,南青山３丁目,-,東京都港区南青山3-1-5 ラ･クラースビルB1F,35.6684845,139.716536,Crystal LOUNGE,ラウンジ,Allmix ･ HipHop ･ House ･ R&B ･ Electronic,Closed,19:00-05:00,日 (祭日前は営業),"男性3000円2ドリンク
女性2000円2ドリンク
※イベント等によって異なります。必ず事前に、下記HPをご覧下さい",2013年9月 / 閉店: 2016年8月27日,https://www.tokyo-club.net/crystal-lounge/
港区,六本木５丁目,六本木,東京都港区六本木5-5-1 ロアビル2F,35.6620101,139.7345733,CLUB SIX TOKYO,CLUB,Allmix ･ HipHop ･ R&B ･ EDM ･ Electro ･ TOP40,Closed,"22:00～
※イベントにより変動あり",火,500人,"エントランス料金
平日
男性2000円 / 女性1500円

週末 ･ 祝前日
男性3500円 / 女性1500円
※1or2ドリンク付き、ハッピーアワー割り有
※イベント等によって変更となる可能性があります。上記はあくまで目安です。必ず事前に下記HPをご覧下さい",https://www.tokyo-club.net/six-tokyo/
港区,六本木５丁目,六本木,東京都港区六本木5-10-25 EXけやき坂ビルR棟1F,35.6592028,139.7325313,GOLD CAFE,ライブレストラン,Allmix,Closed,月-金 17:00-05:00 / 土-日 13:00-05:00,無休,350人,5000円,https://www.tokyo-club.net/gold-cafe/
港区,赤坂２丁目,赤坂,東京都港区赤坂2-14-1 赤坂山王会館B1F,35.6728528,139.7378808,CLUB TENJIKU,ライブハウス,Allmix ･ POPs ･ Live ･ Rock ･ All Genre ･ EDM,Closed,※イベント･スケジュールにより異なる,,150人,,https://www.tokyo-club.net/club-tenjiku/
港区,南青山３丁目,-,東京都港区南青山3-18-19 フェスタ表参道ビル新館 2F,35.6652,139.7131175,Sprite,ラウンジ,R&B ･ Electronic ･ HipHop ･ House ･ EDM ･ Reggae ･ Allmix,Closed,20:00～,月,450人,,https://www.tokyo-club.net/sprite/
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-11 林ビル1F,35.6905768,139.7077214,BAR GOLDFINGER,バー,Allmix,03-6383-4649,17:00～,無し,"3,000円～",https://www.goldfingerparty.com/,https://www.tokyo-club.net/bar-goldfinger/
渋谷区,東２丁目,-,"渋谷区東2-24-1 ※移転
新住所: 東京都渋谷区道玄坂1-6-3 山路ビルB1F",35.6521316,139.7087487,ZUBAR,DJバー,HipHop ･ House ･ Techno ･ Allmix ･ Jazz ･ Disco ･ Lounge ･ Latin ･ etc.,03-6712-5050,19:00～,日 ･ 祝,"2,500円","1,000円",https://www.tokyo-club.net/zubar/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-8-2 ウエストパレス205,35.6477533,139.70825,INDUSTRIAL LOUNGE,ラウンジ,Others,03-3461-1989,19:00-04:00,,150人,5000円,https://www.tokyo-club.net/industrial-lounge/
港区,六本木３丁目,六本木,東京都港区六本木3-15-24 ウィン六本木1F,35.66257,139.7354893,EL CAFE LATINO,バー,Latin ･ Salsa ･ Dance,03-3402-8989,"火-木･日 18:00-24:00
金･土･祝前日 18:00-05:00",無し,30席,金･土 エントランス1500円,https://www.tokyo-club.net/el-cafe-latino/
港区,六本木７丁目,六本木,東京都港区六本木7-10-3 小林ビルB1F,35.6645783,139.729079,PARAISO,ダイニングバー,Salsa ･ Dance ･ Latin,Closed,日-木18:00-02:00 / 金･土18:00-06:00,無休,2500円前後,-,https://www.tokyo-club.net/paraiso/
港区,六本木３丁目,六本木,東京都港区六本木3-11-6 21泰明ビル3F,35.6631732,139.73313,COPACABANA,バー,Latin ･ Salsa ･ Allmix,,18:00～,無休,,-,https://www.tokyo-club.net/copacabana/
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-3 渋谷営和ビル5F,35.6619757,139.6973895,CAFE&DINNER スタジオ,カフェ,House ･ Techno ･ Allmix ･ R&B,03-3770-7723,12:00-05:00 / 日曜12:00-24:00,無休,50人,ランチ850円 / 夜2000円前後,https://www.tokyo-club.net/cafedinner-studio/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-1-9 B1F,35.6576933,139.7078411,SOFT,バー ･ イベントスペース,House ･ HipHop ･ Allmix ･ Electronic,Closed,"月-木 19:00～
金･土 21:00or22:00-05:00",,メイン50人 / ラウンジ20人,1500円～,https://www.tokyo-club.net/soft/
渋谷区,宇田川町１１丁目,-,東京都渋谷区宇田川町11-11 柳光ビル4F,35.6625063,139.6972599,GALLERY&BAR COCOON,DJバー,Soul ･ Funk ･ HipHop ･ Allmix ･ R&B,Closed,"月-木･日 20:00-25:30
金･土･祝前日 20:00-05:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",,,"2010年11月
2013年7月(リオープン) / 閉店: 2018年5月31日",https://www.tokyo-club.net/cocoon/
渋谷区,宇田川町１１丁目,-,東京都渋谷区宇田川町11-11 柳光ビル本館3F,35.662562,139.69722,喫茶SMiLE,カフェバー,Live ･ Allmix ･ House ･ Jazz ･ Others,不明,19:00～ ※土日は変動する為、要確認,不定休,30名未満 (目算),ランチ500円～ / イベント時1500円,https://www.tokyo-club.net/smile/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-14-7 新宿ハヤシビル3F,35.6945809,139.7021863,DREAM STORE,ダイニングバー ･ イベントスペース,All Genre ･ Others ･ Live,03-5287-2286,15:00～ / バー 21:00～,無休,350人,"4,000円",https://www.tokyo-club.net/dream-store/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-12-9 タテハナビルB2F,35.695344,139.7026644,LOFT,ライブハウス,POPs ･ Live ･ Rock ･ Jazz ･ Crossover ･ etc.,03-5272-0382,※イベント･スケジュールにより異なる,,500人,,https://www.tokyo-club.net/shinjyuku-loft/
港区,六本木７丁目,六本木,東京都港区六本木7-14-23 セントラル六本木1F,35.6637766,139.7308351,R2 SUPPERCLUB,ラウンジバー,Soul ･ Jazz ･ Electronic ･ Live ･ Funk ･ Lounge,03-6447-0002,"17:00-05:00 / 日 17:00-03:00
(ハッピーアワー 17:00-20:00)",無休,250名 (127席) / 120坪,"4,000円",https://www.tokyo-club.net/r2-supperclub/
港区,西麻布１丁目,-,東京都港区西麻布1-10-11 セソーラス西麻布B1F / B2F,35.6610143,139.7241305,DOUBLE TOKYO,ライブスペース,Allmix ･ House ･ EDM ･ Electronic ･ R&B,Closed,22:00-05:00,無休 (施設に準ずる),700人以上,,https://www.tokyo-club.net/double-tokyo/
港区,六本木７丁目,六本木,東京都港区六本木7-13-7 1F-B1F,35.6639972,139.7305357,V2 TOKYO,CLUB,Allmix ･ House ･ HipHop ･ Live ･ Electro ･ EDM ･ R&B,03-5474-0091,21:00-05:00,無休,450名,"4,500円",https://www.tokyo-club.net/v2-tokyo/
渋谷区,幡ヶ谷２丁目,-,東京都渋谷区幡ヶ谷2-8-15 幡ヶ谷K3ビルB1F,35.6780195,139.6770801,FORESTLIMIT,イベントスペース ･ カフェ,Live ･ Others ･ Electronic ･ Jazz ･ All Genre,03-6276-2886,イベントスケジュールにより変動,不定休,100人,,https://www.tokyo-club.net/forestlimit/
渋谷区,宇田川町３０丁目,-,東京都渋谷区宇田川町30-5 JowビルB1F,35.6608944,139.6979788,東京354CLUB,ラウンジ ･ カフェ,Techno ･ House ･ Minimal ･ TechHouse,Closed,"18:00-05:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",無休,100人,3000円,https://www.tokyo-club.net/tokyo354club/
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-2 ノア渋谷ビルB1F,35.6620501,139.69724,Coins Bar,ダイニングバー,Allmix ･ Others,Closed,16:00-23:30,無休,約50人,2000円前後,https://www.tokyo-club.net/coins-bar/
渋谷区,宇田川町１１丁目,-,東京都渋谷区宇田川町11-1 柳光ビル別館B1F,35.6626299,139.6972998,ROCKAHOLIC,ミュージックバー,Rock ･ Metal ･ Punk,03-6416-9469,19:00-05:00,無休,48席,2500円,https://www.tokyo-club.net/rockaholic/
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7-3 東京ビルTOKIA 2F,35.6784953,139.7649771,COTTON CLUB,ライブレストラン,Others ･ Live ･ Jazz,03-3215-1555,月-金 17:00-23:00 / 土･日･祝 16:00-22:30,不定休,着席180名,5000円～,https://www.tokyo-club.net/cotton-club/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-4-12 ナカヨシビルB2F,35.6941468,139.7037819,BAR 2WAY,DJバー,Rock ･ Electronic ･ Psychedelic ･ Disco,,"18:00-24:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",,2000円,-,https://www.tokyo-club.net/bar-2way/
中央区,銀座７丁目,-,東京都中央区銀座7-11-11 長谷川ビルB1F,35.6680543,139.7631401,M’S cafe,DJダイニングバー,R&B ･ Allmix ･ Dance ･ Disco,Closed,月-木･土 18:00-02:00 / 金 18:00-05:00,日 (貸切営業のみ) 祝祭日は営業,50人,2000円,https://www.tokyo-club.net/ms-cafe/
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-3 O-WESTビル7F,35.6584922,139.6953087,7th FLOOR,ライブハウス ･ バー,Live ･ Others ･ POPs ･ Rock,03-3462-4466,"ライブ ※スケジュールにより異なる (ランチライブ営業もあり)
バータイム 23:00-05:00 (ライブ終了後)",,100人,,https://www.tokyo-club.net/7th-floor/
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-3 2F,35.6584922,139.6953087,TSUTAYA O-WEST,ライブハウス,Others ･ POPs ･ Rock ･ Jazz ･ Live,03-5784-7088,※スケジュールにより異なる,無休,600人,,https://www.tokyo-club.net/o-west/
港区,南青山４丁目,-,東京都港区南青山4-9-1 シンプル青山ビルB1F,35.667352,139.7181655,月見ル君想フ,ライブハウス,Live ･ POPs ･ R&B ･ Jazz ･ Funk ･ etc.,03-5474-8115,14:00-22:00,,150人,,https://www.tokyo-club.net/tsuki-miru-kimiomofu/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-6-5 ハギビル2F,35.6577479,139.6991906,TRUMPLOUNGE/HOUSE,イベントスペース,House ･ Techno ･ Electronic ･ etc.,,※イベント･パーティーにより異なる,無休,140人 / スタンディング60～80人×2フロア,4000円,https://www.tokyo-club.net/trumphouse/
渋谷区,桜丘町１６丁目,-,東京都渋谷区桜丘町16-12 MUSIC LAND KEY B1F,35.6568175,139.7011292,RUIDO K2,ライブハウス ･ CLUB,Live ･ Others ･ POPs ･ Rock ･ Jazz ･ All Genre,Closed,※スケジュールにより異なる,,200人,,https://www.tokyo-club.net/ruido-k2/
中央区,銀座６丁目,-,東京都中央区銀座6-4-8 ニューギンザビル3号館 B1F,35.6710943,139.7614444,333,スポーツバー,Others ･ Allmix,Closed,"月-木 17:00-03:00
金･土･祝前 17:00-04:00
日･祝 17:00-24:00",無休,～80人,999円,https://www.tokyo-club.net/bar333/
港区,六本木５丁目,六本木,東京都港区六本木5-18-21 FIVEPLAZA B2F,35.6609085,139.7369617,Club EDGE,ライブハウス,Live ･ POPs ･ Rock ･ Funk ･ All Genre ･ Others,03-3505-4561,※スケジュールにより異なる,,150人,3000円前後,https://www.tokyo-club.net/club-edge/
港区,西麻布１丁目,-,東京都港区西麻布1-8-4 三保谷硝子B1F,35.6607357,139.7259163,新世界,ライブハウス ･ イベントスペース,Live ･ Others,03-5772-6767,※イベントスケジュールにより異なる,不定休,50席 / 立100名,,https://www.tokyo-club.net/shinsekai/
港区,南青山５丁目,-,東京都港区南青山5-11-9 レキシントン青山ビルB1F,35.6618985,139.7125227,IDOL,カフェ ･ イベントスペース,House ･ Electronic ･ Others ･ Disco,03-6427-4779,"ランチ: 11:30-16:00
ディナー: 18:00-22:00",不定休,148坪,"カフェ 1,200円 / イベント時 3,000円前後",https://www.tokyo-club.net/idol/
渋谷区,宇田川町３２丁目,-,東京都渋谷区宇田川町32-13-4 クアトロビル5F,35.6609861,139.697567,CLUB QUATTRO,ライブハウス,Live ･ Others ･ POPs ･ Rock,03-3477-8750,※スケジュールにより異なる,,800人,3000円前後,https://www.tokyo-club.net/club-quattro/
渋谷区,宇田川町１０丁目,-,東京都渋谷区宇田川町10-1 パークビル2F,35.6625524,139.6969508,虎子食堂,レストラン ･ バー,Allmix ･ All Genre,03-6416-1197,17:00-24:00,無休,70人,"2,800円",https://www.tokyo-club.net/toranoko-shokudo/
港区,六本木５丁目,六本木,東京都港区六本木5-16-52 インペリアル六本木２号館2F,35.6616341,139.7352446,WONDER LOUNGE,イベントスペース,HipHop ･ R&B ･ Reggae,Closed,23:00～ ※イベントにより異なる,週末以外の平日はレンタルスペースとして営業,200人,3000円,https://www.tokyo-club.net/wonder-lounge/
港区,南青山６丁目,-,東京都港区南青山6-7-2 テラアシオス南青山1F,35.6599038,139.7171325,GRID SMART LOUNGE,ラウンジバー,House ･ Trance ･ Techno ･ Electronic ･ Dance,Closed,18:00～ミッドナイト,,140㎡,チャージ1500円 / カクテル800円～ ビール700円～,https://www.tokyo-club.net/grid/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-9-13 AiiA ANNEXビルB1F,35.6608802,139.7075969,0 Zero,クラブ ･ カフェ,House ･ Techno ･ Crossover ･ Electronic ･ Others,03-3797-9933,11:30-05:00 / カフェバータイム11:30-21:00 / CLUBタイム22:00-05:00,不定,100人前後,,https://www.tokyo-club.net/zero/
港区,六本木３丁目,六本木,東京都港区六本木3-15-24 アリエスビル5F,35.6624795,139.7352278,LA35,ラウンジバー,POPs ･ Others ･ Live,Closed,19:00-MIDNIGHT,無休,120人,3000円,https://www.tokyo-club.net/la35/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-27-1 高架下1F,35.6596052,139.7011875,Cafe & Bar SCRAMBLE,カフェ ･ バー,Allmix,03-5468-1200,09:00-02:00 / 金･土･祝前 09:00-05:00,無休,立 120名 (70席前後),1500円,https://www.tokyo-club.net/scramble/
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-13-28 1F-2F,35.691357,139.7709201,CROW FOREST,カフェ ･ バー,R&B ･ Allmix ･ Disco ･ 80s,Closed,11:00-02:00,日 ･ 祝,120人,1800円,https://www.tokyo-club.net/crow-forest/
渋谷区,桜丘町３丁目,-,東京都渋谷区桜丘町3-3 第二岡崎ビルB1F,35.656598,139.7022922,club乙 kinoto,ライブハウス,Live ･ POPs ･ Rock ･ All Genre,Closed,※スケジュールにより異なる,,150人,,https://www.tokyo-club.net/club-kinoto/
港区,南青山５丁目,-,東京都港区南青山5-6-23 スパイラルB1F,35.6636806,139.711596,CAY,ライブレストラン,All Genre ･ Live,Closed,11:30～24:00,不定休,Restaurant営業100名 / LIVE営業300名,Lunch 1000円 / Dinner 3500円 / Charge 500円～,https://www.tokyo-club.net/cay/
渋谷区,東３丁目,-,東京都渋谷区東3-16-6 LIQUIDROOM 2F,35.6491125,139.7105639,KATA,ギャラリー ･ イベントスペース,Allmix ･ Others,,※イベント･スケジュールにより異なる,,100～150人,2000円前後,https://www.tokyo-club.net/kata/
渋谷区,宇田川町２５丁目,-,東京都渋谷区宇田川町25-1 江島屋ビルB1F,35.6605611,139.6992968,dMz,バー,HipHop ･ Allmix ･ R&B,,18:00-05:00,,2000円前後,-,https://www.tokyo-club.net/dmz/
渋谷区,千駄ヶ谷１丁目,-,東京都渋谷区千駄ヶ谷1-13-11 チャリ千駄ヶ谷B1F,35.6771622,139.7119095,ディクショナリー倶楽部,レストラン ･ イベントスペース,Others,Closed,"ランチ11:30-16:00 / カフェ14:00-18:00 / ディナー18:00-22:00
週末(土日)は、食のクリエーターたちの企画する特別なイベント、ワークショップが不定期で開催されます。",,1000円～3000円,2013年4月,https://www.tokyo-club.net/dictionaryclub/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-7-10 新大宋ソシアルビルB2F,35.6575973,139.6993417,Lamafa,DJバー ･ スポーツバー,Allmix,Closed,19:00-05:00,無休,2500円,-,https://www.tokyo-club.net/lamafa/
港区,西麻布１丁目,-,東京都港区西麻布1-7-2 ECONACH西麻布ビル,35.6608109,139.7261258,BRAND TOKYO,エンターテイメントスペース,House ･ Techno ･ HipHop ･ Reggae ･ R&B ･ Allmix ･ Electronic ･ EDM,Closed,"木曜日 OPEN 20:00～
金･土曜日･祝前日 OPEN 19:00～",日 ･ 月 ･ 火 ･ 水,地下1階600名 / 1階250名 / 2階150名,"木曜日
MEN : 1000yen/1D (20:00～24:00)
2000yen/2D (24:00～)
LADIES : 1000yen /FREE DRINK(ALLTIME)

金･土曜日･祝前日
MEN : 2500yen/2D (19:00～24:00)
3500yen/2D (24:00～)
LADIES : FREE ENTRY (19:00～24:00)
1000yen /2D (24:00～)",https://www.tokyo-club.net/brand-tokyo/
渋谷区,宇田川町１４丁目,-,東京都渋谷区宇田川町14-1 嘉乃田ビルB1F,35.6621272,139.6984804,kinobar,DJバー,House ･ Techno ･ Electro,Closed,18:00-24:00 / 金･土20:00-04:00,水,80人,2500円,https://www.tokyo-club.net/kinobar/
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-7 トウセン宇田川ビル1F,35.6625216,139.6978782,STAR LOUNGE,ライブハウス,HipHop ･ Allmix ･ Live ･ R&B ･ DUBSTEP ･ All Genre,03-6277-5373,※ライブスケジュールにより異なる,,250人,,https://www.tokyo-club.net/star-lounge/
渋谷区,円山町５丁目,-,東京都渋谷区円山町5-3 萩原ビルB1F,35.6570396,139.6955446,BAR SAZANAMI,バー,HipHop ･ Allmix ･ POPs ･ R&B ･ Disco,,19:00～,日 ･ 祝,,"2006年 (～2016年3月)
※現在は別形態の店として営業",https://www.tokyo-club.net/bar-sazanami/
港区,六本木３丁目,六本木,東京都港区六本木3-12-5 ステラ六本木B1F,35.662867,139.7335291,88 STREET BAR,DJバー,Allmix ･ HipHop ･ Soul ･ Classics ･ Dance,Closed,"22:00-06:00 / 週末 20:00-07:00
※改定の可能性あり、要確認",無し,"2,800円 / 20:00-23:00はオールドリンク500円
エントランスフリー",-,https://www.tokyo-club.net/88-street-bar/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-6-3,35.6608833,139.7057167,COZMO’S,カフェ ･ バー ･ イベントスペース,Others ･ Live ･ All Genre,03-3407-5166,18:00～,日,40名前後 ※目算,1000円～2000円,https://www.tokyo-club.net/cozmos/
中央区,日本橋本石町４丁目,日八京,東京都中央区日本橋本石町4-4-15 朝日ビル本館 B1F,35.6888074,139.7712638,Extrawelt,カフェ ･ バー,HipHop ･ R&B ･ All Genre ･ House ･ Techno,03-3527-9494,18:00～ / 土･日15:00～,無休,席21 / 立30人,"2,000円",https://www.tokyo-club.net/extrawelt/
港区,麻布十番２丁目,-,東京都港区麻布十番2-5-1 マニヴィア麻布十番8F,35.6564543,139.7333694,The Beach Lounge,ソウルバー ･ ラウンジ,Soul ･ Jazz ･ R&B ･ Disco,03-5772-5745,"平日 ･ 土 20:00-04:00
DJプレイ 21:00～
※変更となる可能性もございます。事前にお確かめ下さい。",日 ･ 祝,3800円,2010年9月,https://www.tokyo-club.net/the-beach-lounge/
渋谷区,猿楽町３丁目,-,東京都渋谷区猿楽町3-9 アベニューサイド代官山3F,35.6520637,139.7042706,NOMAD,ライブハウス,Live ･ Others,03-3770-3723,"ライブ開始は変動
(公演可能時間: 10:00-15:00 / 15:30-22:00)",不定,80人,,https://www.tokyo-club.net/nomad/
渋谷区,宇田川町３１丁目,-,東京都渋谷区宇田川町31-3 第3田中ビルB1F,35.6613483,139.6978582,WASTED TIME,ライブバー,Rock ･ Others ･ Live,Closed,18:30-24:00,不定休,50人,2000円,https://www.tokyo-club.net/wasted-time/
新宿区,新宿２丁目,-,東京都新宿区新宿2-13-16 2F,35.6900466,139.7087886,Rehab Lounge Tokyo,バー,Disco ･ House ･ Techno,Closed,19:00～,,,-,https://www.tokyo-club.net/rehab-lounge-tokyo/
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2-3-14 CONZE EBISU B1F,35.6455931,139.7075818,NOS EBISU,ダイニングバー,Allmix ･ Live ･ Techno ･ R&B,03-5773-1727,月-木18:00-02:00 / 金･土18:00-05:00 / 日･祝17:00-23:00,無休,スタンディング 180人,3500円,https://www.tokyo-club.net/nos-ebisu/
