,,,,,,,
指標名,銀行・ATM,,,,,,
出典,NAVITIME,,,,,,
年次,2024/01/12取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,(2021年度：3138件、2022年度：3155件、2023年度：3139件),,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-3-1,株式会社ゆうちょ銀行,ゆうちょ銀行,35.6868588,139.7674372
千代田区,外神田四丁目,-,東京都千代田区外神田4-5-5 アキバ三滝館 1F,SBIマネープラザ 秋葉原支店,その他銀行/地方/外国銀行,35.701699,139.7721369
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-4-5 三菱UFJ信託銀行本店ビル,三菱UFJ信託銀行 東京第4支店,三菱UFJ銀行,35.6835757,139.7647288
千代田区,富士見一丁目,-,東京都千代田区富士見1-3-11,東日本銀行 飯田橋支店,その他銀行/地方/外国銀行,35.6982972,139.7465968
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内2丁目7-2,ゆうちょ銀行本店,ゆうちょ銀行,35.6798453,139.7647288
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目4-5,三菱UFJ信託銀行東京第6支店,その他銀行/地方/外国銀行,35.6835757,139.7647288
千代田区,岩本町三丁目,-,東京都千代田区岩本町3丁目2-4,愛媛銀行東京支店,その他銀行/地方/外国銀行,35.6952171,139.7757107
千代田区,外神田四丁目,-,東京都千代田区外神田4丁目9-8,興産信用金庫秋葉原支店,信用金庫,35.7019816,139.7724397
千代田区,五番町,-,東京都千代田区五番町5,興産信用金庫市ヶ谷支店,信用金庫,35.6898301,139.7355946
千代田区,東神田二丁目,-,東京都千代田区東神田2丁目1-2,朝日信用金庫豊島町支店,信用金庫,35.695718,139.7786426
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目8-2,京都銀行東京営業部,その他銀行/地方/外国銀行,35.6824196,139.7693612
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目6-5,静岡銀行東京営業部,その他銀行/地方/外国銀行,35.683938,139.7668852
千代田区,鍛冶町一丁目,-,東京都千代田区鍛冶町1丁目8-8,福井銀行東京支店,その他銀行/地方/外国銀行,35.690789,139.7722778
千代田区,鍛冶町一丁目,-,東京都千代田区鍛冶町1丁目7-11,トマト銀行東京支店,その他銀行/地方/外国銀行,35.6905875,139.7719513
千代田区,内神田二丁目,-,東京都千代田区内神田2丁目15-11,富山第一銀行東京支店,その他銀行/地方/外国銀行,35.692187,139.7681241
千代田区,内神田二丁目,-,東京都千代田区内神田2丁目15-9,武蔵野銀行東京支店,その他銀行/地方/外国銀行,35.6920235,139.7678045
千代田区,飯田橋一丁目,-,東京都千代田区飯田橋1丁目7-10,興産信用金庫飯田橋支店,信用金庫,35.6991447,139.7488434
千代田区,岩本町三丁目,-,東京都千代田区岩本町3丁目10-7,高知銀行東京支店,その他銀行/地方/外国銀行,35.6963614,139.7759529
千代田区,神田富山町,-,東京都千代田区神田富山町2,東日本銀行神田支店,その他銀行/地方/外国銀行,35.6937385,139.7729021
千代田区,神田錦町一丁目,-,東京都千代田区神田錦町1丁目8,北日本銀行東京支店,その他銀行/地方/外国銀行,35.6932536,139.7647487
千代田区,内神田二丁目,-,東京都千代田区内神田2-12-6,長野銀行東京支店,その他銀行/地方/外国銀行,35.6915687,139.7675655
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目8-2,北國銀行東京支店,その他銀行/地方/外国銀行,35.6824196,139.7693612
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目4-1,三菱UFJ銀行東京営業部,三菱UFJ銀行,35.684707,139.765193
千代田区,神田司町二丁目,-,東京都千代田区神田司町2丁目2,東京東信用金庫神田支店,信用金庫,35.693129,139.7674443
千代田区,神田紺屋町,-,東京都千代田区神田紺屋町41,興産信用金庫本店,信用金庫,35.6929041,139.7741752
千代田区,神田須田町一丁目,-,東京都千代田区神田須田町1丁目26,芝信用金庫神田支店,信用金庫,35.6944421,139.7703274
千代田区,神田須田町一丁目,-,東京都千代田区神田須田町1丁目8-4,西武信用金庫神田支店,信用金庫,35.6953317,139.7685325
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1丁目5-5,みずほ銀行東京営業部,みずほ銀行,35.6855536,139.7653677
千代田区,鍛冶町二丁目,-,東京都千代田区鍛冶町2丁目2-1,三井住友銀行神田駅前支店,三井住友銀行,35.6916541,139.7715022
千代田区,内神田一丁目,-,東京都千代田区内神田1丁目6-10,城北信用金庫神田支店,信用金庫,35.6898507,139.7666869
千代田区,麹町三丁目,-,東京都千代田区麹町3丁目2,みずほ銀行麹町支店,みずほ銀行,35.6843373,139.7388177
千代田区,五番町二丁目,-,東京都千代田区五番町2-23,みずほ銀行市ヶ谷支店,みずほ銀行,35.6908012,139.7356245
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1-5-5,みずほ銀行東京ファッションタウン出張所,みずほ銀行,35.6855536,139.7653677
千代田区,永田町一丁目,赤坂,東京都千代田区永田町1丁目11-35,みずほ銀行町村会館出張所,みずほ銀行,35.6788049,139.7420111
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1丁目5-5,みずほ銀行東京都庁公営企業出張所,みずほ銀行,35.6855536,139.7653677
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2丁目2,三菱UFJ銀行神保町支店,三菱UFJ銀行,35.6962656,139.7576016
千代田区,神田鍛冶町三丁目,-,東京都千代田区神田鍛冶町3丁目6-3,三菱UFJ銀行秋葉原駅前支店,三菱UFJ銀行,35.6940677,139.7710386
千代田区,外神田三丁目,-,東京都千代田区外神田3-6-4,第一勧業信用組合 秋葉原支店,信用組合,35.7024377,139.7696408
千代田区,霞が関二丁目,虎ノ門広域,東京都千代田区霞が関2-1-1,警視庁職員信用組合 本部,信用組合,35.6767639,139.7521373
千代田区,千代田一丁目,-,東京都千代田区千代田1-1,警視庁信用組合宮内庁出張所,信用組合,35.6860669,139.7602963
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目6-1,中国人民銀行 東京代表處,その他銀行/地方/外国銀行,35.68415,139.765755
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目9-1,韓国産業銀行東京支店,その他銀行/地方/外国銀行,35.6798702,139.7675145
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内2-2-3,印度銀行東京支店,その他銀行/地方/外国銀行,35.6801686,139.762522
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-6-5,ブラジル銀行 東京支店,その他銀行/地方/外国銀行,35.683938,139.7668852
千代田区,内幸町二丁目,-,東京都千代田区内幸町2丁目2-2,国際金融公社,その他銀行/地方/外国銀行,35.6706218,139.7552022
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1-3-5,東京消防信用組合本店,信用組合,35.6885571,139.7616665
千代田区,神田三崎町二丁目,-,東京都千代田区神田三崎町2丁目17-7,中ノ郷信用組合三崎町支店,信用組合,35.7014482,139.7530894
千代田区,麹町四丁目,-,東京都千代田区麹町4-1,三菱UFJ銀行市ヶ谷支店,三菱UFJ銀行,35.6836504,139.7378542
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2丁目11-1,スタンダードチャータード銀行,その他銀行/地方/外国銀行,35.6730656,139.740616
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2丁目11-1,ドイツ銀行東京支店,その他銀行/地方/外国銀行,35.6730656,139.740616
千代田区,神田鍛冶町三丁目,-,東京都千代田区神田鍛冶町3丁目6-3,三菱UFJ銀行神田支店,三菱UFJ銀行,35.6940677,139.7710386
千代田区,神田富山町,-,東京都千代田区神田富山町2,東日本ATMサービスセンター,その他銀行/地方/外国銀行,35.6937385,139.7729021
千代田区,霞が関三丁目,虎ノ門広域,東京都千代田区霞が関3-3-3,中央労働金庫 霞が関支店,労働金庫,35.6724522,139.7469752
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-2-1,中央労働金庫 大手町支店,労働金庫,35.6850064,139.767045
千代田区,一ツ橋一丁目,-,東京都千代田区一ツ橋1丁目1-1,毎日信用組合,信用組合,35.6909195,139.7574614
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-101,文化産業信用組合 本部,信用組合,35.694744,139.7588756
千代田区,東神田一丁目,-,東京都千代田区東神田1-10-2,東浴信用組合,信用組合,35.6950422,139.779466
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3丁目4-1,KEBハナ銀行 東京支店,その他銀行/地方/外国銀行,35.6764213,139.7620932
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内2丁目2-1,兆豐國際商業銀行東京支店,その他銀行/地方/外国銀行,35.6800878,139.7619335
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2丁目11-1,ユナイテッド・オーバーシーズ銀行,その他銀行/地方/外国銀行,35.6730656,139.740616
千代田区,内幸町二丁目,-,東京都千代田区内幸町2丁目2-2,ビルバオ・ビスカヤ・アルヘンタリア銀行東京支店,その他銀行/地方/外国銀行,35.6706218,139.7552022
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-1-1,第一商業銀行株式会社東京支店,その他銀行/地方/外国銀行,35.6857148,139.7629518
千代田区,一ツ橋二丁目,-,東京都千代田区一ツ橋2-6-2,中央労働金庫 一ツ橋支店,労働金庫,35.6942812,139.7561837
千代田区,神田多町二丁目,-,東京都千代田区神田多町2丁目2-16,琉球銀行東京住宅ローンセンター,その他銀行/地方/外国銀行,35.692962,139.770039
千代田区,日比谷公園一丁目,-,東京都千代田区日比谷公園1-3,地方公共団体金融機構,その他銀行/地方/外国銀行,35.671385,139.755511
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2丁目11-1,オーバーシー・チャイニーズ銀行東京支店,その他銀行/地方/外国銀行,35.6730656,139.740616
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目3-1,全国銀行協会(一般社団法人),その他銀行/地方/外国銀行,35.6812969,139.766426
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目8-2,台湾中小企業銀行東京支店,その他銀行/地方/外国銀行,35.6824196,139.7693612
千代田区,神田佐久間町二丁目,-,東京都千代田区神田佐久間町2丁目20-2,ファミリーマート秋葉原駅前1号機 共同出張所(イーネットATM),イーネットATM,35.6986098,139.7763305
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1丁目9-4,日本政策金融公庫 総合研究所 小企業研究グループ,その他銀行/地方/外国銀行,35.6886487,139.7653423
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内2丁目7-1,外貨両替専門店ワールドカレンシーショップ 三菱UFJ銀行本店,その他銀行/地方/外国銀行,35.6786678,139.7641407
千代田区,東神田二丁目,-,東京都千代田区東神田2丁目1-2,朝日スマートアプリサポートセンター,信用金庫,35.695718,139.7786426
千代田区,内神田三丁目,-,東京都千代田区内神田3丁目1-2,全国地方銀行協会(一般社団法人),その他銀行/地方/外国銀行,35.6891189,139.7691615
千代田区,神田須田町二丁目,-,東京都千代田区神田須田町2丁目3-1,ファミリーマート神田須田町二丁目 共同出張所(イーネットATM),イーネットATM,35.696159,139.771916
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目11-1,ファミリーマートPCP丸の内 共同出張所(イーネットATM),イーネットATM,35.6780553,139.7668852
千代田区,九段南四丁目,-,東京都千代田区九段南4丁目2-11,リコス九段南4丁目 共同出張所(イーネットATM),イーネットATM,35.6911887,139.7398433
千代田区,外神田四丁目,-,東京都千代田区外神田4丁目3-3,ドン・キホーテ秋葉原 共同出張所(イーネットATM),イーネットATM,35.7007622,139.7717158
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1丁目6-1,東京メトロ東西線大手町駅 共同出張所(イーネットATM),イーネットATM,35.6863979,139.7648547
千代田区,市谷田町一丁目,-,東京都新宿区市谷田町1丁目,東京メトロ有楽町線市ヶ谷駅 共同出張所(イーネットATM),イーネットATM,35.692623,139.7361434
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2丁目2-2,生活彩家アーバンネット大手町 共同出張所(イーネットATM),イーネットATM,35.685907,139.7669651
千代田区,神田佐久間町一丁目,-,東京都千代田区神田佐久間町1丁目6-5,生活彩家秋葉原駅前2号機 共同出張所(イーネットATM),イーネットATM,35.697902,139.7737145
千代田区,神田佐久間町一丁目,-,東京都千代田区神田佐久間町1丁目6-5,生活彩家秋葉原駅前1号機 共同出張所(イーネットATM),イーネットATM,35.697902,139.7737145
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3丁目2-2,ファミリーマート飯田橋三丁目 共同出張所(イーネットATM),イーネットATM,35.7003937,139.7486551
千代田区,神田駿河台三丁目,-,東京都千代田区神田駿河台3丁目5-4,ファミリーマート神田駿河台三丁目 共同出張所(イーネットATM),イーネットATM,35.6960134,139.7638089
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目10-3,生活彩家御茶ノ水駅前 共同出張所(イーネットATM),イーネットATM,35.6990371,139.7641842
千代田区,九段南二丁目,-,東京都千代田区九段南2丁目4-16,ファミリーマート九段南二丁目 共同出張所(イーネットATM),イーネットATM,35.6936491,139.7450449
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3丁目15,生活彩家神田錦町 共同出張所(イーネットATM),イーネットATM,35.6917855,139.7612064
千代田区,神田和泉町二丁目,-,東京都千代田区神田和泉町2-13,ライフ神田和泉町 共同出張所(イーネットATM),イーネットATM,35.6998696,139.780145
千代田区,神田岩本町,-,東京都千代田区神田岩本町1,デイリーヤマザキ神田岩本町 共同出張所(イーネットATM),イーネットATM,35.6931483,139.7789467
千代田区,岩本町三丁目,-,東京都千代田区岩本町3丁目3-6,デイリーヤマザキ岩本町3丁目 共同出張所(イーネットATM),イーネットATM,35.6952616,139.77643
千代田区,岩本町三丁目,-,東京都千代田区岩本町3丁目10-7,デイリーヤマザキ岩本町和泉橋 共同出張所(イーネットATM),イーネットATM,35.6963614,139.7759529
千代田区,内神田三丁目,-,東京都千代田区内神田3丁目23-7,ファミリーマート神田駅北 共同出張所(イーネットATM),イーネットATM,35.6925451,139.7697007
千代田区,東神田二丁目,-,東京都千代田区東神田2丁目10-17,ファミリーマート東神田二丁目 共同出張所(イーネットATM),イーネットATM,35.6955893,139.7808274
千代田区,神田三崎町二丁目,-,東京都千代田区神田三崎町2丁目20-4,ファミリーマート水道橋駅西口1号機 共同出張所(イーネットATM),イーネットATM,35.7016236,139.7531692
千代田区,神田駿河台四丁目,-,東京都千代田区神田駿河台4丁目6,ファミリーマートファミマ御茶ノ水ソラシティ 共同出張所(イーネットATM),イーネットATM,35.6985074,139.7667255
千代田区,神田和泉町一丁目,-,東京都千代田区神田和泉町1-4-7,ファミリーマート神田和泉町 共同出張所(イーネットATM),イーネットATM,35.7003403,139.7768897
千代田区,外神田六丁目,-,東京都千代田区外神田6丁目15-11,ファミリーマートファーマライズ薬局末広町 共同出張所(イーネットATM),イーネットATM,35.7042103,139.7715578
千代田区,紀尾井町一丁目,-,東京都千代田区紀尾井町1-2,ファミリーマートファミマ東京ガーデンテラス1号機 共同出張所(イーネットATM),イーネットATM,35.6799364,139.7379442
千代田区,飯田橋二丁目,-,東京都千代田区飯田橋2丁目6-6,ファミリーマート飯田橋二丁目 共同出張所(イーネットATM),イーネットATM,35.6990309,139.7496559
千代田区,紀尾井町一丁目,-,東京都千代田区紀尾井町1-2,ファミリーマートファミマ東京ガーデンテラス2号機 共同出張所(イーネットATM),イーネットATM,35.6799364,139.7379442
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町2丁目3,ファミリーマートワテラスタワー前 共同出張所(イーネットATM),イーネットATM,35.6964411,139.7674254
千代田区,神田佐久間町一丁目,-,東京都千代田区神田佐久間町1丁目13,ファミリーマート秋葉原駅中央口前 共同出張所(イーネットATM),イーネットATM,35.6979049,139.7742137
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町2丁目10,ファミリーマートホテルマイステイズ御茶ノ水 共同出張所(イーネットATM),イーネットATM,35.6972119,139.7687089
千代田区,神田佐久間町四丁目,-,東京都千代田区神田佐久間町4丁目10,ファミリーマート神田佐久間町 共同出張所(イーネットATM),イーネットATM,35.6974579,139.7798156
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目1,ファミリーマート御茶ノ水駅前1号機 共同出張所(イーネットATM),イーネットATM,35.6993465,139.7618075
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目1,ファミリーマート御茶ノ水駅前2号機 共同出張所(イーネットATM),イーネットATM,35.6993465,139.7618075
千代田区,鍛冶町二丁目,-,東京都千代田区鍛冶町2丁目7-1,ファミリーマート神田駅東口 共同出張所(イーネットATM),イーネットATM,35.6922618,139.7718573
千代田区,神田小川町一丁目,-,東京都千代田区神田小川町1丁目1-16,ファミリーマート薬ヒグチ淡路町 共同出張所(イーネットATM),イーネットATM,35.6948538,139.767005
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2丁目23,ファミリーマート神田神保町二丁目 共同出張所(イーネットATM),イーネットATM,35.6951716,139.756312
千代田区,紀尾井町三丁目,-,東京都千代田区紀尾井町3-33,ファミリーマート紀尾井町 共同出張所(イーネットATM),イーネットATM,35.6811901,139.7380793
千代田区,九段北一丁目,-,東京都千代田区九段北1丁目3-5,ファミリーマート九段北一丁目 共同出張所(イーネットATM),イーネットATM,35.6960731,139.7514225
千代田区,一ツ橋一丁目,-,東京都千代田区一ツ橋1丁目1-1,ファミリーマートパレスサイドビル 共同出張所(イーネットATM),イーネットATM,35.6909195,139.7574614
千代田区,霞が関一丁目,虎ノ門広域,東京都千代田区霞が関1丁目1-2,ファミリーマート東京家庭裁判所内 共同出張所(イーネットATM),イーネットATM,35.674702,139.753943
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2丁目6-1,ファミリーマート朝日生命大手町ビル 共同出張所(イーネットATM),イーネットATM,35.6854967,139.7699891
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1丁目29-3,ファミリーマート神田神保町一丁目 共同出張所(イーネットATM),イーネットATM,35.6949997,139.7594977
千代田区,内神田二丁目,-,東京都千代田区内神田2丁目15-11,ファミリーマート内神田二丁目 共同出張所(イーネットATM),イーネットATM,35.692187,139.7681241
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目8-1,ファミリーマート丸の内トラストタワー 共同出張所(イーネットATM),イーネットATM,35.6832253,139.7697606
千代田区,神田練塀町,-,東京都千代田区神田練塀町3,ファミリーマート秋葉原富士ソフトビル 共同出張所(イーネットATM),イーネットATM,35.7012543,139.7741534
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目7-12,ファミリーマートファミマサピアタワー 共同出張所(イーネットATM),イーネットATM,35.683529,139.768759
千代田区,霞が関一丁目,虎ノ門広域,東京都千代田区霞が関1丁目1-4,ファミリーマート東京高等裁判所内 共同出張所(イーネットATM),イーネットATM,35.675186,139.75275
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台1丁目8-10,ファミリーマートお茶の水明大通り 共同出張所(イーネットATM),イーネットATM,35.6981554,139.7626722
千代田区,五番町四丁目,-,東京都千代田区五番町4-1,ファミリーマート五番町 共同出張所(イーネットATM),イーネットATM,35.6904745,139.7355681
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目9-2,ファミリーマートファミマサウスタワー 共同出張所(イーネットATM),イーネットATM,35.6788261,139.767472
千代田区,霞が関三丁目,虎ノ門広域,東京都千代田区霞が関3丁目2-5,ファミリーマートファミマ霞が関ビルディング 共同出張所(イーネットATM),イーネットATM,35.671183,139.7472406
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1丁目2-5,ファミリーマート日比谷シャンテ前 共同出張所(イーネットATM),イーネットATM,35.6731792,139.7605207
千代田区,内幸町二丁目,-,東京都千代田区内幸町2丁目1-4,ファミリーマート日比谷中日ビル 共同出張所(イーネットATM),イーネットATM,35.671321,139.7533089
千代田区,霞が関一丁目,虎ノ門広域,東京都千代田区霞が関1丁目3-1,ファミリーマート経済産業省1号機 共同出張所(イーネットATM),イーネットATM,35.6722256,139.7509135
千代田区,外神田四丁目,-,東京都千代田区外神田4丁目14-1,ファミリーマートファミマ!!秋葉原UDX 共同出張所(イーネットATM),イーネットATM,35.7004939,139.7726452
千代田区,内神田一丁目,-,東京都千代田区内神田1丁目15-2,ファミリーマート内神田一丁目 共同出張所(イーネットATM),イーネットATM,35.6915859,139.765787
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1丁目8,ファミリーマートFUNDES神保町 共同出張所(イーネットATM),イーネットATM,35.696159,139.7588711
千代田区,霞が関一丁目,虎ノ門広域,東京都千代田区霞が関1丁目3-1,ファミリーマート経済産業省2号機 共同出張所(イーネットATM),イーネットATM,35.6722256,139.7509135
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3丁目22,ファミリーマートテラススクエア 共同出張所(イーネットATM),イーネットATM,35.6934032,139.7600221
千代田区,有楽町二丁目,大丸有,東京都千代田区有楽町2丁目8-4,ファミリーマート有楽町駅前 共同出張所(イーネットATM),イーネットATM,35.6744289,139.7629618
千代田区,神田三崎町三丁目,-,東京都千代田区神田三崎町3丁目7-1,ファミリーマート水道橋西通り 共同出張所(イーネットATM),イーネットATM,35.701539,139.751781
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目2-4,ファミリーマート御茶ノ水駅南 共同出張所(イーネットATM),イーネットATM,35.6990424,139.76399
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1丁目1-2,ファミリーマートファミマ大手門タワー 共同出張所(イーネットATM),イーネットATM,35.6862406,139.7619547
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目7-2,ファミリーマート飯田橋プラーノ1号機 共同出張所(イーネットATM),イーネットATM,35.7010261,139.7450049
千代田区,平河町二丁目,-,東京都千代田区平河町2丁目6-3,ファミリーマート都道府県会館 共同出張所(イーネットATM),イーネットATM,35.6791855,139.7389375
千代田区,九段南二丁目,-,東京都千代田区九段南2丁目2-8,ファミリーマート九段下駅西 共同出張所(イーネットATM),イーネットATM,35.6943275,139.7472289
千代田区,紀尾井町四丁目,-,東京都千代田区紀尾井町4-1,ファミリーマートガーデンコート 共同出張所(イーネットATM),イーネットATM,35.6810328,139.7340679
千代田区,内神田三丁目,-,東京都千代田区内神田3丁目8-8,ファミリーマート神田西口 共同出張所(イーネットATM),イーネットATM,35.6909791,139.7698205
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目7-2,ファミリーマート飯田橋プラーノ2号機 共同出張所(イーネットATM),イーネットATM,35.7010261,139.7450049
千代田区,神田三崎町二丁目,-,東京都千代田区神田三崎町2丁目20-4,ファミリーマート水道橋駅西口2号機 共同出張所(イーネットATM),イーネットATM,35.7016236,139.7531692
千代田区,神田佐久間町二丁目,-,東京都千代田区神田佐久間町2丁目20-2,ファミリーマート秋葉原駅前2号機 共同出張所(イーネットATM),イーネットATM,35.6986098,139.7763305
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1丁目5-1,ファミリーマートファーストスクエアEAST 共同出張所(イーネットATM),イーネットATM,35.6858899,139.765513
千代田区,九段南二丁目,-,東京都千代田区九段南2丁目2-8,ファミリーマート九段下駅西 共同出張所(イーネットATM),イーネットATM,35.6943275,139.7472289
千代田区,九段南一丁目,-,東京都千代田区九段南1丁目6-5,ファミリーマート九段会館テラス 共同出張所(イーネットATM),イーネットATM,35.6945499,139.7513127
中央区,銀座八丁目,-,東京都中央区銀座8丁目9-1,三菱UFJ銀行銀座支店,三菱UFJ銀行,35.6680371,139.7620733
中央区,銀座六丁目,-,東京都中央区銀座6-10-1 GINZA SIX内,三井住友銀行 GINZA SIX店,三井住友銀行,35.6696559,139.7639876
中央区,日本橋室町二丁目,日八京,東京都中央区日本橋室町2丁目1-1,三井住友銀行日本橋支店,三井住友銀行,35.6872787,139.7743225
中央区,日本橋室町三丁目,日八京,東京都中央区日本橋室町3-2-1(日本橋室町三井タワー地下1階),日本橋室町三井タワー内郵便局,郵便局,35.6879088,139.772537
中央区,日本橋二丁目,日八京,東京都中央区日本橋2-7-1,横浜銀行 東京支店,その他銀行/地方/外国銀行,35.6818613,139.7742337
中央区,日本橋一丁目,日八京,東京都中央区日本橋1-18-1,日本橋郵便局,郵便局,35.6832185,139.7772687
中央区,築地四丁目,-,東京都中央区築地4-2-2,京橋郵便局(晴海郵便局京橋分室) ゆうちょ銀行 京橋店,郵便局,35.6673267,139.769122
中央区,日本橋箱崎町一九丁目,-,東京都中央区日本橋箱崎町19-21,IBM箱崎ビル内郵便局,郵便局,35.6775108,139.7870287
中央区,銀座一丁目,-,東京都中央区銀座1丁目7-3,三菱UFJ銀行京橋支店,三菱UFJ銀行,35.6747374,139.7683628
中央区,八重洲二丁目,日八京,東京都中央区八重洲2-10-17,商工組合中央金庫 本店,その他銀行/地方/外国銀行,35.6761868,139.7668841
中央区,日本橋箱崎町二二丁目,-,東京都中央区日本橋箱崎町22-1,セブンイレブン 日本橋TCAT店,セブンイレブン,35.6815108,139.7864764
中央区,銀座八丁目,-,東京都中央区銀座8丁目5-12,セブンイレブン 銀座8丁目店,セブンイレブン,35.6684741,139.759897
中央区,八重洲二丁目,日八京,東京都中央区八重洲2丁目2番1号,セブンイレブン 東京ミッドタウン八重洲店,セブンイレブン,35.6794084,139.7689311
中央区,日本橋箱崎町四二丁目,-,東京都中央区日本橋箱崎町42-1,セブンイレブン TCAT2階店,セブンイレブン,35.6822719,139.7879338
中央区,銀座四丁目,-,東京都中央区銀座4丁目12-15,セブンイレブン 歌舞伎座店,セブンイレブン,35.6700095,139.7679618
中央区,銀座四丁目,-,東京都中央区銀座4丁目2-11,みずほ銀行銀座支店,みずほ銀行,35.672928,139.7641177
中央区,八重洲二丁目,日八京,東京都中央区八重洲2-1-1,りそな銀行 東京中央支店(法人営業),りそな銀行,35.6798331,139.7694327
中央区,佃二丁目,-,東京都中央区佃2-2-6-101,リバーシティ21郵便局,郵便局,35.6681575,139.7855876
中央区,日本橋室町二丁目,日八京,東京都中央区日本橋室町2丁目1-1,三井住友信託銀行日本橋営業部,その他銀行/地方/外国銀行,35.6872787,139.7743225
中央区,銀座三丁目,-,東京都中央区銀座3-15-10,セブンイレブン 銀座3丁目店,セブンイレブン,35.6697138,139.7694675
中央区,日本橋室町一丁目,日八京,東京都中央区日本橋室町1丁目7-1,スルガ銀行東京支店,その他銀行/地方/外国銀行,35.6848559,139.7749925
中央区,日本橋室町一丁目,日八京,東京都中央区日本橋室町1-5-5 コレド室町3 1F,千葉銀行 東京営業部 コレド室町店,その他銀行/地方/外国銀行,35.6861318,139.7745133
中央区,日本橋三丁目,日八京,東京都中央区日本橋3丁目15-2,鹿児島銀行東京支店,その他銀行/地方/外国銀行,35.6784004,139.7747729
中央区,銀座四丁目,-,東京都中央区銀座4-6-10,三菱UFJ銀行 ATMコーナー 銀座四丁目,三菱UFJ銀行,35.6710004,139.7657072
中央区,銀座五丁目,-,東京都中央区銀座5-4-3,セブンイレブン 銀座地下街店,セブンイレブン,35.6719984,139.7635208
中央区,日本橋室町三丁目,日八京,東京都中央区日本橋室町3-4-4,セブンイレブン 日本橋室町3丁目店,セブンイレブン,35.688285,139.7734349
中央区,京橋三丁目,日八京,東京都中央区京橋3-7-1,セブンイレブン 京橋相互館110タワー店,セブンイレブン,35.6757485,139.7700801
中央区,明石町八丁目,-,東京都中央区明石町8-1,セブンイレブン 聖路加タワー店,セブンイレブン,35.6666318,139.7784923
中央区,日本橋蛎殻町一丁目,-,東京都中央区日本橋蛎殻町1丁目28-5,みちのく銀行東京中央支店,その他銀行/地方/外国銀行,35.6828833,139.7831409
中央区,京橋三丁目,日八京,東京都中央区京橋3丁目1-1,福岡銀行東京支店,その他銀行/地方/外国銀行,35.6759522,139.7688023
