指標名,スタートアップ企業,,,,,,,,,,,,
出典,IINITIAL,,,,,,,,,,,,
年次,2024/02/06取得,,,,,,,,,,,,
URL,https://initial.inc/companies,,,,,,,,,,,,
備考,(2021年度：8785件、2022年度：-件、2023年度：11361件),,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,会社名,代表者,従業員数,総調達額,URL,設立,タイプ,業種
品川区,東五反田１丁目,-,東京都品川区東五反田1-23-7 メリス五反田ビル3階,35.6263194,139.726879,株式会社TOBE,大木　隆太郎,,"40,000",https://tobe.tokyo/,2015/8/13,未公開企業,消費者向けサービス・販売
品川区,東五反田１丁目,-,東京都品川区東五反田1-7-6 藤和東五反田ビル5F,35.627475,139.7263699,株式会社串カツ田中ホールディングス,貫　啓二,,,http://www.kushi-tanaka.co.jp/,2002/3/20,IPO / Exit企業,消費者向けサービス・販売
品川区,東五反田１丁目,-,東京都品川区東五反田1-10-8 五反田S&Lビル 4F,35.6277517,139.7257428,エール株式会社,櫻井　将,19,"470,898",https://www.yell4u.jp/,2013/6/4,未公開企業,ビジネスサービス
品川区,東五反田１丁目,-,東京都品川区東五反田1-24-2 東五反田1丁目ビル8階,35.6259529,139.7274029,株式会社モバイルファクトリー,宮嶌　裕二,99,"224,500",https://www.mobilefactory.jp/,2001/10/1,IPO / Exit企業,コンピューター - ソフトウェア
品川区,東五反田１丁目,-,東京都品川区東五反田1-10-8 五反田S&Lビル7F,35.6277517,139.7257428,株式会社CAMI&Co.,神谷　雅史,10,"149,290",https://cami.jp/,2012/9/3,未公開企業,コンピューター - ハードウェア
品川区,東五反田１丁目,-,東京都品川区東五反田1-20-7 神野商事第2ビル B2F,35.6261406,139.7266219,株式会社プラージュ,磯　浩一郎,18,"10,000",https://www.prage.jp/,2001/1/24,未公開企業,コンピューター - ソフトウェア
品川区,東五反田１丁目,-,東京都品川区東五反田1-7-6 藤和東五反田ビル4階,35.627475,139.7263699,株式会社アイディール,小林　淳,9,71000,https://ideal-inc.com/,39175,未公開企業,ビジネスサービス
品川区,東五反田１丁目,-,東京都品川区東五反田1-13-12 いちご五反田ビル4F,35.626698,139.7246094,株式会社フォースメディア,池田　譲治,,98000,https://www.forcemedia.co.jp/,40200,未公開企業,ビジネスサービス
品川区,東五反田１丁目,-,東京都品川区東五反田1-10-7 AIOS五反田ビル 1102号,35.6276462,139.7258825,UMITRON PTE. LTD.,藤原　謙,,1940000,https://umitron.com/,42481,未公開企業,産業・エネルギー ICT
品川区,東五反田１丁目,-,東京都品川区東五反田1-21-10 東五反田I-Nビル6F,35.6258657,139.7264251,株式会社ピーネストジャパン,村田　泰,12,10000,http://www.p-nest.com/,37895,未公開企業,コンピューター - ITサービス
品川区,東五反田１丁目,-,東京都品川区東五反田1-22-6五反田 さくらビル6F,35.6258347,139.727062,株式会社ライトアランプ,山中　剛志,2,20000,http://www.lightalamp.jp,39694,未公開企業,コンピューター - ITサービス
品川区,東五反田１丁目,-,東京都品川区東五反田1-21-10 東五反田I-Nビル6F,35.6258657,139.7264251,株式会社キューズオン,村田　泰,,54000,http://qson.jp/,41821,未公開企業,ビジネスサービス
品川区,東五反田１丁目,-,東京都品川区東五反田1-2-33 白雉子ビル3F,35.6288555,139.7267653,ハートコア株式会社,神野　純孝,53,338076,https://www.heartcore.co.jp/,39976,未公開企業,コンピューター - ソフトウェア
品川区,東五反田１丁目,-,東京都品川区東五反田1丁目6-3 いちご東五反田ビル7階,35.6271427,139.7262084,アイ・ティ・リアライズ株式会社,尾上　正憲,9,320728,https://www.itrealize.co.jp/,39388,未公開企業,金融・保険・不動産 ICT
品川区,東五反田１丁目,-,東京都品川区東五反田1-11-7 三ツ星ビル 4F A号室,35.627115,139.7256694,クラブニッポン株式会社,西　秀信,19,767500,http://www.club-n.co.jp/pc/,37669,未公開企業,消費者向けサービス・販売
品川区,東五反田１丁目,-,東京都品川区東五反田1-13-12 いちご五反田ビル10階 SALTO五反田1029号室,35.626698,139.7246094,DXER株式会社,向井　拓真,6,146005,https://dxer.co.jp/,43979,未公開企業,コンピューター - ITサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-7-13 202,35.6249918,139.7259462,株式会社nanaku,菊池　皓雄,,,https://nana-ku.com/,2018/7/9,未公開企業,コンピューター - ITサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-9-1-2301号,35.6246391,139.7260061,株式会社セキューリド,スシャント・パンデイ,,"20,670",,2022/5/20,未公開企業,コンピューター - ITサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-9-5 サウスウィング東五反田ビル,35.6244465,139.726465,ロロロ株式会社,山本　弘明,,,https://rororo.co.jp/,2023/4/1,未公開企業,コンピューター - ソフトウェア
品川区,東五反田２丁目,-,東京都品川区東五反田2-2-3 五反田ハタビル 4F,35.625551,139.7253277,株式会社クロスフェーダー,田中　剛,0,"3,000",http://www.crossfader.jp/,2005/10/23,未公開企業,ビジネスサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-8-8 フレッジオ五反田3F,35.6246441,139.7253476,サイトロイドジャパン合同会社,岩井　宏太,,,http://www.siteroid.jp/,2009/7/7,未公開企業,コンピューター - ソフトウェア
品川区,東五反田２丁目,-,東京都品川区東五反田2-5-2 THE CASK GOTANDA 804,35.6253764,139.7280326,株式会社オイシル,葛川　英雄,3,"5,000",https://oishiru.jp/,2022/6/1,未公開企業,ビジネスサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-5-2 THE CASK GOTANDA 305,35.6253764,139.7280326,株式会社Pacific Meta,岩﨑　翔太,13,"185,313",https://pacific-meta.co.jp/,2022/8/10,未公開企業,コンピューター - ITサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-8-5 KNビル5Ｆ,35.6247517,139.7253476,フェイバー・アプリケーションズ株式会社,山田　治生,1,"36,000",http://www.offer-me.jp/,2012/2/2,未公開企業,コンピューター - ソフトウェア
品川区,東五反田２丁目,-,東京都品川区東五反田2-5-2 THE CASK GOTANDA 305,35.6253764,139.7280326,株式会社Pacific Meta,岩﨑　翔太,13,"185,313",https://pacific-meta.co.jp/,2022/8/10,未公開企業,コンピューター - ITサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-5-2 THE CASK GOTANDA 605,35.6253764,139.7280326,株式会社ぴんぴんころり,小日向　えり,4,"268,500",https://pinkoro.co.jp/,2017/7/12,未公開企業,消費者向けサービス・販売
品川区,東五反田２丁目,-,東京都品川区東五反田2-5-2 THE CASK GOTANDA304,35.6253764,139.7280326,えほんインク株式会社,國則　圭太、　一條　浩太郎,1,"140,397",https://ehon.inc/,2022/2/18,未公開企業,消費者向けサービス・販売
品川区,東五反田２丁目,-,東京都品川区東五反田2-5-9 島津山PREX 7F,35.6252375,139.7288396,Loop Now Technologies株式会社,Jerry Luk,23,,https://jp.firework.com/,2021/7/1,未公開企業,コンピューター - ITサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-7-18 SOWA五反田ビル2F,35.6251293,139.7258864,ディーリンクジャパン株式会社,廖　晋新,34,"1,719,000",https://www.dlink-jp.com/,2005/7/11,未公開企業,通信・ネットワーキング
品川区,東五反田２丁目,-,東京都品川区東五反田2-3-5 五反田中央ビル7F,35.6254969,139.7264451,株式会社Piic,郷　大助,3,,https://pre-reg.piic.today/1,2020/4/1,未公開企業,コンピューター - ITサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-3-3 東五反田AMビル6F,35.6255223,139.7261059,株式会社AIR BIOS,柳澤　卓二、　小林　仁幸,0,25000,https://airbios.jp/,43676,未公開企業,医療・ヘルスケア ICT
品川区,東五反田２丁目,-,東京都品川区東五反田2-9-5 サウスウィング東五反田ビル6階,35.6244465,139.726465,株式会社空色,中嶋　洋巳,15,1218490,https://www.solairo.co.jp/,40771,未公開企業,コンピューター - ITサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-3-5 五反田中央ビル7F,35.6254969,139.7264451,株式会社Piic,郷　大助,3,,https://pre-reg.piic.today/1,43922,未公開企業,コンピューター - ITサービス
品川区,東五反田２丁目,-,東京都品川区東五反田2-3-5 五反田中央ビル7階 KEY STATION OFFICE内,35.6254969,139.7264451,株式会社ワンダーラスト,堀江　健太郎,10,236000,https://www.wanderlust.co.jp/,41442,未公開企業,コンピューター - ソフトウェア
品川区,東五反田３丁目,-,東京都品川区東五反田3-20-14,35.625296,139.7305956,株式会社デジマース,石川　達絵,41,"31,000",https://www.digimerce.jp/,2005/6/7,未公開企業,コンピューター - ソフトウェア
品川区,東五反田３丁目,-,東京都品川区東五反田3-20-14 住友不動産高輪パークタワー12階,35.625296,139.7305956,PRONI株式会社,栗山　規夫、　柴田　大介,233,"3,024,832",https://www.proni.co.jp/,2012/10/1,未公開企業,コンピューター - ITサービス
品川区,東五反田４丁目,-,141-0022　東京都品川区東五反田4-7-20　相生ビル,35.6304108,139.7279616,シミックホールディングス株式会社,中村　和男,338,,https://www.cmicgroup.com/,1985/3/14,IPO / Exit企業,バイオテクノロジー
品川区,東五反田４丁目,-,東京都品川区東五反田4-7-20 相生ビル 4F,35.6304108,139.7279616,株式会社JCG,松本　順一,67,"835,572",https://www.jcg.co.jp/,2017/5/1,未公開企業,コンピューター - ITサービス
品川区,東五反田４丁目,-,東京都品川区東五反田4-5-2 五反田ＮＴビル1Ｆ,35.631236,139.7292586,株式会社ギブコム,窪島　健悟,19,"170,000",http://www.givecom.co.jp/,2006/7/3,未公開企業,金融・保険・不動産
品川区,東五反田４丁目,-,東京都品川区東五反田4-9-2 東五反田KBビル6F,35.6294497,139.7265049,株式会社イーディーエー,飯田　和正,37,"10,000",http://www.eda-inc.jp/,2005/11/11,未公開企業,コンピューター - ソフトウェア
品川区,東五反田５丁目,-,東京都品川区東五反田5-23-7,35.6278231,139.7229221,株式会社グリムス,田中　政臣,180,,http://www.gremz.co.jp/,2005/7/4,IPO / Exit企業,環境関連
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37,35.6282804,139.7217979,ElectSheep株式会社,香島　ユリ,,,,2019/2/1,未公開企業,ビジネスサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-28-11,35.6274139,139.7230711,株式会社Tawo,阿部　洋子,2,"18,500",https://tawo-inc.studio.site/,2018/5/8,未公開企業,消費者向けサービス・販売
品川区,東五反田５丁目,-,東京都品川区東五反田5-2-5,35.6310383,139.7216564,株式会社ブレインパッド,草野隆史,68,,http://www.brainpad.co.jp/,2004/3/18,IPO / Exit企業,コンピューター - ITサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37,35.6282804,139.7217979,シールドバリュー株式会社,三桐　睦夫、　 小川　昌紀,1,"23,500",https://www.sealedvalue.jp/,2016/10/27,未公開企業,金融・保険・不動産 ICT
品川区,東五反田５丁目,-,東京都品川区東五反田5-24-7,35.6275107,139.7236616,株式会社Soymilk,櫟原　誠,5,"31,000",https://www.soymilk-lifestyle.com/,2013/8/1,未公開企業,ビジネスサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37,35.6282804,139.7217979,株式会社クリスク,杉島　泰斗、　金城　弘二郎,11,"10,000",https://www.clisk.com/,2005/12/1,未公開企業,コンピューター - ITサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-11-1,35.6298772,139.7234122,株式会社ホールエナジー,淺野　浩志,13,"278,000",https://www.whole-energy.co.jp/,2016/7/15,未公開企業,産業・エネルギー ICT
品川区,東五反田５丁目,-,東京都品川区東五反田5-25-18,35.6275988,139.7245295,株式会社FUNDINNO,柴原　祐喜、　大浦　学,119,"8,262,479",https://corp.fundinno.com/,2015/11/26,未公開企業,金融・保険・不動産 ICT
品川区,東五反田５丁目,-,東京都品川区東五反田5-22−7,35.6286153,139.7220554,株式会社Ales,藤井　⻯太郎,2,"3,000",https://ales-ai.com/,2018/6/1,未公開企業,ビジネスサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-20-7 403号,35.6295546,139.7211775,株式会社Rabbit,豊久　凌仙,2,"10,000",http://rabbitway.jp/,2013/2/1,未公開企業,ビジネスサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-12-1-3F,35.6295764,139.7235119,StemWorks株式会社,山口　哲也,0,"30,010",https://andstem.jp/,2023/2/1,未公開企業,医療・ヘルスケア
品川区,東五反田５丁目,-,東京都品川区東五反田5-12-1 ロイヤルフラッツ201,35.6295764,139.7235119,SOZOW株式会社,小助川　将,45,"506,190",https://sozow.com/,2019/6/3,未公開企業,コンピューター - ITサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-27-10 野村ビル 9F,35.6272146,139.7235718,タケロボ株式会社,竹内　清明,3,"194,000",http://www.takerobo.co.jp/,2011/8/31,未公開企業,半導体/その他電子部品・製品
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-33 TK池田山 2F,35.6280794,139.7221951,株式会社AOIRO,日南　昌吾,,"1,000",https://ao-iro.jp/,2020/5/1,未公開企業,ビジネスサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-25-19 東京デザインセンター5F,35.6274925,139.7244872,ELEPHANT DESIGN HOLDINGS株式会社,西山　浩平,,"143,240",https://elephantdesignholdings.com/,1998/11/1,未公開企業,ビジネスサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-27-7 扇寿ビル 6階,35.6270956,139.7233424,株式会社スプリューム,梶塚　千春,20,"588,000",http://www.splume.co.jp/,2005/10/5,未公開企業,コンピューター - ソフトウェア
品川区,東五反田５丁目,-,東京都品川区東五反田5-25-19 東京デザインセンター5F,35.6274925,139.7244872,株式会社CUUSOO SYSTEM,西山　浩平,1,"150,443",https://cuusoo.co.jp/,2011/4/1,未公開企業,コンピューター - ITサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-25-19 東京デザインセンター3F,35.6274925,139.7244872,株式会社ジオブレイン,南部　隆宏,59,"85,000",http://www.geo-brain.com/,2004/4/9,未公開企業,コンピューター - ソフトウェア
品川区,東五反田５丁目,-,東京都品川区東五反田5-25-18ENZO五反田ビル 7F,-,-,株式会社Ology,岡野　麻衣,,"12,000",https://www.ology.co.jp/,2021/10/4,未公開企業,ビジネスサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37 オフィスサークルN五反田404,35.6282979,139.7217561,株式会社モフィリア,柴田　顕,2,"914,280",https://www.mofiria.com/,2010/12/6,未公開企業,半導体/その他電子部品・製品
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37 オフィスサークルN五反田 4F,35.6282804,139.7217979,株式会社職人さんドットコム,德重　徹,0,"218,622",https://www.shokunin-san.com,2006/3/3,未公開企業,コンピューター - ITサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-33 TK池田山ビル2F,35.6280794,139.7221951,株式会社バーニャカウダ,古川　亮,2,"131,010",http://bagna-cauda.co.jp/,2010/1/20,未公開企業,消費者向けサービス・販売
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37 オフィスサークル N 五反田5階,35.6282804,139.7217979,株式会社ジーンクエスト,高橋　祥子,5,"110,000",http://genequest.jp/,2013/6/20,未公開企業,バイオテクノロジー
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-33 wework TK 池田山ビル2F,35.6280794,139.7221951,株式会社WORKOUT,土屋　耕平,6,"47,000",https://www.workout-inc.com/,2018/2/1,未公開企業,消費者向けサービス・販売
品川区,東五反田５丁目,-,東京都品川区東五反田5-10-25 齊征池田山ビル2階,35.6292901,139.7251681,株式会社ギフティ,太田　睦,85,"1,010,670",https://giftee.co.jp/,2010/8/10,IPO / Exit企業,消費者向けサービス・販売
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-33 TK池田山ビル3F WeWork内,35.6280794,139.7221951,株式会社ポケットペア,溝部　拓郎,53,"1,000",https://www.pocketpair.jp,2015/4/27,未公開企業,消費者向けサービス・販売
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-7 池田山KAY&KAY West 101号室,35.6286153,139.7220554,イマクリエイト株式会社,山本　彰洋,17,"240,999",https://ima-create.com,2019/1/11,未公開企業,コンピューター - ソフトウェア
品川区,東五反田５丁目,-,東京都品川区東五反田5-25-16 HF五反田ビルディング 8F,35.6278384,139.724769,株式会社サウンドフィリック,小柳　充輝,,,https://soundphilic.com/,43675,未公開企業,医療・ヘルスケア
品川区,東五反田５丁目,-,東京都品川区東五反田5-25-18 ENZO五反田ビル7F,35.6275988,139.7245295,Emotion Intelligence株式会社,太田　麻未,13,547746,https://www.emin.co.jp/,40693,未公開企業,コンピューター - ソフトウェア
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-33 TK池田山2F,35.6280794,139.7221951,株式会社フレイ・スリー,石田　貢,7,60043,https://hurray3.com,41122,未公開企業,コンピューター - ITサービス
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37 オフィスサークルN五反田304,35.6282979,139.7217561,株式会社カンブリアン・プロジェクト,原　広仁,1,,https://info.cambrianproject.jp/,43111,未公開企業,産業・エネルギー
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37 オフィスサークルN五反田 806,35.6282979,139.7217561,ディープインサイト株式会社,久保田　良則,6,234720,https://deepinsight.co.jp/,42438,未公開企業,コンピューター - ソフトウェア
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37 オフィスサークルN五反田8階,35.6282804,139.7217979,VANANAZ SYSTEMS Inc.,中尾　真一郎,11,,https://www.vananaz.com/,42856,未公開企業,コンピューター - ソフトウェア
品川区,東五反田５丁目,-,東京都品川区東五反田5-28-9 第3花谷ビル 10階,35.6273001,139.7231143,株式会社Cluex,大濱　裕貴,18,5000,http://cluex.co.jp/,41791,未公開企業,消費者向けサービス・販売
品川区,東五反田５丁目,-,東京都品川区東五反田5丁目10-25 齊征池田山ビル2階B室（受付）・5階,35.6292901,139.7251681,株式会社Gracia,斎藤　拓泰、　中内　怜,44,2209920,https://gra-cia.co.jp/,42887,未公開企業,消費者向けサービス・販売
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2,35.6656193,139.7607973,株式会社博報堂DYホールディングス,宮川　智雄,73,,https://www.hakuhodody-holdings.co.jp/,2003/10/1,IPO / Exit企業,ビジネスサービス
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2,35.6656193,139.7607973,株式会社ラバブルマーケティンググループ,林　雅之,109,"264,170",https://lmg.co.jp/,2014/7/15,IPO / Exit企業,ビジネスサービス
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-1,35.6629395,139.7612147,ソフトバンク株式会社,宮内　謙,"25,889",,https://www.softbank.jp/,1986/12/9,IPO / Exit企業,通信・ネットワーキング
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-8-1,35.6645649,139.762266,データアーティスト株式会社,山本　覚,40,"250,000",https://www.data-artist.com/,2013/6/21,未公開企業,コンピューター - ITサービス
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-2,35.6621646,139.7601766,株式会社エクサウィザーズ,石山　洸,237,"3,614,065",https://exawizards.com/,2016/2/8,IPO / Exit企業,コンピューター - ソフトウェア
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-1 東京汐留ビルディング,35.6629395,139.7612147,スマートコーチ株式会社,池田　昌人,10,,https://smartcoach.jp/,2015/10/1,未公開企業,コンピューター - ITサービス
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-1 東京汐留ビルディング,35.6629395,139.7612147,スマートコーチ株式会社,池田　昌人,10,,https://smartcoach.jp/,2015/10/1,未公開企業,コンピューター - ITサービス
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2 汐留シティセンター,35.6654972,139.7608806,株式会社ペルテ,久保　秀行,65,"814,385",https://www.perte.co.jp/index.html,1999/12/28,未公開企業,コンピューター - ソフトウェア
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-1-21　今朝ビル4階,35.666251,139.7606158,株式会社DDホールディングス,松村　厚久,110,,http://www.diamond-dining.com,1996/3/1,IPO / Exit企業,消費者向けサービス・販売
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-3-5 久田ビル5F,35.6640169,139.7588415,CREARC株式会社,五十嵐　典之,,100,https://crearcinc.com/,2017/12/25,未公開企業,ビジネスサービス
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-3-9 第4小田ビル,35.6641966,139.7589204,株式会社日本ブランド戦略研究所,榛沢　明浩,10,"25,000",http://japanbrand.jp/,2003/3/24,未公開企業,コンピューター - ITサービス
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2 汐留シティセンター10F,35.6654972,139.7608806,株式会社ウェルキッズ,濱之上　一人,11,,https://www.wel-kids.co.jp/,2014/7/8,未公開企業,ビジネスサービス
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2 汐留シティセンター33階,35.6654972,139.7608806,ポケトーク株式会社,松田　憲幸,24,"4,329,800",https://pocketalk.co.jp/,2022/2/1,未公開企業,消費者向けサービス・販売
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2 汐留シティセンター 35階,35.6654972,139.7608806,株式会社タイミー,小川　嶺,938,"7,076,793",https://taimee.co.jp/,2017/8/23,未公開企業,コンピューター - ソフトウェア
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋一丁目9-1 東京汐留ビルディング17階,35.6629395,139.7612147,株式会社GENDA,申　真衣,37,"2,614,700",https://genda.jp/,2018/5/10,IPO / Exit企業,ビジネスサービス
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2 汐留シティセンター5階 WORKSTYLING内,35.6654972,139.7608806,株式会社24-7,林　雅之,18,"28,500",https://www.24-7.co.jp/,2005/7/1,未公開企業,コンピューター - ソフトウェア
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2 汐留シティセンター5階 WORKSTYLING内,35.6654972,139.7608806,株式会社コムニコ,林　雅之,,"18,000",https://www.comnico.jp/,2008/11/5,未公開企業,コンピューター - ITサービス
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2　汐留シティセンター5階　WORK STYLING内,35.6654972,139.7608806,株式会社チェンジビジョン,小阪　暢之,30,"303,000",http://www.change-vision.com/,2006/2/22,未公開企業,コンピューター - ソフトウェア
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-4-1　サンマリーノ汐留,35.6618397,139.7576132,株式会社T&Cメディカルサイエンス,田中　茂樹,13,,http://www.tandch.com/,2001/8/13,IPO / Exit企業,ビジネスサービス
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-18-3 ルネパルテイーレ汐留1005,35.6607064,139.7580603,株式会社エムネクスト,永井　元就,7,"168,600",,2005/1/27,未公開企業,産業・エネルギー
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-4-6 パラッツォシエナ3階,35.6616687,139.7575696,株式会社クライテリア・コミュニケーションズ,広屋　修一,53,"3,085,243",http://www.criteria-com.jp/,2004/3/12,未公開企業,ビジネスサービス
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-8-1 パラッツォアステック7階,35.6614651,139.7572625,株式会社スキルシフト,岡本　祥治,,"20,000",https://www.skill-shift.com/,2019/10/1,未公開企業,コンピューター - ITサービス
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-16-1 ルーシスビル5階,35.6611572,139.7568693,株式会社TMEセラピューティックス,米山　博之,2,"635,000",https://tme-tx.com/jp/,2018/1/11,未公開企業,医療・ヘルスケア
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-10-10 東新橋ビル2F,35.6611898,139.7562236,株式会社ファンメディア,村上　稔,,"10,000",http://funmedia.jp/,2007/10/2,未公開企業,コンピューター - ITサービス
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-10-10 東新橋ビル2F,35.6611898,139.7562236,株式会社ファンメディア,村上　稔,,"4,500",https://photomanga.com/,2013/3/7,未公開企業,コンピューター - ITサービス
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-7-3 昭和アステック1号館,35.6615994,139.7568425,ASATEC株式会社,朝日　恵太,2,"1,000",http://asatec.jp/,2018/1/1,未公開企業,コンピューター - ソフトウェア
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-10-10 東新橋ビル2F,35.6611898,139.7562236,株式会社DNA extreme,左近　明子,1,"8,500",http://dna-extreme.co.jp/,,未公開企業,バイオテクノロジー ICT
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-9-1 CIRCLES 汐留 8F,35.6613325,139.7573978,株式会社データビークル,油野　達也,21,"466,750",https://www.dtvcl.com/,2014/11/11,未公開企業,コンピューター - ソフトウェア
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-14-1 コモディオ汐留4階,35.6605985,139.7570814,株式会社Loco Partners,鷲野　宏治,82,"2,556,285",https://loco-partners.com/,2011/8/22,未公開企業,消費者向けサービス・販売
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-9-1 circles汐留4F,35.6613325,139.7573978,株式会社エバーバンク,星野　純一,10,"50,000",https://everbank.co.jp/,2015/2/12,未公開企業,コンピューター - ITサービス
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-10-10 東新橋ビル502号室,35.6611898,139.7562236,株式会社SmartRyde,木村　聡太,11,"538,992",https://smartryde.io/ja,2017/3/27,未公開企業,ビジネスサービス
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-18-2 グラディート汐留ビアンコ5F,35.6609812,139.7579405,株式会社パオン,岩田　信雄,153,"15,000",http://www.paon.co.jp/,1999/1/20,未公開企業,コンピューター - ソフトウェア
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-7-7 汐留スクエアビル10Ｆ,35.661634,139.7565817,株式会社プロ・テクト,菅原　正,12,,,1996/5/1,未公開企業,医療・ヘルスケア ICT
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-18-2 グラディート汐留ビアンコ5F,35.6609812,139.7579405,株式会社パオン,岩田　信雄,153,"15,000",http://www.paon.co.jp/,1999/1/20,未公開企業,コンピューター - ソフトウェア
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-18-2 グラディート汐留ビアンコ5F,35.6609812,139.7579405,株式会社パオン,岩田　信雄,153,"15,000",http://www.paon.co.jp/,1999/1/20,未公開企業,コンピューター - ソフトウェア
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-6-6 汐留AZビル5F,35.6618069,139.7570022,株式会社MY TRAINERS,谷口　真穂,,"17,150",https://www.my-trainers.jp/,2015/8/12,未公開企業,コンピューター - ITサービス
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-7-3 BIZMARKS新橋汐留 2階,35.6615979,139.7568175,シングラー株式会社,熊谷　豪,,,https://singular.co.jp/,2016/11/1,未公開企業,コンピューター - ITサービス
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-12-1 PMO東新橋7階,35.6606567,139.7557953,株式会社ダイレクトクラウド,安　貞善,63,"905,699",https://directcloud.co.jp/,2004/5/12,未公開企業,コンピューター - ソフトウェア
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-12-1 PMO東新橋7階,35.6606567,139.7557953,株式会社ダイレクトクラウド,安　貞善,63,"905,699",https://directcloud.co.jp/,2004/5/12,未公開企業,コンピューター - ソフトウェア
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2丁目7-3 昭和アステック1号館 601,35.6615994,139.7568425,Oxyzen株式会社,森谷　武浩,5,"199,250",https://oxyzen.io/,2015/3/10,未公開企業,コンピューター - ソフトウェア
